Name,Riskiness R
AMJ,[5.04760254e+12]
AMLP,[5.22775826e+12]
AMU,[1.17074257e+13]
AMZA,[7.79224153e+12]
ATMP,[5.34773785e+12]
CHIE,[1.24549499e+12]
DDG,[1.17613408e+12]
DIG,[4.16960348e+12]
DRIP,[1.50945038e+12]
DUG,[6.8654673e+12]
EMLP,[4.6102308e+12]
ENFR,[1.58026246e+12]
ENY,[8.65826755e+12]
ERX,[1.3437333e+09]
ERY,[2.54979351e+13]
FAN,[7.98991426]
FCG,[3.05380637e+12]
FENY,[2.89279268e+12]
FILL,[1.22125256e+12]
FRAK,[7.69134898e+12]
FXN,[3.18915847e+12]
GASL,[9.86973008e+12]
GEX,[2.99204435e+12]
GREK,[1.6486533e+12]
GRID,[0.5064734]
GUSH,[1.70321744]
ICLN,[1.78537971e+12]
IEO,[7.12970178e+12]
IEZ,[2.74145794e+12]
IXC,[1.15653378e+12]
IYE,[2.1208502e+12]
KOL,[0.50976512]
MLPA,[4.94754626e+12]
MLPC,[1.73958558e+12]
MLPG,[2.08890021e+12]
MLPI,[5.2684552e+12]
MLPX,[2.09004842e+12]
MLPY,[1.90393025e+12]
NLR,[2.16081378e+12]
OIH,[1.75676395e+12]
PBD,[9.49580536e+12]
PBW,[7.50779397e+11]
PSCE,[6.99064863e+12]
PUW,[8.40335544e+11]
PXE,[3.12862946e+12]
PXI,[1.74402927e+12]
PXJ,[8.13300752e+12]
PZD,[0.40863591]
QCLN,[4.25235121e+12]
RYE,[1.17824556e+12]
TAN,[2.3557598e+12]
VDE,[2.29771319e+12]
XES,[6.82080037e+12]
XLE,[1.97788526e+12]
XOP,[2.44138606e+12]
YLCO,[3.04185588e+12]
YMLI,[1.77023818e+12]
YMLP,[1.34147096e+13]
ZMLP,[2.45912898e+12]
