Name,Riskiness R
ACWI,[0.08421437]
ACWV,[0.05431267]
ACWX,[0.18834713]
CGW,[0.09060702]
CRBN,[0.0994654]
CWI,[0.18241656]
DBEF,[0.187182]
DIM,[0.16015755]
DOL,[0.33383443]
DTH,[0.33280518]
DWM,[0.23080236]
DWX,[0.2241002]
EFA,[0.23762952]
EFG,[0.16966393]
EFV,[0.478747]
EWS,[0.5600172]
EZU,[0.25480958]
FDT,[0.12354856]
FGD,[1.6506728e+11]
FNDC,[0.07201713]
FNDF,[0.16244801]
GDXJ,[0.32718619]
GII,[1.55700954]
GNR,[0.142872]
GUNR,[0.14044527]
GWX,[0.13984421]
HEFA,[0.16029573]
HEZU,[0.27031139]
HFXI,[0.17658509]
IDLV,[0.09562411]
IDOG,[0.19683041]
IDV,[0.1858776]
IEFA,[0.17994318]
IGF,[0.19611978]
IHDG,[0.09037917]
INTF,[0.16964327]
IOO,[0.07696915]
IQDF,[0.31696705]
IQLT,[0.19719217]
IXC,[0.20837571]
IXG,[0.1919281]
IXJ,[0.31399963]
IXP,[2.85253686e+12]
IXUS,[0.15310557]
JNUG,[1.42140921]
JPGE,[0.07140888]
JPIN,[0.12604981]
JXI,[1.00092204]
KXI,[0.21258822]
LIT,[0.10992731]
MXI,[0.13431082]
NUGT,[1.29873934]
PDN,[0.11940678]
PICK,[0.25973663]
PID,[0.72868997]
PPH,[5.15114699e+12]
PSP,[0.15877585]
PXF,[0.21411015]
QEFA,[0.17953875]
ROBO,[0.07586113]
RODM,[0.11262963]
RXI,[0.099737]
SCHC,[0.10539552]
SCHF,[0.17504536]
SCZ,[0.08956577]
SDIV,[0.18246131]
SMH,[0.07754735]
SPDW,[0.33257216]
TAN,[8.47101382e+12]
URA,[1.40715538]
URTH,[0.1182308]
VEA,[0.17455353]
VEU,[0.17344476]
VSS,[0.15940284]
VT,[0.0845447]
WDIV,[0.13691414]
WOOD,[0.10416758]
XT,[0.05525814]
