ANGL,CJNK,GHYG,HYGH,HYHG,HYLD,HYLS,HYND,HYS,HYZD,JNK,PGHY,PHB,RIGS,SHYG,SJB,SJNK,UJB,WBII
0.036429929421569335,0.021828527526948537,0.009065024542612763,-0.0015319113654028887,-0.00667320152527181,0.008340720881739622,0.0013730989573321768,-0.02875522559367065,0.012459781593087105,0.0008853917662682869,0.02355197639997841,0.013802071858897322,0.018517828535426082,0.007823753217685359,0.013268969308797677,-0.02090342580488552,0.019436387396353703,-0.05269454315816368,0.01571054309128491
0.016664195719146346,0.02351969792892553,0.019803911152785784,0.012274211768882002,0.0189139963702038,0.018020710075078997,0.020316396588240426,0.037220399884063206,0.012541634224703124,0.014152984778726868,0.01575970783752919,0.027311442596723464,0.0133983744890418,0.0198746742477439,0.01295830233243379,-0.01219976155247752,0.010568752948618462,0.058412081145944976,0.013038603927752749
0.025507243367858472,0.010908790751467263,0.019748914275644985,0.02040340516742702,0.0323459729665134,0.015670371899894616,0.009407892341951978,0.011704008277532756,0.013921198574060949,0.01962490187527265,0.018646243671443432,0.005347200723555751,0.015917234365362562,0.005178435530190286,0.013730243771431372,-0.023157087923701115,0.01855099108314447,0.0032612304938881525,-0.004187767283572264
0.01152327271919492,0.009610163295544996,0.00923189313655397,0.004456204448910083,0.0071424254931004814,-0.0022857714285714386,0.0038080019165207843,0.005197536916990275,0.01379669067482064,0.010265269900139729,0.010202982337735152,0.001974323651271318,0.0080811347041368,0.007037167974483241,0.00830051884361708,-0.011853065414313418,0.011672377116924405,0.039007608660572936,-0.0029072891388403337
-0.006567693258575621,-0.011632416974989295,-0.00807100351526347,-0.005232703663624046,-0.0012558614239281953,-0.0031499715435264314,-0.0031792834966869184,0.020060838586169458,-0.006015147454678565,-0.008890812494038352,-0.007468716528365032,0.003706421980165281,-0.006392193564259689,-0.003586563718253715,-0.0009857292845105712,0.009196431866481931,-0.0024680238501889468,0.00521932580529427,-0.012754233164655491
0.0019613800094819022,-0.03231011164375014,-0.013922524410372882,0.01315038352717157,0.01904748130912217,-0.0017236713092883779,-0.0072268988246985515,0.040822370728388166,0.010563020889869051,-0.0017086287911149795,0.0012094582095865125,0.006040965436758325,-0.0016830151259582926,-0.005500202736791852,0.003629539185912007,-0.003565889314238811,0.0049938324601912654,-0.03953880754769145,0.0018379159021966864
0.0089265060945637,0.022508009698989192,0.011773407073171706,0.011060993477675049,0.023371505954505677,0.025899338129496418,0.014824974499878803,0.052128352164194,0.012908163690571607,0.021822763293848517,0.014326303723321871,0.013381598434483385,0.015302270650890184,0.01325810963783953,0.010619253957699594,-0.02027829610998087,0.012285154085862128,0.033104815830881415,-0.0020562668081975477
0.031605168597884835,0.021765565903348917,0.029439241650640026,0.00926548315995772,0.017475288584936632,0.0134642068182773,0.009481292138270977,-0.0036023514728314313,0.018690584175520775,0.002093844308787374,0.02272063039668038,0.011916986440877056,0.008653200397158108,0.005714735799604419,0.01901423851062432,-0.008522770584656742,0.02007121055223932,0.029571426717166612,0.007518380333821581
0.0078418042167762,0.0038095191185972322,0.004675741123309664,0.012056143698434071,0.0065139494432640745,0.009687212574392036,0.017281590925957154,-0.0032870950789317226,0.006445198849282545,0.00417889678228161,0.008399146261556186,0.007034726425300981,0.005877773482067474,0.0073546771066554705,0.006078910584826341,-0.016373289133976062,0.006437718396305096,0.009099730707696265,0.009509200144938595
0.004142517542982515,-0.002119479513714784,0.002065520713322615,-0.005245934426229469,-0.007930320108707749,-0.024396929824561226,-0.0008082469877590992,-0.0014780100766875655,0.0002573881772869703,-0.003329171729955329,-0.003061806547715172,0.002520672348018341,-0.0021785872795698946,0.0010256352062450967,0.0002480646238991714,0.0004162026375664989,-0.0015940763266260932,-0.01884064237430076,-0.0017073481767567555
0.008252295076534187,0.01392251581390924,0.013287324457558355,-1.098659671461838e-05,0.0043945939300102,0.008991289688114447,0.009071764480135828,-0.0019039380489267086,0.008647620025974731,-0.002087724338717219,0.010464792745475831,0.0031985321262956016,0.011723528205557356,0.007778576936268706,0.007106839656989957,-0.00873552702353872,0.00776784333340979,0.05196967280474734,0.0026404989421749017
0.006040384155990207,0.010378731003373371,0.014839779020486341,0.0023292500135988358,0.0071512882463269185,0.0064048732943471605,0.009934381666250495,-0.000450740274895134,0.008977056834517187,0.004602510460251171,0.011441834494955037,0.0005306223578809009,0.0063131086587464615,0.00700617750923632,0.007689701142827937,-0.009651646172244677,0.008398879204332839,0.008615312018333189,0.013134709737136971
0.00047897164373611467,0.001944108329552748,0.004214073766205974,0.0010851464605731898,-9.229645465342579e-05,-0.006087465580726868,0.00029357750363841634,-0.001722949108494266,-0.0013902979661860708,0.0012495210329028991,-0.0005065493483498285,-0.003062464301374273,0.004074202718031827,0.0005659828811815892,0.0011436733682741735,-0.0029661167618523525,-0.001339824791292099,0.01304556213587602,-0.0010922688513825684
0.014487936790335446,0.003802196468266826,0.020946555615871325,0.004751976245440164,0.012049485469599065,0.003619181715990074,0.013574881340687014,0.01796672997180411,0.008229613905997487,0.0033277868832034697,0.011081951032799324,0.006173538625138012,0.00605605310108083,0.008263746520375223,0.00722553113589264,-0.010624708810380865,0.007155503629157992,0.014112389319126053,0.005827509775985154
0.007123170547981606,0.008705274358788727,0.003278741124862866,-0.008761616756026323,-0.0118741404208622,-0.004438280289549983,-0.002844437679312518,-0.023623401085532885,0.003371992659735391,-0.009121102441081984,0.0007764168083123878,0.0008437009786409662,0.00021574048903695865,6.592854309520188e-06,0.0006605200447070607,-0.0008591356711690147,0.0006921939525097988,0.013550528672615277,0.009531248005348438
0.013960994650868752,0.005303176589345176,0.0040811891432815176,0.009124912149570357,0.009961632801517808,0.0039008081332070656,0.0007215193617763165,0.014251814036798153,0.002761465900917713,0.009623389121339036,0.0059944029919354715,0.006450335215932736,0.006976783395049836,0.006649145567488504,0.005363051040064746,-0.0060188604506217006,0.006024670258249568,-0.005858660786741938,-0.004483048184437347
0.0014305532643493109,-0.00033051519969099885,-0.0009144970463198537,0.0005446671691396492,0.004687018466711964,0.0036081322122712258,0.0013150304510095802,0.005274506315303947,0.0029613357550978066,0.002486614276278968,0.002268188282817993,0.0004879381623806033,0.0016298809574105144,0.000176998053399236,0.002061958599321085,-0.0008651249008515468,0.0028441643851900324,0.0017188720417080062,0.0006209177666886972
