ANGL,CJNK,GHYG,HYGH,HYHG,HYLD,HYLS,HYND,HYS,HYZD,JNK,PGHY,PHB,RIGS,SHYG,SJB,SJNK,UJB,WBII
-0.0031153412638879377,-0.005224010949334038,-0.01758060956660539,-0.01524196735822798,-0.02267961495014026,-0.05177855406350476,-0.0017304973063023226,-0.018252265986333338,-0.006544317438907008,-0.013376570733684713,-0.014609099988157454,-0.0031785465484567145,-0.010160498627474158,0.0005061067607827856,-0.005026198511450021,0.01087354481089193,-0.009939630139803556,-0.023561002878573115,0.008835149831950781
-0.04513931245305613,-0.008642391696702924,-0.01899963584256972,-0.02038281676272275,-0.011577521618277305,-0.08657041257647972,-0.020907985518476814,-0.02779580748023355,-0.020150574245475308,-0.0517666392769105,-0.019921389661152058,-0.02126418317415108,-0.003222208016589773,-0.003914682207568332,-0.011034441155909493,0.003585491334984103,-0.016103536060119942,-0.024302007066295192,0.0003984636986469214
0.04387022262205597,0.025840853480036743,0.0032332268408406892,-0.008230893408437868,-0.014642712104734034,-0.004131275619379162,0.0013864691089639275,-0.03412147103371774,0.013410095906012009,0.02989601386481808,0.018175935771242158,-0.0019807147606669363,0.002656301620484989,0.010167901304732352,0.009935458721373904,-0.008574529442639164,0.011080314784160685,0.015436718219822013,0.0057244174707699845
0.02512159366466981,0.007927628614157273,0.034635811925593826,0.02475774973610868,0.03995536840335193,0.03611515373352872,0.03254304998147097,0.04921606318638426,0.018405897524883856,0.017669373159444644,0.021571635453471318,0.012826082265754908,0.023501800719827697,0.017326538888925377,0.014790754147631438,-0.025225209226630383,0.018288527440439056,0.03727576883328521,0.012859795551563295
0.006065318425430578,-0.006250526529219386,-0.033671625906897415,-0.01652308875597967,-0.013495290837039335,-0.02520018900612787,0.0014070212049001306,-0.009593207975248132,-0.003346243446767201,-0.01033484868396657,-0.009417830314928074,-0.003477188993068038,-0.005798673866054343,-0.004253736442685446,-0.0019461735541044579,0.0070240068720658355,-0.007392803596785313,-0.026868139518682086,-0.01510531141868431
0.018049028053454437,-0.0038130142600868843,0.026544773953931674,0.003022685796006373,0.011752209498022574,0.008214568934877091,0.009341761321448991,0.017891420721125526,0.004930351686691154,-0.005430325587705594,0.010403000730237621,0.023721474485695667,0.007891192106986031,0.006866343058095294,0.006931943762813872,-0.008810538555258268,0.009555818813878769,0.08294274259312155,0.010300676412070551
0.0023841095335207533,-0.0019681407747339824,-0.0003317683001432934,0.0008518155318148982,0.002821218334849609,-0.006230505631440054,-0.0007876872224265503,0.015797707467066168,0.005505692770523822,0.015959765475000543,0.004322151556267183,-0.0018390329817430226,-0.0011530025034185824,0.0013475985184830954,0.005020417371225034,-0.004444408373175468,0.002131601133490489,-0.036211918857059655,0.011521077274598262
-0.014500743955176953,-0.014825414293977641,-0.012569352864645377,-0.03149270202133632,-0.01478248743191216,-0.02097909281458672,-0.010301010018005766,0.007532194336020162,-0.015586777851061162,-0.01736258712845854,-0.02043380585980511,-0.0001920182894537836,-0.012249526740134159,-0.009751525562164486,-0.009768798629933023,0.017113074693066128,-0.00837099680728381,-0.05286803858331672,-0.0051204829535779605
-0.0016206311370222607,-0.0033808135883501953,-0.013420256585384096,0.0020872459857985133,-0.018876306840261262,-0.031280691196093134,0.002757976918899454,-0.02863615014286278,-0.004639677305064807,-0.0033655448043752967,-0.007312759978895035,0.015995594164250157,-0.004452705639739957,0.0034011298002094474,-0.010139122987275805,0.001097330589779103,-0.012880223233068115,-0.007644706297643359,-0.0006721433778065004
-0.025994000238100102,-0.0025395774313529554,-0.02215608871235669,-0.03058540856626377,-0.026343317794809737,-0.029239815446742173,-0.000657474352606937,-0.0355640813283897,-0.011896603226413742,-0.029970492614162337,-0.020475816262352026,-0.02241891867686431,-0.011484588255632295,-0.012691471717019934,-0.014859613172095087,0.014249181436910625,-0.0192563322792886,-0.028505149592516505,-0.014255495235928532
-0.01975990642801688,-0.01549244593733374,-0.012833714704808352,-0.03697835576161943,-0.04542567642216951,-0.05316914614981663,-0.02472560367535412,-0.029597215095447937,-0.024744382521699457,-0.018711966927763304,-0.031804681907078865,0.0052916540202187475,-0.01936340345060197,-0.01517996071777754,-0.0235454653212129,0.028818438667205837,-0.024727971699725917,-0.07298748881826624,-0.0019652984787560755
0.02176722319381384,0.02401112067385057,0.02683895354608344,0.030460238118354188,0.03486724639978825,0.0019363484405893762,0.01971656887409414,0.027686066788678108,0.028648471280977524,0.015521109335747591,0.027879193498135856,0.010935145704420144,0.027770230768274038,0.024812500238583172,0.023854468765268092,-0.036414563053140926,0.01815362377968924,0.08741688090506916,0.005484300276408632
-0.021700677116200023,-0.00992906263704054,-0.02106122949831941,-0.02796448088895041,-0.024613065159459532,-0.04086137380283339,-0.02080020007138988,0.005859722533298777,-0.0261066306852189,-0.01484720524017456,-0.02533819585326041,0.0019122413007023375,-0.01684038471705829,-0.0063572825916291395,-0.017862044088568896,0.024709259444362062,-0.02278813055528418,-0.049303692172769815,-0.011572390621363794
-0.03746429266214507,-0.03541721578323305,-0.040439690657937774,-0.02637749027980691,-0.03194334937310146,-0.060449132962053384,-0.008255791229721542,-0.05547625929442579,-0.024916807451860524,-0.028368751257480087,-0.0363418107497176,-0.011640313765325351,-0.02032034082748457,-0.0057014028013320645,-0.019310522199095768,0.015957379760843764,-0.028195062972532537,-0.07885091351864057,-0.009474302973257234
-0.005519152688527874,0.005860468685181659,-0.006359812292949418,-0.028645453510700133,-0.03154554280264378,-0.037071048929872924,-0.0049248554313267405,-0.036710117450375904,-0.006648626516335124,-0.031021897810219124,-0.009765049050433057,-0.012638685462119577,-0.013228001184857709,-0.0030927366170918585,-0.0021725627523947705,0.012914536713905958,-0.011255720176972643,0.12078127096012994,0.005086923064815154
0.019656819513580927,0.016645462286440982,0.00910357590644578,-0.00013628193864660776,0.0073307690308566,-0.026089691377664627,0.005937955714942635,-0.008900431609058092,0.004767501500243079,-0.002354001883239157,0.006624511094604645,0.010174680754890529,0.014528190038258634,0.020770022912270685,0.008401234708896876,-0.017229420900126094,0.006361854560125679,-0.025897983602362118,0.0048839825932208356
0.05944991568346161,0.03293147582295173,0.044897891262619616,0.02231583078027117,0.04196770733566232,0.03234233804827386,0.023134559504528043,0.0160883113636673,0.030736453368622057,0.025483670340553627,0.029953963819717207,0.026228950406936888,0.032035023881330546,0.002088716102506416,0.018784181379964498,-0.027699913169557496,0.024569426443898618,0.015524827559760762,0.015663032569242168
0.06301034847085213,0.018070719008876003,0.037125770351998884,0.02516377668158842,0.03033682299015725,0.043354462025316516,0.011816603339035536,0.044133463951883986,0.03384307840933539,0.027151403589507583,0.036530197077568966,0.016105350555009362,0.029930890013748726,0.014222964585213662,0.020571163263076103,-0.031373899143145534,0.03557210762601783,0.05435176175125131,-0.009755363568568105
-0.002129908754456038,0.0004039812328225017,-0.005508534329797749,0.0038445257540887577,0.0006199274451896589,0.018198331264836685,0.00209256206244498,0.0018395058642323144,0.008626308443981084,0.01209677419354837,0.0034084507385325467,0.016711586761028782,-0.0025051454050830048,0.006620980651198801,0.009678399285300222,-0.0026060436286072988,0.009054284613632177,0.06485703474291328,0.001669021083986321
