Name,Riskiness R
Total Bond Market ETF List (82),[0.00168467]
Municipal Bond ETF List (29),[0.00443754]
Investment Grade Corporate ETF List (50),[0.00591128]
Treasuries ETF List (51),[0.00857369]
Target Maturity Date Corporate Bond ETF List (24),[0.00878698]
