Name,Riskiness R
AGND,[5.49684712e+12]
AGZD,[1.02056685e+12]
BIV,[1.31244037e+12]
BLV,[0.14215075]
BND,[8.49899146e+11]
BOND,[6345565.07072278]
BYLD,[3.38703431e+11]
FBND,[21.60256759]
FCOR,[1.86135138e+11]
FLTB,[4.94678354e+12]
FTSD,[1.58800443e+12]
FWDB,[0.0463908]
GBF,[4.88888006e+12]
GVI,[6.85172471e+12]
HOLD,[1.97210598e+12]
ILTB,[0.12306025]
ISTB,[7.52064931e+11]
IUSB,[184.22459505]
KCNY,[3.71562358e+12]
LDUR,[5.33974636e+12]
MINC,[9.24147099e+12]
MINT,[8.69775947e+11]
NEAR,[1.04006058e+12]
RAVI,[1.50936769e+12]
SAGG,[6.83571982e+12]
SCHZ,[11330.91587384]
SPAB,[0.74585825]
TOTL,[7.51647196e+10]
ULST,[2.03473422e+12]
VBND,[5.65689014e+12]
WYDE,[1.08667609e+13]
XMPT,[0.09995323]
