Name,Riskiness R
AAXJ,[5.04556976e+10]
ACWX,[5.76726142e+11]
ADRA,[4.27738079e+11]
AIA,[0.50599786]
AXJL,[3.40412558e+11]
AXJV,[1.78104179e+11]
CHIQ,[1.90502884]
CWI,[9.23079544e+11]
DBAP,[1.32031505e+11]
DNL,[5.89169314e+11]
EEMA,[4.60357457e+09]
EMCG,[7.40378564e+11]
FPA,[1.02676668e+12]
FPXI,[6.07460853e+10]
GEM,[4.2549132e+11]
HEEM,[2.95707743e+11]
IEMG,[3.02694685e+11]
IHDG,[8.47416486e+11]
IPOS,[2.83875519e+12]
IQDE,[3.10912578e+12]
IQDY,[5.97533087e+11]
MOTI,[1.77897522e+11]
PAF,[2.58155187e+11]
QEMM,[4.00037608e+11]
REMX,[7.28005479e+11]
VEU,[4.0775672e+12]
VXUS,[6.30318563e+11]
XSOE,[15.25028979]
