Name,Riskiness R
BZF,[0.34183378]
CEW,[0.74846171]
CNY,[0.40428408]
CROC,[3.69663504e+12]
CYB,[0.6668695]
DBV,[1.67904385e+13]
DRR,[3.0894736e+13]
EUFX,[1.32851905e+13]
EUO,[6.22035289e+12]
FXA,[2.39132921e+12]
FXB,[1.28881939e+13]
FXC,[2.28959127e+12]
FXCH,[2.50234888e+12]
FXE,[1.69237947e+10]
FXF,[2.27941599e+12]
FXS,[4.93489152e+12]
FXSG,[8.84472459e+11]
FXY,[0.36806608]
UDN,[1.60314578e+12]
ULE,[2.35026859]
URR,[0.63063995]
USDU,[1.24193699e+13]
UUP,[1.90205752e+12]
YCL,[0.55182566]
YCS,[2.40284459e+13]
