BSCJ,BSCK,BSCL,BSCM,BSCN,BSCO,BSCP,IBCD,IBCE,IBDC,IBDD,IBDK,IBDL,IBDM,IBDN,IBDO,IBDP,IBDQ
0.0,-0.002379661350075797,-0.002909845933684788,0.0019572241961921056,0.0009912692369052458,-0.0014996746254468455,-0.002496868423772328,-0.0004084285147970095,-0.003932591803513499,-0.001818579871184137,0.0019281586817530144,-0.0009298760510141547,-0.0027866282420553217,-0.002451156587354245,-0.0028581554917577645,-0.0006546079296591908,-0.0066115973293647936,-0.0020647891067850027
0.0031157813695643567,0.003435309697258381,0.00902980816525234,0.007948522439324486,0.0024749864065404287,0.008907960030904966,0.004254734844267233,0.0035307730888202494,0.008790397692193256,0.01042119004440724,0.013555828370028692,-0.0020237263576766253,0.0019960536257601306,0.0036855479510328865,0.003685520808197037,0.0031136898278656317,0.006655601486377443,0.003599666848547107
0.006217277553281325,0.01048105327477539,0.01014447079431373,0.013113177661707208,0.012839519164359471,0.01094023319623418,0.010465829338260606,0.013740538262808093,0.014554448134548072,0.002295243515747809,0.009498230066482876,0.010746332286557818,0.007370485647390225,0.01183203713189109,0.0106078360699435,0.01143824886668014,0.013801695771494113,0.013728229889466795
0.002851724247754304,0.0018858250131339128,0.0009569734691806631,0.00047921563315737236,0.0019503728892984265,0.006394258082792132,0.006165090599200033,0.002225397689350991,0.0016397973435155436,0.0053436082669392725,-0.0005701773499240376,0.0022064693184196296,0.004746030641057689,0.0004028770380749288,0.002220543262860989,0.002422949327109839,0.003749760668140372,0.0036597795117127453
0.003317576007243823,0.004706141551477882,0.008122268210733388,0.006708454826701895,0.006812830494716114,0.006353738983811835,0.0063726942790361535,-0.0009083981243567443,0.005933113858001283,0.0014236554352723633,0.005800876610218027,0.0020016823248710553,0.004920424141041515,0.0052400414138770186,0.007452284550327378,0.004432366037481237,0.006050561196986622,0.006685667532713852
0.005011721195124078,0.0052514068102672345,0.0069337513957243935,0.006053939999558285,0.008620611098407711,0.007592138849872546,0.008253775693239145,0.015360817268634357,0.01605425314178557,0.01143696748828684,0.014288729184910628,0.0015981127990066493,0.004700106420668951,0.007510490531919775,0.006210213314094592,0.010525789296969457,0.007891175248844445,0.007789187782948122
0.0018832419868776609,0.0009338796833561881,-0.00047197970461877774,0.0023709136465669663,0.0,0.0014499606440770238,0.0009685911187179555,-0.002003544762711038,0.0002020295432638093,-0.004342890854880298,0.00197777003840344,0.0011967572425205634,-0.0015595398868960696,0.0,0.001992074911453982,-0.0017915830275189407,0.0,0.003004285550314832
-0.0014098014101495734,0.0,0.0,0.0004733988821829369,0.0014410871895832293,-0.0014478613021707944,0.0009682371651305693,0.0003009783147893952,-0.0010099881296055167,0.0014226128870845226,0.0015971220144564966,-0.0011953267266033227,-0.0015616832047753613,-0.0007979685507727074,-0.0023859012019982594,0.003190090315875902,-0.0012046202618880824,-0.004393008099004426
0.0018825550447109612,0.00373138602491531,0.005190924072327072,0.005673290620575258,0.003836792219518773,0.0055096699522637635,0.005802691022927073,0.001505554918540233,0.0026285528213279533,-0.003124771041156813,0.006098772168713901,0.0019946662878644046,0.0027373354270971624,0.002794582172745128,0.004384563025132282,0.002384644886574453,0.010052213855828362,0.006017139190867754
0.001878719386352745,-0.0009293910402259204,-0.0004693594884046245,-0.002350595155720364,-0.0014335133528619107,0.0007692896976265484,0.0005287116275210252,-0.0007014303624188056,0.00010078705324398314,0.0019946529151851407,-0.0012122861142394288,0.0009950506385824518,-0.0003896821422228979,-0.00039803986297750585,-0.0003969544132093865,0.0003964664526955471,-0.00043804284259242745,-0.0011964498431522956
0.00014331447169976715,0.0018153666844033906,0.0011288941396115726,0.0016005108583917668,0.004265114404328867,0.004864993759040898,0.0030815738183988853,0.008619099606967922,0.010290159803934641,0.009070140609802324,0.013313669407230142,0.001077214446580366,0.001875272235297677,0.001875110115526902,0.0012723688764905699,0.002424506058711909,0.005030230503460914,0.006681260298366476
-0.003286085201244369,-0.00511618178951007,-0.005642199514251544,-0.0070718659590236375,-0.006112481476361742,-0.005750004278745764,-0.009069215166090673,-0.005004838384682949,-0.007251431524348107,-0.0057721330710679185,-0.007631945893578657,-0.003183393811673834,-0.00546247173343489,-0.0069314859202531465,-0.005961753851925279,-0.007530573636827621,-0.008343497405577513,-0.007952027941857998
0.0,0.0009350890910793765,0.002837031044140644,0.002848411523725618,0.0018258399870491058,0.0028912065900544605,0.002421200556607017,-0.003722672781349509,0.0013187490174975008,-0.0030455409664160407,0.0017821337663456343,-0.0003991790865512957,0.0007848727546899436,0.0,0.002399021114941754,0.0027955008565102852,0.002404032570763924,0.0016028805645441546
0.0028259947109110896,0.0037364140242441947,0.0033003961032823425,0.006155502917070662,0.007673672953744637,0.00648743517829947,0.008212335880876286,0.0055542291874067975,0.005674031127105943,0.00343653659281585,-0.002527665471556371,0.0035941739769968905,0.003920322550442402,0.006418227604077255,0.004387578544051671,0.0067704325996117976,0.007993435446086798,0.008803627745568171
0.003578470936365775,0.004760471880045432,0.005569434562440005,0.005628717697779506,0.005355794427520639,0.007150941958140645,0.007270094711464938,0.0060172628807107185,0.014681013452539284,0.011190168170664816,0.02091475415143446,0.0021547791443505392,0.005483051088279248,0.005763219022783493,0.007298303139686069,0.006442956513167181,0.0067340595289524605,0.007256123586930805
0.0009376759811851623,0.0009283519790232267,0.0014048289544766213,0.0,0.0,-0.0025669538338382817,-0.0030041992717710986,0.002010113161847662,0.0019039511424572039,0.0011375150896401312,0.0035284054918764064,0.0019888143037735807,0.0014008978096591868,0.0,-0.00039534066203687215,-0.00019679196140156655,0.0011845791915739215,-0.0011846570472646798
0.001404875142580281,0.002317716369058519,0.002806920312187481,0.005628129696138732,0.003322475533016857,0.004002737021021639,0.0052605232511934285,0.0007024118213082201,0.0020998312303759496,0.0009471004801858148,-0.0008325441960436164,0.000595451595155234,0.002875208062816461,0.0031768593587741586,0.003163378717199373,0.0039414094490808115,0.002366958558229729,0.0043494871897961146
