,Date,CARZ,CROP,DPK,DZK,EDOM,EFO,EFU,FDTS,FID,FLM,FPXI,FTAG,FTRI,GDXS,GSD,HGI,HGSD,HSCZ,IDMO,IPO,ISZE,PAGG,PEX,ROGS,SCID,SMCP,SOIL,TLDH,YLCO
0,2013-12-09,-0.015796273734654455,-0.009140764797375469,0.060368107587215426,-0.06034999848021487,,-0.03897325943183024,0.037588995573367,-0.011357772095742631,,-0.01689404076651661,,-0.021576843525356465,-0.00048099982504454177,,,-0.017660393926309508,,,-0.002151229394465562,0.017416361818089657,,-0.030820612396779603,0.011340674923224938,,,,-0.02674697981363169,,
1,2013-12-16,-0.005176865448639041,0.006273111563124582,-0.07301497795645866,0.07322087875496627,,0.050840666003046056,-0.04715959452725586,-0.0025213998577694437,,0.02111816391722195,,-0.011874307570733664,0.022136582822322025,,,0.019663137700204482,,,0.030901887303692612,0.019971608827181877,,0.011406866519941071,0.0035183567512456593,,,,0.00443249594583224,,
2,2013-12-23,0.024370106714848738,0.012467891288177591,-0.06637284873115855,0.06896017777931954,,0.04809866379222776,-0.042744716773072254,0.0359440504029776,,0.034964532717143726,,0.08143839638870368,0.037014890640730845,,,0.011019212674195773,,,0.020913246401161205,0.01612358481521394,,0.023023604083870965,-0.06595101332698584,,,,0.0008826475599272243,,
3,2013-12-30,-0.009669376742510316,-0.001048232316181054,0.025073785480869797,-0.026134604662928548,,-0.01652449220768824,0.015981226436115416,0.0019091941524678874,,-0.009638075963774579,,0.02177433336705678,0.009550018747453275,,,0.0020048790827855447,,,-0.006828293190715777,0.0036729817384769264,,-0.00637168245045509,0.16631709194873986,,,,0.008448856216780345,,
4,2014-01-06,0.01515926449142407,-0.0025773752064378167,-0.03884888589137276,0.03460449214214729,,0.01515846821937691,-0.026601865987684818,0.02450328880358611,,0.015491549937868675,,-0.0197317698368379,-0.03693695794793462,,,0.0082325422432546,,,0.011687724596696276,0.009149112707317431,,0.004387602601682057,-0.04913043740568684,,,,0.01866666773111886,,
5,2014-01-13,0.010123984234490803,-0.0051678744925614545,-0.0011977986138656568,0.0005461312890192361,,0.007466033033972173,0.00023751954051319114,0.0013286035208241367,,0.013495051182158636,,0.028985607303854646,0.05472394701077388,,,0.007621209210421537,,,0.01902841558008267,0.0009064844001769284,,0.0003358424645290702,0.009602061029357834,,,,0.021814958632849418,,
6,2014-01-20,-0.03106984799779796,-0.022263474737433397,0.08603134184490754,-0.08732452036974396,,-0.05437497745360591,0.0565455760426588,-0.022558135824420046,,-0.03222692612250895,,-0.02582163708462549,-0.05853659582609265,,,-0.019989165186328667,,,-0.03234421291750638,-0.024456307267570677,,-0.0366139190574192,0.007699233884038059,,,,-0.046114382167293064,,
7,2014-01-27,-0.023273610392711162,-0.011385272186945447,0.058238984720326674,-0.05785608162730728,,-0.037390241292464065,0.03732854898570257,-0.012489835054963113,,-0.012961219733133173,,-0.03534140005395336,-0.0037684434153790578,,,-0.009371463681795847,,,-0.013783608983687953,0.016248685247137705,,-0.020920510943736294,-0.01685385964341548,,,,-0.023276644638186347,,
8,2014-02-03,0.011648995570390175,0.008829150364451348,-0.07511734537626812,0.06601078845050602,,0.03795979678360821,-0.0494256164116557,-0.0010998446514546793,,0.0058587122992672415,,-0.014154817659325442,0.03498835608119694,,,0.0111295868110034,,,0.0272536280600108,0.006852359700019621,,0.02101128068427321,-0.006171488950398431,,,,0.031164076546169442,,
9,2014-02-10,0.03376101226816031,0.01179603854378903,-0.059221789781153646,0.06430495866543749,,0.039784490967692966,-0.04127704233816243,0.025048522446969958,,0.012050634726150918,,0.05743248270164506,0.0621286888528493,,,0.02366552032730142,,,0.01972797809041173,0.03221424407463566,,0.012905604989337377,0.011959396043109539,,,,0.015111164245020977,,
10,2014-02-17,-0.0005064349987522056,0.00037620347876206095,-0.028177460469451597,0.026713351052234498,,0.02144875265824642,-0.016175076016515133,-0.0018802582627748645,,0.012105356963777757,,-0.0055911196717038855,-0.005591282542028781,,,0.0021503689446731584,,,0.007338089472411414,0.00791220101307512,,0.012396737382790998,0.017954815963136094,,,,0.0,,
11,2014-02-24,0.00987866789456572,0.007518765178598552,-0.02251687722138898,0.01893464268452613,,0.01334635202475263,-0.01619928349490972,0.009685440636756984,,0.017254948343178377,,-0.0329316379565002,-0.05536327237614487,,,0.012875298573966498,,,0.01192063968587078,0.027474655041935483,,0.008163268369192374,-0.014735723953280992,,,,0.007880868588389052,,
