,Date,CARZ,CROP,DPK,DZK,EDOM,EFO,EFU,FDTS,FID,FLM,FPXI,FTAG,FTRI,GDXS,GSD,HGI,HGSD,HSCZ,IDMO,IPO,ISZE,PAGG,PEX,ROGS,SCID,SMCP,SOIL,TLDH,YLCO
0,2007-07-09,,,,,,,,,,,,,,,,15.784587,,,,,,,,,,,,,
1,2007-07-16,,,,,,,,,,,,,,,,15.815543,,,,,,,,,,,,,
2,2007-07-23,,,,,,,,,,,,,,,,14.707524,,,,,,,,,,,,,
3,2007-07-30,,,,,,,,,,,,,,,,14.639439000000001,,,,,,,,,,,,,
4,2007-08-06,,,,,,,,,,,,,,,,14.237081,,,,,,,,,,,,,
5,2007-08-13,,,,,,,,,,,,,,,,13.921394,,,,,,,,,,,,,
6,2007-08-20,,,,,,,,,,,,,,,,14.125661,,,,,,,,,,,,,
7,2007-08-27,,,,,,,,,,,,,,,,14.732289000000002,,,,,,,,,,,,,
8,2007-09-03,,,,,,,,,,,,,,,,14.373267000000002,,,,,,,,,,,,,
9,2007-09-10,,,,,,,,,,,,,,,,14.515635000000001,,,,,,,,,,,,,
10,2007-09-17,,,,,,,,,,,,,,,,14.911797,,,,,,,,,,,,,
11,2007-09-24,,,,,,,,,,,,,,,,14.979885999999999,,,,,,,,,,,,,
12,2007-10-01,,,,,,,,,,,,,,,,15.20892,,,,,,,,,,,,,
13,2007-10-08,,,,,,,,,,,,,,,,15.301770999999999,,,,,,,,,,,,,
14,2007-10-15,,,,,,,,,,,,,,,,15.072744,,,,,,,,,,,,,
15,2007-10-22,,,,,,,214.505844,,,,,,,,,15.351288,,,,,,,,,,,,,
16,2007-10-29,,,,,,,215.87091099999998,,,,,,,,,15.351288,,,,,,,,,,,,,
17,2007-11-05,,,,,,,231.394577,,,,,,,,,14.750862,,,,,,,,,,,,,
18,2007-11-12,,,,,,,232.53741499999998,,,,,,,,,14.515635000000001,,,,,,,,,,,,,
19,2007-11-19,,,,,,,234.442184,,,,,,,,,14.391834,,,,,,,,,,,,,
20,2007-11-26,,,,,,,223.299423,,,,,,,,,14.670391,,,,,,,,,,,,,
21,2007-12-03,,,,,,,220.093109,,,,,,,,,14.633245,,,,,,,,,,,,,
22,2007-12-10,,,,,,,238.727844,,,,,,,,,14.144232999999998,,,,,,,,,,,,,
23,2007-12-17,,,,,,,235.965973,,,,,,,,,13.927584,,,,,,,,,,,,,
24,2007-12-24,,,,,,,231.865219,,,,,,,,,13.710926999999998,,,,,,,,,,,,,
25,2007-12-31,,,,,,,248.82783500000002,,,,,,,,,14.298944,,,,,,,,,,,,,
26,2008-01-07,,,,,,,257.50048799999996,,,,,,,,,14.475160999999998,,,,,,,,,,,,,
27,2008-01-14,,,,,,,281.382111,,,,,,,,,14.066078,,,,,,,,,,,,,
28,2008-01-21,,,,,,,292.860596,,,,,,,,,13.531129,,,,,,,,,,,,,
29,2008-01-28,,,,,,,267.51223799999997,,,,,,,,,14.223423,,,,,,,,,,,,,
30,2008-02-04,,,,,,,306.475281,,,,,,,,,13.436728,,,,,,,,,,,,,
31,2008-02-11,,,,,,,287.822784,,,,,,,,,13.78287,,,,,,,,,,,,,
32,2008-02-18,,,,,,,278.86319,,,,,,,,,13.606656,,,,,,,,,,,,,
