Name,Riskiness R
DRN,[6.83438862e+10]
DRV,[0.30833568]
DRW,[0.15868249]
FFR,[1.44617844e+12]
FREL,[6.44257415]
FRI,[6.72407714e+12]
GQRE,[0.34259269]
GRI,[1.07394592e+12]
ICF,[1.24993206e+12]
IFEU,[0.34969322]
IFGL,[0.34761508]
IYR,[1.20403588]
KBWY,[1.42902325]
MORL,[0.31531843]
MORT,[0.18197237]
PSR,[0.95082381]
REET,[1.03706599e+12]
REK,[5.23845952e+12]
REM,[0.14195434]
ROOF,[6.82920358e+11]
RWO,[1.92311584e+12]
RWR,[2.62207319e+12]
RWX,[1.94298057]
SCHH,[5.38874952e+11]
SRET,[0.17771085]
SRS,[2.34095621e+13]
TAO,[0.17598522]
URE,[1.07294566]
USRT,[2.23852158e+12]
VNQ,[3.1300834e+12]
VNQI,[0.17361527]
WPS,[9.46854955e+11]
WREI,[4.86792407e+12]
