,ECON,EMCG,FSTA,FXG,IYK,KXI,PBJ,PSCC,PSL,RHS,SZK,UGE,VDC,WBID,WBIE,XLP
0,-0.023430689753482645,-0.06506174786449129,0.007374230299377049,-0.019229318160654325,-0.01352770641322287,0.013427690163390517,-0.014431748195485192,-0.01606174219219414,-0.017586977656628425,4.092084496465748e-05,0.05997205644266721,-0.06846712272061187,0.006950213927701684,-0.040377657839863225,-0.046885864379981476,0.005347514147454503
1,-0.032132561610043235,0.00411105381798317,0.004288916004914303,0.023475092990223934,0.006491082547187187,-0.013174972030795321,0.001583852344098272,0.03930370470184409,0.0005391749271919854,0.019392237593589528,-0.04912279786280075,0.036862447930018694,0.004028783329529816,-0.017474879335062542,-0.018190119779523693,0.0031520883826669298
2,0.13682102572214802,0.13975876609511287,0.040407365695350105,0.037103580985970545,0.05187393876789891,0.05687630781095395,0.026881731006106756,0.07545480118303921,0.023711134847795058,0.03397024263129424,-0.08671587839919634,0.10912544215056745,0.04421634983198842,0.0222001406118164,0.02176917068777233,0.04202676912909541
3,0.008849461536563361,0.004854395166907458,-0.006353119356505129,0.010459768135701642,0.00015276225028120104,-0.004210854220227461,-0.005051606866075605,0.030789362114832727,-0.016494134398904906,-0.004956147415712122,0.007070826712575542,-0.00211189938811938,-0.006047340222520065,-0.02036510819951766,-0.013508499809290357,-0.014323444886478612
4,-0.025877214909298164,-0.02864730177963962,0.009270956945025772,0.009903097252621222,0.0049119588642312405,0.0047442317319531324,0.00030988770910632293,0.017395667589718684,0.010347945388884994,0.010362047322918745,-0.014543712724546378,0.0031498380502333894,0.008440999044235061,0.01594415100555847,0.002665247235690692,0.00688338445283712
5,0.045475089005121073,0.046948756067398414,0.04434608424820047,0.031123470510372838,0.025151157850100598,0.028023077485555832,0.05264768454356561,0.046180686433538516,0.03160856474932854,0.058418373515663556,-0.05445302833470563,0.054190027655306415,0.04599994672460418,0.010446265027206988,0.0006873999684407689,0.047284504367641554
6,0.06158483074722808,0.06454806434981887,0.0008806178618454631,0.022207116588597545,0.019556964546807824,0.009759562658164658,0.014100321021197074,0.04718698588097825,0.015493470888724454,-0.0043433196529694415,-0.01668447587871514,0.03468972319573575,0.001994820720797574,0.03634706206982858,0.02825663343817232,-0.008159582659670626
7,-0.0024339596498533164,-0.0019761261618440615,-0.004573183131468521,-0.019156162529207425,-0.003420993442668634,-0.006800597495715159,-0.01135705614834289,-0.020754156509596864,-0.019494985334086088,-0.01266396767034169,-0.014778254984251945,-0.008897644024699539,-0.0051880678406078795,-0.007494357842954638,-0.020517428406115954,-0.0058500913007295974
8,0.00976000841349965,0.0220520793115529,-0.022358424569564467,-0.035321074727479584,-0.022569432895514906,-0.0001007628652853981,-0.030927839438675577,-0.021492531993145207,-0.024896148033407315,-0.031037384355843137,0.026666538206499696,-0.029675791550230285,-0.022146014124908315,-0.014629526583795177,-0.015482699120755538,-0.021515299346905062
9,-0.016512281158995404,-0.01765487838536965,-0.0020527186548966454,-0.005029790942261751,-0.01045541703370855,-0.03343404137019518,-0.005329819600411506,-0.038399601239560384,-0.023739728290750207,-0.0016470641066070404,0.020021660196796798,-0.03620217027689145,-0.0016353338115597089,-0.023665472731144187,-0.032673482327224855,-0.007705318693954564
10,-0.08230962130856259,-0.07437876619474566,-0.03885022994138074,-0.04145875321253902,-0.029634940528861363,-0.055636505372254216,-0.012879660625918818,0.036848799683576815,-0.03623455852831285,-0.04235203920515601,0.04456228492839832,-0.057142846269575415,-0.0375524251888966,0.10353300723878199,0.08009571642292311,-0.04204539852358708
11,-0.01160191996826433,-0.016793732913504212,0.02530393809488521,0.03600533747287933,0.018489548066025374,0.01588694565815657,0.037899946892685374,0.05775137626492368,0.01303600377192323,0.025504582835206582,-0.050279197729815546,0.05635805086675943,0.02509393149622155,0.008448097898522144,-0.007992803396515596,0.02234078598889741
12,0.058601896578150695,0.05132049357495497,0.02059679575545629,0.0010709616236974475,0.03674128010124001,0.03214424395903938,-0.010951051932152518,-0.03205221860026242,0.03995194863926902,0.01675867856876842,-0.048128542635693106,0.042165329392439395,0.020416340010528285,0.003763012611176234,0.015050265274870562,0.017018004583600938
13,0.03223036257322984,0.03275387254680009,0.04647475632881545,0.023219982481563737,0.04332547454643181,0.0446950040017649,0.017383309916249996,0.012556822485688093,0.03739326633413299,0.041763186267429,-0.08539292327270212,0.09430575131294944,0.04456720284607321,0.01976001460335167,0.03645618959334844,0.04772766685681681
14,0.033305576470845366,0.048543872824012596,-0.006948457223271508,-0.012203101019514674,0.00025264656512155814,0.012223805209631941,0.0026976780551023313,0.03585828159583211,0.031146020914892922,-0.011590098515824904,-0.023956026859922833,0.012479321167354092,-0.008180570344616916,0.004541591419631924,0.010402788082458888,-0.009437314317143878
15,0.03263485892341565,0.0079366148643966,0.016200190617848498,0.031303492670414455,0.00727161425337502,0.016403309457154798,0.008071962150103189,0.02769370193013088,0.007127060859014608,0.01771085094137431,0.011957213097445006,-0.0018311862027271962,0.01678460552059156,0.017328578826533006,0.007773603976216856,0.01099300069648219
16,0.0405775648169606,0.01985978567630221,0.024969964206338995,-0.02235808583512277,0.027978523535615273,0.044950484744143246,-0.02016601255593618,-0.04364908712833714,0.016680802964422387,0.01956737781932938,-0.05783573701866015,0.06349233186319628,0.022017269749418616,-0.02606473204407845,0.021298045608159944,0.026458843783979766
17,-0.020622489701125957,-0.006176476583211581,-0.030525561055403244,-0.007335407704401357,-0.005067492300596428,-0.031267819933022634,-0.04630762563896707,-0.02230712149014459,-0.013092504358396744,-0.03076918425952196,0.0,-0.008121307922035413,-0.02938930630608249,0.016971292760170262,0.009072194983093737,-0.030014124823695754
18,0.04823890622156868,0.015547411138648205,0.013444092684221398,0.02106409404612475,0.005226062379699754,0.01800076743981458,0.029723916080872357,0.03293797357528355,0.007753066372294705,0.015555027040823224,0.0,-0.0011560472271937463,0.013604041264874129,-0.010022840978995338,-0.0013927892876336658,0.006916654658111662
19,0.002191407395165911,0.06937898597363583,-0.013542186207594191,-0.0121690561820294,-0.008288835062657382,-0.0019425924189464532,-0.01267379430068743,-0.009451603999650131,0.017693347196411358,-0.02023335229190801,0.027722639436778312,-0.019529622627197693,-0.012262058236260242,-0.04071905415542017,-0.026372908104145245,-0.011026771511207465
20,0.0036443470694437785,0.009611433925610478,-0.011287286264425052,-0.012967463920065798,-0.0014068295959596218,-0.009051124426202909,0.014088833285425461,0.05783895641464439,0.009840836428144747,-0.007369683417012846,-0.010276124213350899,0.00248988267404342,-0.01141571608342356,0.052788549698602354,0.010985862799430588,-0.013343063669220803
21,-0.005083552280526366,5.350374455706828e-05,-0.007573489194315154,-0.0007981844588086591,0.004247128026655556,-0.0013749834900633456,-0.0021956884132753813,0.010381544440077575,0.006185349541596919,-0.002688543861767354,-0.0006490570679500764,-0.0004916910972630359,-0.009276077264731343,0.022191061447074084,0.029820985716006297,-0.01648758799555379
22,0.0065693123641033645,0.02992814458277447,0.056633430355711854,0.06701833449741901,0.0338056122030554,0.03284814178940601,0.038533309395885715,0.03934297090588232,0.03849264231146606,0.07136983960628501,-0.07142850595693673,0.06493217895013664,0.05574275391008057,-0.006301182569459846,0.032903146401861795,0.05575436051987184
23,0.01994205361446423,0.043394026393193785,0.01599037665501568,0.0022651270327145893,0.015708924774499734,0.008760355461137915,0.012866404097631503,-0.006641043722583507,0.01354939006129599,0.02609360020011,-0.04825166472699404,0.04142768669738379,0.013251857606024228,0.03580647279035034,0.016708414295724873,0.014986619357477658
24,0.03471058978242872,0.0475595453852172,0.02250599984563619,0.035340135820262256,0.023724913481410072,0.026105759907228084,0.020974964092092794,-0.016840655485751633,0.022894757303238047,0.024316222133131633,-0.026451161621227605,0.027031449005220677,0.024398591699131146,0.026719984087903863,0.053176079579352976,0.01634735483120675
25,-0.05310353122984079,-0.03200420641449476,-0.07685684274103731,-0.05179609885943399,-0.0644312656923614,-0.06687122357724169,-0.060474592837036385,-0.06575353128204878,-0.011566779312437051,-0.05765285349399086,0.118490539677167,-0.10270703630365588,-0.07439067238103649,-0.04337437183280557,-0.02856621393256494,-0.07627118644067803
26,-0.03568825917408177,-0.01658631849374567,-0.014600876768556372,-0.01820828800742372,-0.015727100556434958,0.0003987010128613417,-0.007083433234864457,0.025953182658201436,0.019908863420325072,-0.0131711448253176,0.031039194695801693,-0.04724931941238277,-0.009964297781635108,-0.012604117435612372,-0.03256093870918815,-0.014603988017225174
27,-0.015483329992405875,-0.046267072381976714,-0.03217034087292478,-0.004835356705931407,-0.03581113589746889,-0.02162003320042999,0.01995839543528727,0.016578430030472407,0.009434534410292239,-0.025981913176457764,0.05824612650163857,-0.08132679683100193,-0.033343779769167047,-0.0002962652177817902,0.0024823755073645577,-0.04142124185025191
28,-0.04104335711460872,-0.04666671968982107,-0.01279520269855636,-0.03175284391958277,0.003506629647383951,-0.01629326899290703,-0.010683557083482714,0.06677912393818676,0.02054095399312853,-0.025966556474932286,0.011750098191842324,-0.0025374297353755572,-0.011139100835834236,0.011728445517198333,-0.0031001777888589673,-0.01565908789575651
