AIRR,CGW,CHII,EDOM,EXI,FIDU,FIW,FXR,IEV,ITA,IYJ,IYT,JETS,PHO,PIO,PPA,PSCI,RGI,SEA,SIJ,UXI,VIS,XAR,XLI,XTN,_PRN
0.05499654011064215,-0.009796577669728959,-0.016635810091900634,-0.02828465741521565,0.017082100950262982,0.024268128007345957,0.00830833276302131,0.030060239269897957,-0.0037746452722999023,0.03766627000313004,0.023459955139648526,0.017351884083584013,0.03657489030376607,0.009434176712280477,-0.004113005885065438,0.026379561254505596,0.03153157449642945,0.027829914153525058,0.01317051083427169,-0.0572019084718675,0.030230421975115333,0.025337339323235026,0.03410276411868566,0.022018764912639453,0.02009077861859056,0.03131836519291488
0.06166585619971372,0.03044137178491807,0.07894739746739055,0.07323946996541777,0.033287969850194235,0.031967041589644696,0.04251823492595898,0.040466822170590964,0.03924230728297826,0.02010675555470979,0.029997891215318543,0.03336096826431515,0.02615192707358485,0.04722081007610053,0.036654661269278965,0.018907115613013763,0.041970055195535406,0.026954899468964816,0.1021352473576171,-0.05214422455039667,0.08396752135692398,0.029977948409321525,0.027146564534800764,0.025357355560905175,0.033997713233094605,0.02330516873631521
0.015568790358799744,0.0088626367972622,0.02787464482212904,0.020559976273027237,0.005418111999404582,0.004737518155191166,0.014227110196725219,0.007105498718195172,0.020833216875813677,-8.711259103672625e-05,0.00570882462353717,0.004508222125877937,0.000809021794609756,0.016439528189337402,0.018924247619652827,-0.0008699816593435093,-0.0004655978725148162,0.006975616062835447,-0.006739608179714464,-0.006683808991834562,0.010584673023317464,0.004523051147854464,-0.002544973507276134,0.004834568322687904,0.007709725810708629,-0.0016105755758560824
0.02470504548365665,0.018667673021207202,-0.01355936006523077,0.013287485121488463,0.027672531352749028,0.030105251486186955,0.026807967274563985,0.038247091113807766,0.005102186605340049,0.03323151378175985,0.03059465191154535,0.04972826014730087,0.027485917956940685,0.005083252684486815,0.008308727905775654,0.02553678049925995,0.03773582705052665,0.02829632140816228,0.037319753158935993,-0.06573488855442751,0.06692008882791972,0.03543464872819785,0.03218827357611409,0.02942264366590102,0.03915393017223952,0.03410153802325526
-0.008573540255165121,-0.011857759886608062,-0.003436527609303421,0.0,-0.018849105345448758,-0.005676646963872773,-0.017607577456995753,-0.016094318559236518,-0.02538074084202039,-0.018065272670381362,-0.01026895370620757,-0.020410883930355297,-0.023996847527358128,-0.006896477214950921,-0.011633602619097015,-0.009096713214907392,-0.01676741261745845,-0.004687997733845569,-0.062142172577002726,0.019390414306906984,-0.029102528318896707,-0.015031114867221503,-0.01323851221732472,-0.00408729971782948,-0.014934343424604812,-0.01180933821117086
0.018107870948680167,0.01818183075727557,0.02844840566702153,0.0,0.011122184615323744,0.013504029955557207,0.02906195141912271,0.011657305668199688,0.00963541849185761,0.010962123042974364,0.019272106475496688,-0.0022985508628089444,0.008867371141456203,0.02638877999610604,0.031387909163276384,0.013730122157830382,0.02925730799341956,0.013031955401907115,-0.00011844714489214876,-0.02880425473321355,0.051859523744809725,0.01741090431843056,0.006373151012580964,0.01106698680944156,0.0008807686991733528,0.03089068374257256
-0.0240564430060341,-0.0035714159019581047,-0.002514720736682539,-0.010998407891684702,-0.009999943825926477,-0.015427935521784137,-0.017738997939988028,-0.01906472223994287,-0.002321442954980095,0.00025579901003779364,-0.014770207029466097,-0.01937919766020889,-0.008789431985914512,-0.0166891525693663,-0.002377415063427789,-0.0016930271835328332,-0.022207444150197576,-0.01958103157684675,0.012334606983231041,0.012870725852395518,-0.031667259772105764,-0.015829321390677366,0.0005757352088672051,-0.018302793519425587,-0.016061558460937774,-0.014435637525681487
0.039719643344761316,0.02580651123408668,0.024369593570057576,0.0,0.026551156738730236,0.023148264574643387,0.0388736373599972,0.037403706827075535,0.02662873628281458,0.019265305046836004,0.0204603170337535,0.0309413844279134,0.04054814743744466,0.029816717083515555,0.021925795366975337,0.017523942828766917,0.03633897901521471,0.025429568594071042,0.07136659459651205,-0.0301104636328729,0.03712240296691302,0.0244631517270566,0.025316470680965986,0.0244927823044222,0.0357782206795698,0.014425178293137431
0.01516854313926019,0.006988094910638468,0.012305336726769409,0.0,0.011245496945962124,0.009049832938879029,0.02975864465428212,0.013078879567280864,0.016872322810632914,0.009701458212674012,0.009701388250710472,0.014131955048664694,-0.04206696502562607,0.027171105049496932,0.006063296042936771,0.009444374157228569,0.0063551894025734796,0.010078337451318644,0.06092605329616978,-0.020222143288767182,0.01201608827085939,0.006956802772475882,0.008417599869302989,0.006422792592214924,0.0069084713243141044,0.0019687822737198576
0.002213552360938537,0.01561408239854178,-0.045380831733030286,0.03421747664529424,-0.013622537501515021,-0.0037943888441888713,0.008297476241825488,-0.0069784123835576785,-0.0017335377394778408,0.009442581906210373,-0.0056732188634329855,-0.02683485833322459,-0.04205420082966642,-0.004336320800068981,0.006026947715389722,0.001926313911171735,-0.023301361657770702,-0.0076235331823095095,-0.05359888942403032,0.012790518158121149,-0.010357899653591,-0.007188861893685661,0.00927467074841557,-0.0044318185179973504,-0.028516268084460613,-0.017248726625978063
