,Date,DRN,DRV,DRW,FFR,FREL,FRI,GQRE,GRI,ICF,IFEU,IFGL,IYR,KBWY,MORL,MORT,MRRL,PRME,PSR,REET,REK,REM,ROOF,RWO,RWR,RWX,SCHH,SRET,SRS,TAO,URE,USRT,VNQ,VNQI,WPS,WREI
0,2014-01-01,0.12354789268162274,-0.12181492282435724,-0.052325718417487635,0.005423968237336724,,0.04981747955772361,-0.013524154649013137,-0.009139587093418708,0.05662561865653772,-0.009263242464724243,0.027896789316785138,0.044087887067911544,0.036071713012307424,0.060963314728757594,0.12360365027613973,,,0.049093865164984055,,-0.03804136407345578,0.10226919708723883,0.04111410798420345,0.010515238361953274,0.04991142754754989,-0.021077848947594503,0.048155078008242785,,-0.0727189182936763,-0.041591459685544764,0.07255400602092099,0.03683231957047398,0.05901122864657069,-0.025122053529703512,-0.054307194908849804,0.024206230949710788
1,2014-02-01,0.15437039083177637,-0.1472044880014891,0.05444786366957514,0.04357842963892357,,0.053238006572105,0.04382724127664335,0.04245404841951389,0.05065245184001344,0.08885630660253122,0.04086513927297826,0.047509546317530335,0.03237617803151171,0.13594736077852038,0.0453574188361266,,,0.03780941942337947,,-0.04855131577354599,0.0426578726316076,0.04486143001804244,0.0519731604621646,0.05226879358142118,0.0506586566894533,0.052547780059051925,,-0.09190795123869444,0.020956582976439923,0.09709430579935327,0.04973345502995258,0.050653805028465164,0.039744200389939956,0.036492251003804974,0.061833405864864154
2,2014-03-01,0.008141520077026366,-0.025311202632805004,0.006545625866540658,0.0,,-0.0010421041707112358,-0.013207449227143942,-0.003973480756265686,0.0012175946502371098,-0.029086845777438468,-0.008577733507536782,-0.009949034835129834,-0.0015958132100242998,-0.0010961784416025826,0.0012278619283114167,,,0.006044684209996841,,0.003292117252569272,-0.03540497443364097,-0.014442033732166081,-0.000914806116703025,0.0015403053622829897,-0.007473442919585306,0.001815145194448318,,-0.008801115888130701,0.017368447694491612,-0.004268154076877862,-0.008701451731335767,-0.0015553227834612647,0.008204340828962254,-0.006004394268678976,0.009791520463010885
3,2014-04-01,0.09953570968149125,-0.09812688196063901,0.04229643325473133,0.03018177832855675,,0.03855446247504348,0.04399765100495537,0.037684763441198275,0.047269637189794815,0.046869110735556704,0.03427853334540613,0.0421658652346864,0.02511404318951499,-0.0010409043655660178,-0.00245320092571974,,,0.03341859781144384,,-0.03117296542601484,0.05924946384426298,0.024315793880293278,0.03994284710786115,0.043767740334899614,0.044133621471944766,0.04389284298023343,,-0.05826854728870524,0.009311787226850487,0.06349490604144456,0.0314555256816347,0.03960089942009633,0.02256331560994703,0.02498638248140488,0.033988884411158014
4,2014-05-01,0.06812331394137723,-0.07387296000538392,0.036856964784127894,0.03420246558677654,,0.02318587758857162,0.03262306492671868,0.03575737502162462,0.024341557217937706,0.027141951208012056,0.03886029659196074,0.02796896289159074,0.031711791195630536,0.09867474645999139,0.04815902809253192,,,0.03102364259561254,,-0.033446343504390845,0.023255745874842165,0.028661333070343974,0.0296591533873374,0.024465623738235864,0.033715937855301324,0.02533439591254326,,-0.0559810023088729,0.04715534468684749,0.05595215070033154,0.030496498393342824,0.0239920664422815,0.046662952447099164,0.041521535412722445,0.024317539682247882
5,2014-06-01,0.03231918770204441,-0.041029700345125056,0.008718736860947776,0.006706473255402336,,0.0068965030664784235,0.007247707213953447,0.00046657595495149174,-0.0022850054648368475,-0.009326597299170623,0.0015583866794731498,0.0016743260615238447,0.011787089841847061,0.03112871372482816,0.017999552740829327,,,0.00916434636303276,,-0.011826552425783702,-0.009404483737173393,0.010305359382333007,0.002794444640260596,0.0010851947771688204,0.002038174411524872,0.004544275188738106,,-0.024344621088383988,-0.012726304828049581,0.01691105649772475,0.0009175879646940782,0.002008304039049331,0.00311043683336784,0.0041152262316041755,0.000242294166177395
6,2014-07-01,-0.0008327371694855907,-0.011958552029550363,0.025038381122037753,0.0009502870513554973,,0.004133150601682124,0.008098483941293672,0.015958810151063322,0.01363307175687869,-0.012716037579012936,0.013652509428363291,0.0073098210440507355,-0.012308819473154863,-0.08572286094434117,-0.04282875047609286,,,0.008340473020827226,,0.004875942936219105,0.0006395808243738099,-0.007403161961174441,0.007761448219514882,0.009466739698065262,0.006347672612735674,0.005684421935556114,,0.0,0.09717392079762255,-0.0005092892898904919,0.0009166397816691392,0.010123657001653486,0.016515674612245575,-0.0005123206835981766,0.017247966476312628
7,2014-08-01,0.08716676002842076,-0.08902646495956285,0.01411233401435597,0.022885140149060738,,0.02837583183126761,0.017748308383615928,0.014821955127665211,0.029251005399159542,0.015658646218120287,0.0046743611832794985,0.03472344991995266,0.030456380688342416,0.12422189137996673,0.0631328622526737,,,0.02889822826121714,0.024351170734405316,-0.03352452037435326,0.04288036791403149,0.02808785811563787,0.023205871089214212,0.027790816399631588,0.017053135467112623,0.027675647938514618,,-0.07037749382929902,-0.0013556590225365138,0.0680452411967904,0.03297474396886106,0.030440845412712973,0.0025577585356064453,0.0033316760635570862,0.02183299134737411
8,2014-09-01,-0.17537934657864104,0.18571036078693667,-0.08349531289687619,-0.06779686930123863,,-0.06470032997090204,-0.05395096910401079,-0.0707440503394921,-0.06590717234672636,-0.06831487560298533,-0.06823822405625919,-0.06738561949133738,-0.07471248562826927,-0.1234826044225314,-0.06249995417991138,,,-0.05646577437929602,-0.06703030053089568,0.05340023478661381,-0.0853374730064413,-0.06511998051653425,-0.06908843626818564,-0.06590177419512089,-0.07422318129358824,-0.06402825367710786,,0.12250517209187217,-0.07058803343945709,-0.11773891999670406,-0.06384385241566405,-0.06905953290218432,-0.07397968196464524,-0.06538957520359762,-0.05963837977318107
9,2014-10-01,0.3188322442336636,-0.25622507733269473,0.05135093439766424,0.06850815617259202,,0.10297743817487821,0.07141490663144175,0.08689491715951761,0.11739149327478673,0.02614560716519643,0.04857600446054399,0.09337755044806097,0.10280782245262898,0.05483837753225471,0.028511759688014848,,,0.08394319808055709,0.0782250480322852,-0.07625642305980894,0.0762537749847966,0.09750723637910892,0.08247967799404592,0.11518223693015717,0.0579739512012575,0.11290197926672679,,-0.15511962577260688,0.0408955837718477,0.17586692435826576,0.0833530774746842,0.10959320303100951,0.053484697679103584,0.04509434271658905,0.10842132938395023
