AGGY,AGND,AGZD,BIV,BLV,BND,BOND,BYLD,FBND,FCOR,FLTB,FTSD,FWDB,GBF,GVI,HOLD,ILTB,ISTB,IUSB,KCNY,LDUR,MINC,MINT,NEAR,NFLT,RAVI,SAGG,SCHZ,SPAB,TOTL,ULST,VBND,WYDE,XMPT
0.005041115094090922,-0.007035770481403329,0.001043695506668491,0.01094887754137362,0.01102345745157345,0.008096388057678658,-0.008003487334851353,-0.0033001771631490165,-0.015481224308735528,-0.002565717013877365,0.0039134923482087155,-0.0006713027285038296,0.002605054224046173,0.0055204549547967,0.0033417178166391358,3.888872353362133e-05,0.00936013962687507,0.004537770188955239,0.0022169509242026,0.006318219988424112,-0.006030841566071884,-0.0018341145302629594,-0.0024650960999133627,0.00131850615151682,0.0012021963357651793,0.00241737928939714,-0.0030441766687557296,0.008243519560961341,0.008463315293009508,0.0024291092133964386,-0.0014545725696563606,0.0032245542916921237,0.0071923709221680876,0.01330489773394427
0.009073908672839118,0.010629444691967868,0.002295352074653873,0.0006541778468421569,0.006343935079071754,0.0003607674676628855,0.01130343742600548,0.006822208382795414,0.01210906487394677,0.009332994893920638,0.0020926591052519736,-0.0007228610873368218,0.008273222995903443,0.0036533696001359453,-0.0031505807237584144,1.3300737293353533e-05,0.009499563945735815,-6.740068751731439e-05,0.0031548948960780465,0.007095921788226906,0.010760077987738944,-0.0006124744793792683,0.002065182091504543,-0.00045931043810931233,0.006645886907854993,0.0004122685228632837,0.006412281829158535,0.0004478714999586463,0.003099882582229149,-0.002625222132471729,0.0003040083674033077,-0.003615878556792557,-0.03596021514818206,0.02653364248251441
-0.0074209868807826205,0.0045300871360116676,0.0008329212213793902,-0.003987102070312477,-0.008766373979873966,-0.003994699733779849,-0.004799388333991339,-0.008576648302057491,-0.0016283048846173355,-0.0007697311431223734,-0.00257043496539122,-0.0063886648278867475,-0.0062032629087482635,-0.005835675873834422,-0.0035217627509800077,-5.159517860440379e-06,-0.005106082243287249,-0.002929815880667705,-0.0006163133138464024,-0.008060853177691497,0.00039419880075982787,-0.004494402359664987,0.0003962513209999672,0.0013396545134354418,-0.009944062585022593,-0.0010860258709942505,-0.004550948315958813,-0.004042931307953219,-0.006302816440544397,-0.006276513591344732,-0.00042776764418064954,-0.0018145774799376206,0.021111138124633264,0.004228195476230233
-0.0076903344855211485,-0.002374752901808015,0.002292833797280305,-0.011321814706427834,-0.01678894693953566,-0.004579366068798356,-0.010837712473304662,-0.01370217647717142,-0.009544458045557841,-0.021118442143827087,-0.007569042345096333,0.006475338222253031,-0.0034651120977340502,-0.0062132357734421256,-0.0067059085945792435,-0.002087426937599039,-0.016508760842484888,-0.0037687754070306547,-0.008837259529697557,-0.007424896686563135,-0.015214956517543624,-0.0073876667350707345,-0.002201430530445647,-1.9597365288981306e-05,-0.003099909795520608,-0.0018283270451422227,0.005486154587523382,-0.0036049810617073213,-0.003425064293662675,-0.0097800322013027,-0.0009125322887955297,-0.008079196732891314,-0.013161303694491828,0.02742491101702801
0.013707008137680088,-0.031066761102819505,-0.0164445566844371,0.02365380552963773,0.028528911300321712,0.014757208111252975,0.02216940927351994,0.01466227099962593,0.006177749901432721,-0.004361733790821738,0.008584865384536311,0.002668250536767184,-0.0029342415293232677,0.017653607920351925,0.011860258992242904,0.0008459116618226736,0.029528617762301992,0.007367360423141194,0.010713456782228944,-0.02377185785919057,0.003987656664203442,0.0026876370206251198,0.002852874527629804,0.0015401599668925332,0.0009377664027665803,0.002609718501543041,-0.00970000656454285,0.01641258190562982,0.015435484794311203,0.009876625920848824,0.002714504640253067,0.02693588601732925,0.002625334733525777,0.02426481948639873
0.007812076750968152,-0.0073992466437884045,-0.0010724526751211263,0.008985640879053043,0.017672364918717706,0.00636250236784058,-0.007619243780475201,0.007033317429078561,0.00040273580569627216,0.009264760065097596,0.002219746993370605,-0.002743187794381897,0.0045821329573104905,0.006710824170291903,0.004688449925581159,0.0005263464275818067,0.02108432093575857,0.002107547446212083,0.008207524918451694,0.012371471469833771,-0.0030226239003890887,0.0,-0.0012909361548925325,-0.0003999275220694799,3.565414448868041e-05,0.0003987047203892242,-0.013161866025421541,0.005751434228596435,0.00658904386576414,0.0006112265439597284,-0.00200110566294845,0.0045933945582056785,0.01885312958505174,0.010271342186031138
0.017497378735819115,0.013833883815987007,0.012755914499441835,0.013150671013055523,0.032596837357308416,0.008962362198109692,0.01421699187327304,0.01621454154645722,0.018637495823400064,0.036620211038007285,0.008486799302804911,-0.0009321484257718418,0.027188734059134502,0.010799423580971657,0.005653755721080376,0.006700268558808556,0.030192493746394912,0.010795792279007779,0.015589150583276215,0.01639343952449696,0.0109304542419237,-0.0020618144329896775,0.002924681518308971,0.0018411217270089535,0.01591511809739848,0.0028176067867615004,-0.008995059945654056,0.008666602979708258,0.010769220186398571,0.0054978618306280045,0.0014240791171885752,0.002723696931933002,-0.04266255461320989,0.018811981362862086
0.007539886710472647,0.012129587492974828,0.003357716660886912,0.002884039264290512,0.011101788850243578,0.0039512686401136435,0.007615336593470433,0.014128856702895128,0.0207429550322302,0.022608132708959918,0.0025611495533311656,0.0026851949427752317,0.01640620544790711,0.003109434236694989,-0.00026770480577725385,-4.353245961803813e-05,0.014455032038951234,0.002981173326234,0.0042213745043996505,-0.00017582253831073278,0.003826846573489796,0.006198326190151804,0.003378812905331139,0.0013983415925180693,0.010768278585375863,0.0011815676668026776,-0.0075118528949405594,0.004285631067194849,0.0029962644593775037,0.0016200485698654268,0.002636757933154625,0.0034300611688250085,-0.010738308724832231,0.024065671275083213
0.0008470356359469688,-0.007730208975244284,0.002294295549318875,-0.001909417975570348,0.0007483609572123005,3.8680527746687655e-05,-0.0015953932527982954,-0.0028351960996552896,-0.000691007868946212,0.000213347898727877,-0.0015428554265585945,0.0002150448910174812,-0.0026198826735795953,-0.0006039263258314201,-0.002856377781454835,0.0005463971432550331,0.001627793414709934,-0.00208071640161441,-0.0013687013438725122,-0.01712914348702874,0.004108120457953219,-0.001232073896671937,0.002153505735815017,-0.0007979664911496854,0.0011879790041128954,0.001169669940232467,0.0022076253917069307,-0.0008696381223097888,0.0007886428020957518,-0.00040436717356187417,0.004054054160180306,-0.002568757209602109,-0.0027136500794382504,-0.0019720975767634603
0.023417811378925825,-0.0266777775962321,-0.004399310940302448,0.026290371557456848,0.051355365732492914,0.02013372961569299,0.01656428526728982,0.016296216087197325,0.017744031526207567,0.021869244864680587,0.013092580954003235,0.0033975824029291303,0.015416336211780002,0.025793988752868355,0.014680861289775887,0.001472657728376282,0.05914696829987748,0.011627756170911904,0.022785822851828057,-0.009847753345356692,0.0022994238140669533,0.002672717982580551,0.0015054573494633866,0.0023970278029842532,0.007739650549072061,0.0022219551673456983,-0.00755193978046205,0.01909088078501759,0.017343953158855827,0.009708717833914185,-0.001347667959539735,0.015253644168852429,0.002721034013605425,0.04596814853476314
0.010382851547868359,0.00441749460833904,0.003995178033517397,0.005178710342512854,0.027583029966992568,0.0060891122001014274,0.006170765133762093,0.002941687311048795,0.015308247705998885,0.020326264762672217,0.003907781702340823,-0.002576893151144444,0.018562127604518832,0.004399142293762935,-0.00017640935467864869,0.001253867581186512,0.01268058963730655,0.0041751008630099284,0.011499111562227457,0.008137350080762927,0.007582345740724911,0.001845417264711785,0.0020785820981225355,0.001058213258848051,0.01755081998343126,0.0006155613953986932,-0.012048195881120518,0.0054075753003746466,0.006997721068367719,0.005809315136591226,0.004420280102669536,0.017442055490525545,-0.027408359696518732,0.0024447551772313674
-8.709541535870146e-05,0.008113231058836367,0.006925707251837046,-0.005249686691245294,-0.0036056159057752343,-0.003137004669367781,-0.00036249985031461165,0.005690579321626602,0.0028223017707227857,0.0029392460083345635,-0.0013293902161558072,0.002074204951475189,0.0039769703140768095,-0.0015523831745121168,-0.004941365835323904,0.0009244254704239002,0.0035131497362973114,-0.0008651113487841613,0.0014873855668025946,-0.007772873056912061,0.0017956036319916695,0.000818686024996269,0.0028875051493100373,0.001536624957219845,0.010869099686897072,0.0012933684820186878,-0.0032092812742358268,-0.0018122342938402946,-0.003615296178175878,-0.00019912368450760294,0.0018763662098959925,-0.00577927356242472,-0.002511160714285809,-0.004332609994281037
