CARZ,CROP,DPK,DZK,EFO,EFU,FDTS,FLM,FTAG,FTRI,HGI,IDMO,IPO,PAGG,PEX,SOIL
-0.0015051222857492305,0.005597050849050695,-0.012937831874832634,0.0016043332864724596,-0.0025463758739028047,-0.007864264552713315,0.008526329990556199,0.005782649133384481,0.038205814735253515,0.035714515220501224,0.0021188587870025585,0.010144152799017382,-0.003395570959819825,0.030026958307075587,0.0061184216091137176,0.02606434886677701
-0.0401910199907642,-0.018181894830802767,0.12116376492802933,-0.10771493856550918,-0.07702462526806271,0.07827596605035629,-0.021400299096270205,-0.029513154360401445,-0.027999939538608003,-0.06631314809514961,-0.02959795200257283,-0.017816854438330098,-0.02129459265971829,-0.023255817314771488,-0.01576559773920916,-0.03725677465253733
0.008113283562649613,-0.007180696429880595,-0.010835509737075923,-0.0005984007305496105,0.010968091651370394,-0.004824228166602349,-0.013768674358358528,0.009280907717771762,0.02716060811000243,-0.00047365538996069033,0.0190628056920123,0.0003298820808190495,-0.002175687674410229,-0.008048219025321803,0.004576598870126347,0.011433703045808137
0.028556716215618345,0.011039239640393385,-0.0709137866302112,0.07843152694825506,0.047452756655383066,-0.04824569887084213,-0.013961138983114586,0.014283045477503347,-0.016827085002045897,0.03315957738990908,0.006413628067992671,-0.032970627630987986,-0.03284694216337843,0.030310361453116313,-0.004100292431235574,0.012173979427122764
0.01850566069294276,0.0030119877448054238,-0.02513189254264977,0.02498248131793358,0.02179594530133098,-0.014795060033199834,0.03787604282120547,0.01925672438767646,0.042377350742146484,0.013435661238560636,0.02358945893309601,0.06068864232776696,-0.024808483587707462,-0.006285051712842678,0.007520583828584312,-0.0034364721869031326
-0.027523265476554124,-0.003002942917539445,0.04678548880553892,-0.05240331336050631,-0.037285105401992716,0.025603163795156945,-0.028969869511009508,-0.027641092588873352,-0.01019604497695317,0.007727213814262375,-0.0031414865843865125,-0.03310845847880632,-0.03561511480822861,-0.004660642208287826,-0.0068649581220053685,-0.011206805360258731
0.02141797634215257,0.014307281596907638,-0.05564003309801526,0.056158811187543206,0.024995408286519867,-0.03312527846962526,0.016850823541652345,0.014018936425862959,0.025356465657306662,0.0072168834523915325,0.012604861828150736,0.011635791891237958,0.03453258129726215,0.02240815261643373,-0.0057603491312249325,0.02092403799793409
-0.01847236613746728,-0.0029696598946025443,0.0038635294640245506,-0.007847459149527522,0.0095577644181453,0.00273084027119308,0.006519807680406147,0.002111949233597416,-0.03245738701906794,0.011195737600639204,-0.010373615123057308,-0.004272020804954763,-0.02086267702893855,-0.00785095955496219,0.005793722998465703,-0.010247693744006848
0.006612322097980825,-0.0033506106338551038,-0.03656186498406786,0.04391094727718254,0.02742880124141492,-0.028967478296192912,0.006207901321057104,0.011304877802507484,0.024760405456520647,0.00221443935069395,0.008910057684443381,0.012871084257842398,0.015151767503356688,0.01055051524849226,0.013594514470469924,0.019844622828760358
-0.03132898614771744,-0.008965158570042353,0.005326184657455382,-0.005486578177329563,-0.006630954530323903,0.003569575846290728,-0.016630873965293273,-0.015915205000931288,0.0007791764558999163,-0.01811781398124428,-0.0005191627892087113,-0.006516624846266951,-0.04104468501572104,0.0006527592717057737,0.01273019396133736,-0.006768091475707632
0.004173244627952667,0.0015075765446896322,-0.013907309145569834,0.006305208772724682,0.0013869630942045974,-0.005335331691468035,-0.020458432773796158,-0.014632077732376219,0.014018782907938593,0.02970307857350325,0.008315600583848868,0.0006557956758065183,0.012159489398733004,0.014020210063931313,-0.022446900524146062,0.007666249986612221
0.02545423799635977,0.00940912896791584,-0.015446613275277353,0.015402602849011869,0.01116796402508082,-0.008173688359281783,0.019771985834188655,0.006838444460868962,0.009984753841421454,0.024475755713950442,0.008763086642902068,0.01802690693369866,0.01922137988435425,-0.0077170594721048535,-0.010102965451132359,0.005917001409831026
0.020263484261757062,0.008948524427793132,-0.025579733851870026,0.029052641400725675,0.01943478458491797,-0.02240548928724473,0.022665180959092483,0.028138964993407244,-0.015969671769508732,-0.01023887349404478,0.008686719815559595,0.009980712070658641,0.006129118346389268,-0.002268294518103227,0.026443707173714324,-0.012605070557111471
