,ITM,MEAR,MLN,MUB,PVI,PZA,RVNU,SHM,SHYD,SMB,SMMU,SUB,TFI,VTEB
0,0.017182925058886325,0.0023847680294979226,0.019996114375534394,0.011731417921193438,0.0004017140784066487,0.010183271846143255,0.015280849408901747,0.005673882614565588,0.01971429303772354,0.005317028540145856,0.005735485764886105,0.003209098722296401,0.015505206757742338,0.00778539078865185
1,-0.0016465981357990146,0.002796168473560956,-0.00148425112646815,-0.0017926685093640627,2.0479027387774656e-06,-0.0005799549440479988,-0.0011296284479940016,0.002452858476892418,0.008038201150821926,0.005116635745909328,0.004358150344096738,0.0016934800856760986,0.0008115298329462987,0.0017557067883610593
2,0.0006991435668147701,-0.0013734756966098766,0.008244834759004976,0.004619252372503246,-0.0008008921629053716,0.009884853939948108,0.016558903545227304,-0.004119538063911582,0.003940590005911638,-0.0024296487994259464,-0.0023653274119897136,-0.0030994833934489515,0.001320307964321894,0.003415320948823209
3,0.011661032635132514,-0.0005986081803479621,0.012321346739520282,0.006837466110532587,2.008549205550634e-06,0.009378241999185633,0.010277191011906675,0.0024979633306287815,0.003981982203410222,0.004313879118666277,0.0018192184776053089,0.0005652722872174995,0.009271175925424195,0.008780705766151904
4,-0.0005132569245904826,0.0015977187969147355,0.002433894809518369,0.0026180489814601553,-0.00034210853054985414,0.007784201808439164,0.01018861416259045,-0.001103414839093027,0.0007933929435438885,-0.001298706027431181,-0.000612598305638792,-0.0014123729212534009,0.0007797986062705184,0.002250443043832518
5,0.019867340175321463,0.0016773215813647355,0.027270534745337593,0.01606040449366258,1.611486511833201e-05,0.02186378610410924,0.026894383643089114,0.006807673686155458,0.010644001862874671,0.006012429784910689,0.00023667588502616606,0.002734493086247206,0.021607326729630016,0.0171990746993992
6,-0.00016881719914176106,0.0011166707183826602,-0.0008920854585086521,-0.00045646866199063296,4.838482038632351e-06,-0.004975475475762909,-0.0013937596284004975,0.0032052623458658537,0.0022687855975878184,0.0037873259227388352,0.004360277322054365,0.002068854695085693,-2.8571938333831433e-05,3.442017302960461e-05
7,0.0013300268055676638,-0.0005972061001481134,-0.000531789627931862,0.0013342297374694869,0.0004347642104299658,0.0009903313117385257,-0.0022725151307669946,-0.0005880438515940037,-0.001693974708447033,0.00034019226628035655,0.001445135370881687,-0.0009384290716671827,0.002159052448342124,0.00032204619842572766
8,-0.005903012486822527,-0.0012977184653982041,-0.005217347274458194,-0.005714668363691099,2.1640643587934624e-05,-0.0075076526754530234,-0.00629592387290475,-0.004950726656633615,-0.001904850813091031,-0.0052949957633049915,-0.0054678434103757586,-0.004414813116802644,-0.007038192764626434,-0.0063966425261243
9,-0.010483011072052314,0.00019973440178077013,-0.020663459970718123,-0.009595802488152338,0.0005580132319014847,-0.008413146506417052,-0.013630403509295702,-0.0030705725840193035,-0.007524539752171172,-0.0019321699270180945,0.001425221482477708,-0.0009434758174068164,-0.012180523185271186,-0.0076105817657701694
10,-0.05478740171044728,-0.004676618562398901,-0.07087813330892381,-0.040964392780353735,0.001649061196809357,-0.04277696469461027,-0.07229566434960913,-0.01765603782160577,-0.06576523458707724,-0.03092249861444254,-0.018622903069483467,-0.012087997092152265,-0.04260606749312807,-0.03792278173754815
11,0.013657965826240247,-0.0001443597610511244,0.02745198805617179,0.015671776139655803,0.0003170989365039226,0.014341423910010961,0.020682178945158967,0.003670762447065045,0.020810782738815203,0.007366731327985346,0.0004092957651100326,0.004397275553032413,0.005070650577326867,0.012704449925597001
12,0.012108953750336448,0.0024124866660234757,0.0076727491751215435,0.0058895987533744455,0.0002650374948542521,0.009403899235351731,0.018616795136884145,0.009219777007097427,0.009963053019070961,0.015883640537979072,0.014855498089467728,0.00199865803749891,0.010328662976800464,0.005612298024383354
13,0.004277263232509128,0.005461159833135162,0.007731939516747243,0.0033191777593687233,-0.0007682538558911725,0.0056954853035398895,0.004626031975515385,0.0033137891264571804,-0.0016732984252996685,0.0022987185969701664,-0.0005993301545738956,0.0041793503436487744,0.003985648345810742,0.004565496415104351
14,0.00022160360426364922,0.0001237967434179397,0.0031485205957980144,0.003103213385324463,0.0007631181719391518,-0.0018580736472209687,-0.0002005062763140839,0.0008086294937086157,0.00843792489974541,0.0015522455325161248,0.0026809760807308715,-0.0012297105445543558,0.0030841605439772537,0.0020447448046172307
15,0.010296478873207929,0.0003793790854248529,0.004408541941764997,0.005548637172306683,-8.043476297275293e-05,0.0029857953590599648,0.009823482887181186,0.003120521701630792,0.008867936382299567,0.00315516143948613,0.0023397184859936465,0.0010417748287441634,0.0078017105693292494,0.005400729128122918
16,0.0201915253010437,0.0006398172753819945,0.02102951036052673,0.015292467872331102,0.0013650484885284286,0.022357916099828207,0.02047931387279187,0.006166374612492561,0.01055800488514296,0.006755832032211787,0.005330498178600865,0.003500501518462645,0.018654161200080514,0.015315269533149637
17,-0.004378482071042861,0.00032024670298950206,-0.0020649448129890736,-0.004107240382266882,0.0009640605587429587,-0.0008708155431530497,-0.001614277007865998,-0.005266211650467854,-0.0003091168733585976,-0.005855778491663619,-0.006017604919525037,-0.002734052983878472,-0.004670668129188255,-0.0023482868459618763
18,0.00987280674258675,0.0016207401352658045,0.008060968785320158,0.008686090064217637,-0.0008019711542402603,0.008884345989172962,0.008097918183709177,0.006598329108988744,0.006393015383058635,0.007957760875897259,0.004536162118686789,0.00293058236841159,0.00939105503649876,0.008112693487244598
19,0.008364905835608505,0.0026209752778780736,0.013008832150806386,0.008074103143967616,0.0013256653538571128,0.006908972019466029,0.008145471831168146,0.004693055539534595,0.010996702312012501,0.003876871979941886,0.009341382363472291,0.0026393346268011706,0.0075488103346989695,0.008292339869633878
20,-0.007211709049227478,0.0009199269545548786,-0.008415157834557966,-0.00425470624019015,4.0595242001266486e-05,-0.004055252752321793,-0.0023344341347995663,-0.005726009465930813,-0.002060901648960744,-0.0052179766935206385,-0.0016134206740289956,-0.0037604774722061504,-0.006953921160394616,-0.00472887744736414
