Name,Riskiness R
AGG,[0.02634933]
AGND,[3.17810848e+11]
AGZD,[3.70959327e+09]
BIV,[0.03705005]
BLV,[0.08473051]
BND,[0.03003649]
BNDX,[0.01631105]
BOND,[0.02770282]
BSV,[0.01391193]
BYLD,[0.01890375]
FTSD,[0.01812549]
FWDB,[0.03530833]
GBF,[0.03242931]
GVI,[0.02005861]
HOLD,[0.0077803]
ILTB,[0.06875176]
ISTB,[0.00746802]
IUSB,[0.01921555]
LDUR,[0.01379744]
MINC,[0.0077787]
MINT,[0.00144395]
NEAR,[0.0023006]
RAVI,[0.00524668]
SAGG,[1.00531333e+12]
SCHZ,[0.02254258]
SPAB,[0.02454947]
ULST,[0.00538292]
WYDE,[5.82333739e+12]
XMPT,[0.04245897]
