Name,Weight
Total Bond Market ETF List (82),0.22918910836639925
Investment Grade Corporate ETF List (50),0.21127099324972137
Target Maturity Date Corporate Bond ETF List (24),0.21780155962677805
Treasuries ETF List (51),0.1525036735535895
Municipal Bond ETF List (29),0.18917726739373603
