Name,Riskiness R
ADRE,[3.53165867]
BBRC,[6.98198158e+11]
BICK,[1.07068777]
BKF,[1.49916784]
DBEM,[0.93966244]
DEM,[5.47600941e+11]
DGRE,[1.38472396e+11]
DGS,[0.83720719]
DVYE,[2.86285406e+11]
EDC,[9.30350654]
EDIV,[1.66774499e+12]
EDOG,[2.55904411e+10]
EDZ,[3.05643924e+08]
EEB,[7.45885843e+10]
EELV,[4.16459703e+11]
EEM,[1.49018939]
EEMO,[1.50534176e+12]
EEMS,[2.94592266]
EET,[5.93469756]
EEV,[8.67955913e+11]
EMCG,[2.03797856e+11]
EMFM,[1.04812498e+12]
EMIF,[2.00560729e+11]
EUM,[4.37347196e+11]
EWEM,[1.20870905e+12]
EWX,[2.04162732]
FEM,[6.96319521]
FEMS,[0.8197435]
FNDE,[1.16832595]
HILO,[3.90196091e+11]
IEMG,[1.12047808]
PIE,[2.99117549e+11]
PXH,[2.17723482]
PXR,[2.13008605e+11]
QEMM,[9.40018693]
SCHE,[1.36948278]
SPEM,[1.21073506]
TLTE,[0.83908985]
VWO,[1.76761901]
