Name,Weight
Junk ETF List (43),0.2
Alternatives ETF List (35),0.2
Target Maturity Date Corporate Bond ETF List (24),0.2
Consumer Staples Equity ETF List (26),0.2
Technology Equity ETF List (75),0.2
