Name,Weight
Target Maturity Date Corporate Bond ETF List (24),0.06487102212672535
Preferred Stock ETF List (12),0.3744406978731436
Junk ETF List (43),0.08863395347537292
Municipal Bond ETF List (29),0.14444575257617562
Consumer Staples Equity ETF List (26),0.32760903265354585
