Name,Riskiness R
BZF,[0.22202765]
CEW,[0.36407209]
CNY,[0.48098034]
CROC,[3.54086693e+11]
CYB,[0.33039895]
DBV,[5.39972207e+11]
DRR,[1.45868065]
EUFX,[0.70057713]
EUO,[1.06222659]
FXA,[4.97967855e+09]
FXB,[1.08632778e+12]
FXC,[4.91780577e+11]
FXCH,[3.0944e+11]
FXE,[2.02353187e+11]
FXF,[1.92819102]
FXS,[1.57482711e+11]
FXSG,[6.49145727e+10]
FXY,[0.24311354]
INR,[0.03946137]
UDN,[3.51695451e+11]
ULE,[1.52116246e+12]
URR,[3.85741707e+11]
USDU,[1.54199919e+12]
UUP,[0.30790002]
YCL,[0.7311894]
YCS,[1.37899887e+12]
