Name,Riskiness R
CHIM,[0.21857761]
COPX,[0.47095859]
CROP,[0.07021594]
CUT,[0.11658746]
DUST,[6.00553448e+12]
FLM,[0.09412605]
FMAT,[0.11993014]
FTAG,[1.67747544e+13]
FTRI,[1.2470488e+12]
FXZ,[0.09603652]
GDX,[0.77714028]
GDXJ,[0.50633578]
GNR,[0.2900513]
GOEX,[0.46550377]
GRES,[0.3644913]
GUNR,[0.32034384]
HAP,[0.30320773]
IGE,[2.0742357e+11]
ITB,[0.10282006]
IYM,[0.1492863]
JDST,[7.73589437e+12]
JNUG,[2.69310854]
LIT,[0.08580976]
MOO,[0.13851369]
MXI,[0.16047489]
NUGT,[4.75937389]
PAGG,[1.40749187e+12]
PICK,[0.52363779]
PKB,[0.08978504]
PSAU,[0.76464639]
PSCM,[0.23063192]
PYZ,[0.15477862]
REMX,[0.33872355]
RING,[0.83239323]
RTM,[0.12525258]
SBM,[1.82814507e+12]
SGDM,[0.93403164]
SIL,[0.80892558]
SILJ,[0.48981525]
SLVP,[0.74481595]
SLX,[0.36222212]
SMN,[6.25028536e+12]
SOIL,[5.64966783]
URA,[1.3238196e+12]
UYM,[0.32149864]
VAW,[0.12595796]
VEGI,[0.21223505]
WOOD,[0.11359803]
XHB,[0.18859229]
XLB,[0.13358735]
XME,[0.61245205]
