,BDCL,BDCZ,BIZD,CHIX,DPST,DXJF,EUFN,FAS,FINU,FINZ,FNCL,FXO,IAI,IAK,IAT,IXG,IYF,IYG,JHMF,KBE,KBWB,KBWD,KBWP,KBWR,KCE,KIE,KRE,LMLP,PEX,PFI,PHDG,PSCF,PSP,QABA,RYF,SEF,SKF,UYG,VFH,VQT,WDRW,XLF
0,-0.16395489412331518,-0.09896380917298307,-0.037946077694248265,-0.1058288907175167,-0.34512198063130617,-0.09568695935376138,-0.10552507602877856,-0.243549976504016,-0.2881983449373088,0.2822150883329315,-0.08403447263068001,-0.07492394456241297,-0.12230025208409342,-0.060661217002522284,-0.10393863683089431,-0.08938710102026493,-0.07648221918850705,-0.10856478046838909,-0.13705539293458757,-0.12147426739346127,-0.12716145251396657,-0.09875433588869305,-0.03437183304133633,-0.09186696481954235,-0.152905883448632,-0.050277016924027765,-0.12061865141706396,-0.21721951940102985,0.01491631655407352,-0.0711138205594334,-0.022109882669171556,-0.06448471378723471,-0.08160927267361477,-0.08256429513508948,-0.0808475121683963,0.0901006763425797,0.17444395010695476,-0.1628786521734444,-0.07807710350680797,-0.03211546277924506,5.817612710562401,-0.08151099976614583
1,0.09911031477290166,0.023804534459691735,0.02094577316039645,-0.0386928396865669,0.021880838166913667,-0.19420762098059907,-0.06211868462764838,-0.08231018050343063,-0.06104173653260673,0.03986715116279078,-0.0247008819503036,-0.010328477289068749,-0.024013069739485852,-0.019661109415477836,-0.04172018023410455,-0.04198158029714733,-0.02550525400401645,-0.04206310644729808,0.007057774765370266,-0.04194848363229943,-0.0530326408706906,0.03368669120135672,0.003691839678157317,-0.022126149583945626,-0.018266161789807656,-0.008533857870514461,-0.04337136087758073,0.0988983549039704,-0.019253214155004007,-0.00035216782727692206,0.004175148752808274,0.009020773792333585,-0.016632219190483532,-0.03142542632543515,-0.02002530260539276,0.016857069517593085,0.033234346233717835,-0.04997480663978759,-0.025490852771730105,0.007490075930270239,-0.8024772974792931,-0.029005476064299495
2,0.1577058894911887,0.10673208237214857,0.09133025164872967,0.11538437916784336,0.18451021919000576,0.043974373148375344,0.0591365701703423,0.2274529399973376,0.20848083856644692,-0.19648561515632534,0.06727335223221591,0.07258047541203237,0.05854072650429428,0.06464688747049596,0.0646351407950556,0.07822097040018705,0.06966764744650715,0.06037616511866481,0.07139724362047657,0.07238701923247322,0.06404895397489538,0.08522499600078629,0.06295950769039801,0.07698651285092321,0.0813664627184453,0.06424845712283914,0.07328160657399374,0.16288195527659544,0.09190965655112827,0.06626703673947465,0.039916923348419384,0.07730766901467628,0.08985183117226919,0.06431054813881079,0.07785817663498157,-0.07326208164373905,-0.14195872059327488,0.1439491557936471,0.07314853501333403,0.0420043804179755,-0.23199308301981658,0.06685651449732363
3,-0.0037151588177079635,0.00445123790192211,-0.003638752334610914,-0.01684034950468256,0.1868845347759058,-0.06946126950093116,0.0519264893557523,0.07872433096936249,0.06662556740769124,-0.11033804123568378,0.03586442668039892,0.026289268919983375,0.01336864594370087,0.014524315562589703,0.07360994144687695,0.03352975835326775,0.031933929576665306,0.0562718208878878,0.03229755940939879,0.0729264024381759,0.07682991298155133,0.028391213079560437,-0.028737973539154624,0.06302051333949718,0.030211654620674565,0.012237747898975962,0.0768427147443817,-0.03224700920010707,0.023268294892793688,-0.026446230416345695,-0.004640630775395973,0.023560035658798422,0.0188679848312742,0.05793384335079771,0.025198054769321482,-0.02769760530871311,-0.05801047577651186,0.05671684687801572,0.03136324355459332,-0.009203831072950011,-0.14958292437895743,0.04297789076617916
4,0.030095329525698995,0.01750605677522812,0.014886966710592772,-0.011419203040047605,0.0491266815316852,0.08868342407347883,-0.005838799353382016,0.062125721771976845,0.07202903570861867,-0.06536313031740577,0.025955417541277226,0.03409570757526569,0.048048790946546655,0.04229544497055189,0.02942896610910928,0.00963435959717222,0.022672429046034955,0.02449046662694715,0.03203977891388987,0.03050840741480188,0.0280898892185331,0.0009175114022845569,0.040546204564382606,0.027523106162382866,0.036153425827502965,0.04640492027576838,0.03221837109373856,-0.03230693704711983,0.020855821482051843,0.03497452914407525,0.0016109896430555905,0.02927768433690667,0.0144368102296387,0.02892559026898361,0.03136690034136699,-0.02551931675016855,-0.05202311069518621,0.04229923807737573,0.025377428902100187,0.0007201411651235935,-0.11800069224926626,0.0188760191565796
5,0.05730499582190784,0.01385443959497837,0.024600312556945027,0.026402569926276345,-0.21853277924234935,-0.17411303266208614,-0.16230649611041417,-0.10288942981462383,-0.1234284666182168,0.05917513625747558,-0.03338002081147023,-0.0350581972146997,-0.08611947998026101,-0.035435221241601644,-0.07261306391255558,-0.069133484700722,-0.03286054565421375,-0.07800560653185623,-0.06634942607142595,-0.088516667293376,-0.08797806491683413,0.0029536411134173843,0.009287414817431448,-0.05474640340589094,-0.12381878759142417,-0.026690425980907415,-0.07803126128833783,-0.11487487740357431,-0.05657435568155838,0.021981615905485138,-0.0518697394376573,-0.018885585429875132,-0.04459200612948534,-0.04593374322723613,-0.033590386969370334,0.026187606577344605,0.04760780138721112,-0.06363122962622832,-0.03129448866033266,-0.046988551147812134,0.11908185506032473,-0.03747355670721442
6,0.048242772641594364,0.0,0.029411757933097263,0.03617371203803355,0.16007911039278422,0.1391233683730612,0.07738115534225841,0.11429695431461973,0.1207589946669082,-0.10778775699175391,0.04085987819241492,0.04585376916081619,0.09097351752512833,0.018576855901123648,0.04135065134388638,0.06090740403016155,0.04268014703612306,0.059292168419911785,0.051241068448754916,0.049255322928034945,0.05032953713812051,0.05354238844032503,0.003815666913509586,0.03865832870017286,0.09145047929196876,0.015018038529872315,0.04970776831185128,0.20303452741909178,0.06708040877583409,0.030664033004199516,0.01925459926977738,0.057634101393707435,0.06336968142842783,0.037495066182680996,0.049286799639259825,-0.04094958335461177,-0.07790451130525912,0.07638571050592678,0.04531378115720012,0.016233720685084413,-0.15721156547398824,0.0413817258613947
7,0.13466215266077833,0.022608283927360886,0.07697441215268584,0.07602778365895524,0.1798977590052129,0.06314077249534518,0.0626149446649516,0.08988374309183525,0.07829912722542293,-0.10120179945598347,0.03285557828482648,0.025332314249183547,0.06530622260075365,0.03914318902162421,0.06607128097626387,0.03913302330439559,0.03227235010598285,0.060303383023262214,0.04092880333579018,0.07288727234345851,0.07045059696375927,0.032279137087786035,0.023632981740444464,0.06905681784205157,0.050229291242518494,0.041591146762272865,0.07281827119464501,0.021735190980759624,0.016086540264699797,-0.02442077628546153,0.00041809342290511904,0.03478654158579102,0.018744088785178404,0.06771897903281637,0.021563233254522786,-0.03217818688118817,-0.06554988958032751,0.06546785061061837,0.03231060401603548,-0.0052009586210257745,-0.16409963871458455,0.038477878617266696
8,-0.020887616732447753,0.0,-0.012208687093430324,0.043258849970933336,-0.02133974275393907,-0.034010096699378004,-0.008665444271551762,-0.05724459324496869,-0.05883101308593844,0.06192821956368747,-0.027749397046896655,-0.015796053698883972,-0.0038313200911975977,-0.008995459561342792,-0.01814639525422565,-0.013518605901772743,-0.02301346452387105,-0.027051010127729147,-0.007183347458914084,-0.022547455010583115,-0.02797759200579781,-0.004868915447241542,-0.013500220062532544,-0.019131336514385554,-0.016508814251233562,-0.010416506848401648,-0.017433894497828246,-0.06249577608022387,-0.008045730729765685,-0.014120669406390325,-0.002089505744912622,-0.017026955523903767,-0.0018398548388062202,-0.015736855630252594,-0.016365959203840062,0.01726339458876621,0.03533377819417582,-0.041798454928911155,-0.028346507503218137,0.004406580061293533,-0.00909913557779808,-0.03264249957811929
9,-0.07466677620617254,0.0,-0.03202234460350607,-0.044920474056197784,0.030538873695524063,0.07771921582514983,0.03438229324810225,0.007204155949188862,0.07335586688050992,-0.06560632869449964,0.01883850464993322,-0.005297925026693495,-0.0003860199343573791,0.007910305422845964,0.049860391800951816,0.024471287693853455,0.007098995285786721,0.03027542778699457,0.01153846305284494,0.0432468504042621,0.05290570175438596,-0.01726313532975492,0.004432072177342629,0.019559872877659975,-0.02521821756114082,0.006571436585979075,0.040733098529035755,-0.02908410090425188,-0.007477866489922515,-0.03638434817605468,-0.015366232467021871,-0.026732949848694593,-0.005510005599468407,0.00908790984934171,0.7753859327518579,-0.003771181646763041,-0.0095357322121507,0.0052665697017323515,0.024656116443366564,-0.02007731320872434,-0.024334296403383943,0.3374303151867741
