Name,Riskiness R
BJK,[1.04026344]
CARZ,[0.41848594]
CHIQ,[0.27448996]
FDIS,[0.07662916]
FXD,[0.16038752]
INCO,[0.14611847]
IYC,[0.07301354]
PBS,[0.18815573]
PEJ,[0.13927885]
PEZ,[0.22825041]
PMR,[0.61460617]
PSCD,[0.21114042]
RCD,[0.15984194]
RETL,[0.44214523]
RTH,[0.08377298]
RXI,[0.09242857]
SCC,[1.2293628e+13]
UCC,[0.15362541]
VCR,[0.07991819]
WBIA,[3.29524056e+11]
XLY,[0.07059845]
XRT,[20.15580832]
