Name,Riskiness R
AMJ,[3.1770578e+13]
AMLP,[1.57836395e+13]
AMU,[2.95933556e+13]
ATMP,[2.27776681e+12]
DDG,[0.42832498]
DIG,[3.06294564e+13]
DUG,[0.69804925]
ENFR,[1.29629736e+13]
ENY,[1.95061918e+13]
ERY,[1.58886372]
FAN,[0.40925201]
FCG,[3.60673037e+13]
FENY,[8.7824446e+12]
FILL,[8.12047141e+12]
FRAK,[2.74487626e+13]
FXN,[2.06847645e+13]
GASL,[2.01445044e+14]
GEX,[4.20804904e+12]
GREK,[2.07374579e+13]
GRID,[0.21794443]
ICLN,[1.20661436e+13]
IEO,[1.96288074e+13]
IEZ,[3.10099731e+13]
IMLP,[6.19026855e+12]
IXC,[1.33250354e+13]
IYE,[4.87291579e+13]
KOL,[1.10724817e+13]
MLPA,[1.93923601e+13]
MLPC,[1.7074383e+13]
MLPG,[1.4265121e+13]
MLPI,[1.72767472e+13]
MLPY,[1.49745858e+14]
NLR,[0.35296623]
OIH,[1.66341606e+13]
PBD,[4.20234105e+12]
PBW,[1.03044257e+13]
PSCE,[2.82541024e+10]
PUW,[1.00403569e+13]
PXE,[1.71860335e+13]
PXI,[1.07336109e+13]
PXJ,[3.47672059e+13]
PZD,[0.22634389]
QCLN,[2.95094081e+12]
RYE,[2.38206856e+13]
TAN,[4.52516356e+13]
VDE,[1.57221943e+13]
XES,[2.21329519e+13]
XLE,[9.31448096e+12]
XOP,[5.86643743e+13]
YMLI,[1.18761609e+13]
YMLP,[1.34293234]
ZMLP,[1.00082937e+14]
