Name,Riskiness R
DRN,[3.40406922e+11]
DRV,[4.47172353e+12]
DRW,[8.65008161e+10]
FFR,[3.63111832e+12]
FREL,[1.24041341e+12]
FRI,[1.37305704e+12]
GQRE,[1.15075099e+12]
GRI,[1.12039155e+12]
ICF,[8.75742738e+11]
IFEU,[9.00610147e+11]
IFGL,[1.95538968e+12]
IYR,[3.25800636e+12]
KBWY,[9.07700542e+11]
LRET,[1.33254339e+12]
MORL,[1.10228591]
MORT,[1.3496082e+12]
PSR,[8.57984989e+11]
REET,[9.8661495e+11]
REK,[2.06881009e+12]
REM,[2.04998789e+11]
REZ,[3.72699635e+12]
ROOF,[1.45674429e+12]
RWO,[1.03934011e+12]
RWR,[7.95030748e+11]
RWX,[5.06860922e+12]
SCHH,[1.28612808e+12]
SRET,[2.43609521e+11]
SRS,[2.82362855e+12]
TAO,[0.90436646]
URE,[1.0196703e+12]
USRT,[9.76994224e+11]
VNQ,[4.82647219e+12]
VNQI,[4.35764227e+11]
WPS,[3.97692228e+11]
WREI,[3.24788506e+12]
