,DBJP,DBKO,DEEF,DFJ,DIM,DLS,DOL,DOO,DTH,DVYA,DWM,DXJ,DXJF,DXJS,ENZL,EPP,EWA,EWJ,EWS,EWT,EWV,EWY,FAUS,FDT,FDTS,FHK,FJP,FKO,FNDC,FNDF,FPA,GSIE,GWX,HAUD,HEWJ,HEWY,HFXI,HFXJ,HJPX,IDHQ,IDLB,IDOG,IPAC,ISCF,ISZE,IVAL,IVLU,JHDG,JPIN,JPMV,JPN,JPNL,JPXN,PAF,PDN,PXF,SCIJ,SCIX,SCJ,VPL,ZJPN
0,0.017964161221128833,0.02351036443222031,,0.0032103995419817373,0.06322441582041152,0.05424726327757025,0.06475836409074211,0.07158495507931469,0.06572268921360377,0.0435797522249087,0.0716502193258181,0.02360004240291706,,0.0063046920390058,0.059713516175913334,0.07020741884111653,0.08289942032579867,0.02471328951029737,0.03682491135959323,0.03610914310433363,-0.04795088915720855,0.03455282148382616,0.08958322306919375,0.06523049676514245,0.031894289004032156,0.028091620703920708,0.024096486518681574,0.02372620520695294,0.05261176898391113,0.06444346746773126,0.07455293440635385,,0.04757523632048492,,,,,,,0.05374126647269135,,0.07091677854587379,,,,,,,,,-0.005476158268240886,0.05951264289144704,0.01322490859376558,0.05675910543815689,0.05024182916852154,0.05208087219995985,,,0.005291990593003858,0.04026598026923651,
1,-0.009523754742938068,-0.005940550823891057,,0.0005998094893703578,-0.0051205394149962564,0.0018486364597975215,-0.009914068455175618,0.005924544012716076,-0.00851326996568466,0.014914240126012283,-0.009422016656594402,-0.007755166794281424,,0.013922616683836615,0.07563239390507166,0.024281036663131386,0.03687376122513878,-0.024117272375873706,0.03078154318082004,0.023470741036640666,0.04099555514891439,0.007039925302820058,0.029955584379499803,-0.0026707589261997897,-0.04023407141184466,0.01660857790916603,-0.028634932406245546,-0.004179430690385822,-0.004998188584635709,0.0021119713396232998,0.012389389283165301,,-0.007031947759210858,,-0.012841856990890521,,,,,0.002000044387480508,,0.011371393041812497,,,,,,,,,-0.0010684872233075245,-0.0762937109019588,-0.025301435471481008,0.02231909263725017,0.001417469929747346,-0.008137603509666755,,,-0.013912376178402708,-0.005721934680729852,
2,-0.03337111146458518,-0.014342763485316773,,-0.011592803523805232,0.019291682713298956,-0.007996263386072074,0.043154398995997066,0.03194946854307385,0.04829506891544796,0.06678835375318706,0.031920542828383594,-0.026404731727925644,,-0.0281495375943558,0.010710089819734318,0.02703268998159664,0.022419826074865572,-0.022065143151962216,0.04211327374389026,0.01737309530230377,0.03220813365410948,0.016907875522383813,0.02718669842563493,-0.005223698846864888,0.035648566845092836,0.027153089424548794,-0.013711208086367945,0.029551975718840186,0.003946990839285516,0.02037232687370497,0.018203484614383453,,-0.00029498292227222203,,-0.03273165149575395,,,,,0.01962750510862994,,0.03611427306531733,,,,,,,,,-0.03416315767285664,-0.07541302849889667,-0.0249277879192507,0.030115352164030846,-0.004246319886765818,0.032403112994698016,,,-0.015824714679592927,0.0013340290059000385,
3,0.041252237854227075,0.02829436359526948,,0.031546842252021055,0.016203123377415026,0.014416369108157938,0.012377900106015393,0.013913708808880003,0.012011287676111572,0.014079525419544926,0.01579898750212544,0.037535257105662766,0.05221125570273034,0.03214401874938104,-0.02533980679717117,0.013362909201184233,0.004158632914803698,0.04512633260247937,0.018368798267722922,0.032103866392551854,-0.08979420500423636,0.0332533474070759,-0.013656883511883048,0.01674041137502391,0.006720373440076694,-0.005917041157648809,0.054216911217603074,0.01084525794341921,0.020014266569692397,0.009982848962614895,0.03657674438613767,,0.009445053527855305,,0.03600854548292579,,,,,0.01371176515535833,,0.015127035550332657,,,,,,,,,0.02237399603749883,0.13438640556137255,0.0498626195907255,0.012634212499816689,0.020611230298906616,0.015168194473102007,,,0.037969912375177786,0.03218145885885889,
4,0.03203143764393868,-0.011792488885650688,,0.05038236067464065,-0.005637044546955177,-0.010085620107407746,-0.009818374398282412,-0.006665381294863107,-0.012673371943231666,-0.0013712696175948007,-0.01042765205738571,0.03220411961522369,0.06137265943364058,0.04106783894550011,-0.004254355728294018,-0.01598394905044472,-0.016189742333722192,0.039723544821259914,-0.02453078822536771,0.045665201470846996,-0.09640720083444063,0.006034286622575936,0.015384621987870868,0.0043527810964250424,0.014418984790207716,-0.007505368093673158,0.05186819950999575,0.022567507259445042,0.019271158234151643,0.012269932993672286,0.005326311303813112,,0.03128663256273265,,0.04899514604138249,,,,,0.0024155037108475655,,-0.0019023595190095569,,,,,,,,,0.03748156016389068,0.14608528037442164,0.038639703627802,-0.0034182727262261014,0.018454074458707278,0.0008790469572985751,,,0.0599103566661481,0.021332572456915236,
5,0.023565173741817363,0.005568809924693871,,0.0006621736035187502,-0.007332155281210617,-0.016517443910426737,-0.007634601805797335,-0.003677033292672843,-0.0015144149620537196,0.013915389049153138,-0.002840568327506432,0.012358184514623624,-0.018454407200893988,0.013157429159558288,-0.014004324254620325,0.044481696254428604,0.03298856821707053,0.0034839253901039566,0.054654925444375335,-0.003164620502577167,0.002485095557578922,0.016610486727115844,0.030558858552046184,-0.0100522894168213,-0.0036511946968186162,0.04322489118743594,0.012322698046612084,-0.009768410489412318,-0.02131320905889929,-0.028619566188475276,0.030265212357472714,,-0.01807664309584618,,0.007584969035652734,,,,,-0.013845523535829483,,-0.024886541404204803,0.012492744592076138,,,,,,,0.01021587967154338,0.040483309003074355,-0.015933037619354554,0.003926089546431773,0.03692056685484257,-0.0194871794871795,-0.012845247502601296,,,-0.009283030291111107,0.01683967018542451,
6,-0.005926680192169697,0.001582370670636477,,-0.0011282278532561095,0.0009957981356959902,0.0007847904690753437,0.005748415107134568,-0.0012090367256162359,0.007690989187983607,0.005659295085240708,0.0034614679145011985,-0.0018010806123458633,-0.018801469994483625,0.010464321463316077,0.005664959272636364,0.009478535380961706,0.021436688613143583,-0.01666671672694029,-0.0071124039321411965,0.048254104510447246,0.03156501412641787,0.004538544062053989,0.028959772748713655,0.0034575671606835146,0.011993502437018596,0.008348137247897628,-0.008934086338258658,0.07928384683375918,0.0007024405332420712,-0.0013864161071349293,0.03904455288942464,,0.01507257102903419,,-0.001651839682628537,,,,,0.00394133830129324,,-0.002649811671581889,-0.007133220120851321,,,,,,,-0.004769955034894827,-0.011530968164505757,-0.053025720693705404,-0.015734267265587753,0.00850303980612576,0.01150627615062768,-0.0013524624969286506,,,0.010017809943055957,-0.004457984163134857,
7,0.04823850633651522,-0.02922601530816866,,-0.03143816855060074,-0.06266580554746995,-0.07183184039623093,-0.04819980246411987,-0.05588065369028597,-0.062087700702046625,-0.11306281573628628,-0.05119826665839881,0.04891738073541739,0.04630735085667003,0.02265361487459272,-0.05731081603773919,-0.09878705429038254,-0.11855680271984698,-0.0025421900179628614,-0.044412636494960675,-0.07510604805858467,0.0028836982249624836,-0.08870487346311177,-0.13124648254563492,-0.0461332878028157,-0.0571505168101857,-0.05268425632036026,-0.021593249859071163,-0.06364248224511213,-0.051947929256930266,-0.04130510854685925,-0.06024836724883191,,-0.06653343555539493,,0.04954051339920004,,,,,-0.05004908546009096,,-0.05878452947066865,-0.040582352790156324,,,,,,,-0.014570597580855008,0.04973810813520841,-0.016028956121406424,-0.007302075774546081,-0.10481081334963255,-0.04791447776628759,-0.047404061458171706,,,-0.030995266061805162,-0.05165496699730753,
8,0.051706287412776435,-0.028885209714882166,,0.009135029983408583,0.009688840857083148,-0.004393409935789119,-0.0008831238273563142,-0.00552118419834474,-0.0014990705399884798,0.0638199880964961,0.00040137905908026156,0.0286697247706422,0.06447927777925917,0.036392553314580786,0.03351514285900217,0.05491657500126611,0.06223916149049599,0.02463885694015073,-0.005247284538837427,0.029469513323573344,-0.070926484004571,-0.031069259558846006,0.04982937986709553,-0.012223458000043826,-0.04166040234630433,0.008060490792299875,0.005785221606784765,-0.06507601828293616,-0.002591679861646921,-0.011947817367724736,-0.009913543549812505,,-0.014989115811546806,,0.04682142469344913,,,,,0.011334958130567561,,-0.012795263618351382,0.03217956719871713,,,,,,,0.03657583594774474,0.008620808218187385,0.06211984831273463,0.025447355422882064,0.03351261006621516,-0.017740839328716788,-0.008528096090393773,,,0.01279454933774325,0.036048508632712306,
9,0.008849557791063526,0.007959703893416499,,-0.05835889534022788,0.002465937861582497,-0.02970129089277973,0.0,-0.004756823735403526,-0.008207982128418223,-0.05616956994074057,-0.0005769738929286799,0.029357153474544786,0.0010752668634549406,-0.011908458728076846,0.0057818252335632234,-0.0421810668799976,-0.07078270597549043,-0.03648432162962514,0.01055001495775655,0.005725141332281354,0.07324617095676028,-0.029848183478047668,-0.03678815095577831,-0.014840506561945063,-0.0233441511233397,0.038278977568819934,-0.026203521358172017,-0.019334867246045367,-0.017074908299062254,-0.0021987303099679292,-0.02708132638770809,,-0.030124372732981228,,0.019636425365797197,,,,,-0.0046107377180348835,,-0.015473185083819245,-0.03862734746003575,,,,,,,-0.04579588039517523,0.0664058788320588,-0.11226996059742242,-0.03276476569402996,-0.02791285673892777,-0.024695909498559203,-0.0011997474624198708,,,-0.050712830544146784,-0.03779456570826409,
