Name,Weight
Total Bond Market ETF List (82),0.5144321795779189
Investment Grade Corporate ETF List (50),0.18628702374517372
Treasuries ETF List (51),0.027168291976563248
Target Maturity Date Corporate Bond ETF List (24),0.17174273793098155
Municipal Bond ETF List (29),0.10036976673617996
