Name,Weight
Technology Equity ETF List (75),0.2543390743045444
Industrials Equity ETF List (37),0.1887918321891067
Healthcare Equity ETF List (49),0.18849378373726008
Developed Markets ETF List 1 (100),0.16434972883374568
Global ETF List (72),0.20402558093557238
