ARKG,BBC,BBH,BBP,BIB,BIS,CNCR,CURE,FBT,FHLC,FXH,IBB,IHE,IHF,IHI,IXJ,IYH,JHMH,LABD,LABU,PBE,PJP,PPH,PSCH,PTH,RXD,RXL,RYH,SBIO,UBIO,VHT,XBI,XHE,XHS,XLV,XPH,ZBIO
0.08925968152137734,0.07333326613120636,0.033178234539155645,0.036481720798116256,0.08352846734322153,-0.08652286568527233,0.06875000858816216,0.07259451931348063,0.0437131374333708,0.028229807056717907,0.03075105460279913,0.04235841226837186,0.03726190063844995,0.035214059514431406,0.03440778554123828,0.02563263949220217,0.027477696784016698,0.04536730332214037,-0.19400329726113305,0.1866197823594933,0.0446057803890054,0.03129837666802054,0.019803799754637585,0.04527589868041861,0.050456416086623115,-0.04995849849451334,0.05690103245588176,0.02821180044985375,0.07759047969970234,0.12364125905797115,0.028692018851087405,0.06524971162893667,0.05075595570064099,0.034969259834916895,0.024234846281235997,0.045951421919945064,-0.1314903383955966
0.01276584193309226,-0.03300023358880312,-0.0011748876554857491,-0.0015115648098608925,-0.002881820434241604,0.00022289577495961333,0.008382009114717379,0.06247504943185924,0.00035292941176474896,0.02002578204111335,0.024861330562988646,-0.0012985077190210182,0.013083194713422898,0.046660732668048016,0.028186279329355482,0.015846042543264792,0.020424791486112884,0.01764354137552986,0.030730783838820226,-0.0534123873541334,-0.001601398462297485,0.013506655413088684,0.012716916868632305,0.029094489204735906,0.008689379676562803,-0.047519241206267285,0.04601326501242324,0.025493239731162232,-0.02817538953140185,-0.004433615656332792,0.02010213069207571,-0.01436554084497251,0.04111010262614756,0.04959497440886252,0.020779646388111327,0.0075990282810050064,-0.003623080442996671
0.05552225793133884,0.06568363612134706,0.014702943338409585,0.06492214274797985,0.013246628131021123,-0.021835909743511454,0.06761069909521704,0.00037691538525655687,0.03928030153216858,0.006333024621922201,0.020526198917708467,0.006271636393126671,-0.008419308474933518,0.011400204177343543,0.010045842978464805,0.0004186445249541538,0.0036715366043263147,0.01109287270059327,-0.17303840850987856,0.15517231028023826,0.03287897588860704,-0.005429462518703851,-0.011369273368782422,0.02001271718989955,0.0071787267963933955,-0.019075535289358063,0.002849653989539876,0.0018259242777227587,0.029452404098885707,0.013765181628940007,0.005419274791696453,0.051416974582525136,0.013820330097114452,0.015436809993800718,0.001634304760144768,-0.024982061452297817,-0.03740264350288679
-0.0275802569848237,-0.04266239561602673,-0.004540117563968561,-0.002436923135014609,-0.0152127406703114,0.0020499968142732587,-0.034901127184228685,0.050113028205896366,-0.02150053112479809,0.014789393675071531,0.011153776031336177,-0.004522593461795412,0.025255487209302662,0.018506145661749948,0.01829069591693727,0.018313014135976715,0.01599753015010172,-0.006501382097243553,0.0053474694955303725,-0.061058352898616775,-0.012940028345150113,0.01902392337739077,0.032097379992881536,0.017128617980876018,0.0038013779995247454,-0.030478719527007182,0.03285380468986709,0.01906634244473681,-0.0196692073277687,-0.02396166038491777,0.016169808207133988,-0.012129327996023878,0.01703974931243293,0.010567227097300758,0.01750491258355762,0.02513891384573699,-0.00080951349979823
-0.008771962700207806,-0.01292023615757772,-0.027947516483157686,-0.04238427592220017,-0.08134199855177407,0.07683567333146997,-0.02861165990738972,-0.06171506973323961,-0.029258690537079905,-0.025426432522617663,-0.02097649224188949,-0.04046707194098595,-0.06358327527819092,-0.00693780172299912,-0.006952998461112473,-0.024354942186976758,-0.02174678614763841,-0.01799590325696274,0.07155111250306698,-0.1040462796116558,-0.034347079185668684,-0.0538960934020795,-0.05504737911378208,-0.02158604642558612,-0.022958603550295942,0.04532313728478892,-0.04779919024931596,-0.02386853511965916,-0.05932516074786656,-0.12315879201477935,-0.022663243184507933,-0.03235230377584062,-0.013882130920170113,-0.009172481873738078,-0.02551417825075009,-0.09761856158157722,0.116932139107843
0.005899686665666473,-0.008264041581443234,0.019167381308230428,0.012755034890039672,0.033368391135880436,-0.03947647038241079,-0.004393938287798659,0.018737852740125047,0.013700190285913887,0.010026119124086349,0.008681233998545028,0.016471468878739064,0.016113310009649853,-0.004573988092248904,-0.006251550419304804,0.0065303087055629825,0.005340809035075739,0.02707202935078411,-0.05012001314248527,0.011290344542089643,0.011403733893552896,0.019360115942335162,0.00703978187725143,-0.014395246301139572,0.011627883033621356,-0.02527673523484652,0.016431842358027526,0.002184667486399541,0.011197925648792682,0.043397153523098496,0.0034535443692854588,0.009264269640463856,-0.0016796905766532655,-0.006401435946636121,0.011841072393119064,0.02998985815037527,-0.06262083481737718
0.0463343615914143,0.0935070847361206,0.04055249184800989,0.051217545747075,0.09916088994859436,-0.096043915842584,0.07910175113410299,0.056681843577134974,0.056646001017557936,0.0249763650548844,0.0325947256437517,0.050830437365984464,0.02869780548589625,0.027879088048804814,0.03855820753445687,0.01412730588639008,0.025180082179634244,0.025547479579402642,-0.18172614095434567,0.19497613722656154,0.05395962593989232,0.03182363687404178,0.0038448049724146734,0.06604216896676014,0.05220309158060776,-0.03274658984129,0.045613958658269865,0.027984485505071658,0.0853307067750516,0.15205719355737066,0.027273640601037496,0.06213789062034196,0.02991237414386757,0.04026857136834524,0.01721351105561506,0.03935017152306279,-0.14444164682400565
0.02948427491625005,0.05968394878046247,0.02682856703101898,0.0380590289327439,0.06685170020818883,-0.08047653272039483,0.05348322979723534,0.01953823633604548,0.039372626432093084,0.009870551294435143,0.007980156197555533,0.0336923174201678,0.03657643616060095,-0.01439370856616505,0.007756435680575113,0.017438890436321478,0.009549357403350214,0.005417112509946474,-0.17037504472380835,0.13780455262368926,0.031584384950412284,0.02578326180203623,0.03390629142993508,-0.0005956322466852324,0.009558534582579228,-0.03718203765179713,0.01819422014054187,0.005745466912419996,0.06669606693870699,0.09472053571428568,0.010404229512572749,0.05041380678863496,0.016765253552058573,-0.007706234241715931,0.011670263706940031,0.07205649171197429,-0.12179670789255173
0.01393883988639834,0.018339743331710897,0.0146680812019567,0.02835381067009105,0.020815330026351483,-0.024325665050314336,0.021160379740681638,0.03554000184292444,0.012092081715101576,0.013439137595064085,0.01600985221674871,0.011754045199816534,-0.003535175043385164,0.020957015075505018,0.022608745649279872,0.0122718558855314,0.010988945697738436,0.01663597321006289,-0.045194985538351516,0.03255116185295675,0.016049397647295127,0.007317851354158186,0.009703742220218749,0.02771572423896415,0.02164109509375357,-0.0032520582274680717,0.02421503554001237,0.01305767951996345,0.014492794438843198,0.03191485702429589,0.012356493863445728,0.013252190145465331,0.027403475130633213,0.032328072315937165,0.009661137201234621,-0.01959437884244113,-0.03844837269416613
-0.004671959781857206,0.02037922680454856,0.021142041976380043,0.02244668427600993,0.0545879331101133,-0.05528467907446942,0.013995659187412426,0.08008074203600639,0.02632689730753019,0.02561776120701651,0.019220796536796484,0.027547399762455915,0.03534138355624087,0.035801123664906974,0.014817675227217462,0.023143939181903595,0.026004471664264357,0.02143119094733333,-0.07152146887067609,0.06816259111878332,0.029404583764775706,0.036797208381705616,0.026302670779408927,0.03073797682520448,0.005295697263901136,-0.0446574923400757,0.05217671644015666,0.024369109308984026,0.035102095552836,0.07869412371134014,0.02738413596445379,0.02262288405759025,0.014014456108230995,0.03376483214162219,0.026420897778909696,0.04740881227938795,-0.08604070613713974
-0.05799839776344954,-0.0817464599770958,-0.05972397660097142,-0.05378697171585477,-0.13695878602381528,0.1506024263540546,-0.0644802981419226,-0.08691585814595833,-0.059235603172967964,-0.031736543121794594,-0.020047587155154777,-0.07071514982586398,-0.05147169848723632,-0.014824376586763468,-0.006798478209024093,-0.02712500274330165,-0.02977071279384059,-0.02401143480498498,0.22801122476687946,-0.1927678316911812,-0.07176585917866116,-0.05346534214024815,-0.043206902324877984,-0.02377259099261831,-0.028533866801275894,0.04482400207386345,-0.06245156866288315,-0.029162975357332758,-0.0721608734863627,-0.19783367944675628,-0.032365920684419694,-0.06792251403539827,-0.022960250009459098,-0.022000276621917825,-0.02894103657167705,-0.061903645054614174,0.2332031292546884
-0.04352791881929087,-0.10875059688705437,-0.028700482347920823,-0.04914934364700537,-0.09288212802250304,0.09723263333792216,-0.06896854997725753,-0.026953189755862614,-0.05113883048620229,-0.012746662935772377,-0.008321757975034663,-0.047285003647008085,-0.05199736428863227,-0.01536386070181973,0.0012446152146192194,-0.014997539383133213,-0.011126336912458849,-0.0031043656124519234,0.20004558589148255,-0.1963439710586564,-0.05035595278497243,-0.04361109841618378,-0.032108466238052934,-0.02636903878223745,-0.011974650337761112,0.037180829139833685,-0.020165276158909264,-0.011745882625446024,-0.09094779513651098,-0.1366163621922161,-0.011726829373287471,-0.06619707388336721,-0.01163605684839695,-0.017823306260584974,-0.008740563859430428,-0.08017973224448674,0.14507438409910758
-0.008083824885494292,-0.0121453169269044,-0.0037782855822121974,-0.0032128122995991304,-0.01286339112074585,0.005680414199158121,-0.010879775696936655,-0.0017531502033937712,-0.003231379036782984,0.0,-0.007692360005378274,-0.005405935982052986,0.008742911451260904,-0.02091216475649668,0.003418342903221396,0.0031678566075539114,0.00034923952438532834,-0.0062281852535689035,-0.02642076291170808,-0.0061067319721560855,0.0008034328341375153,0.009422678853661177,0.001596523400432782,-0.014503475221636628,-0.006402904184770102,-0.01910583014187261,-0.00101215648277557,-0.0020489389467611896,0.005142604334547162,-0.02621895124195017,-0.0007167442363243071,0.0015886683107947186,-0.011311008862647822,-0.019379717170443143,-0.0005782130212210242,0.013370955645182321,0.005532530636491838
0.012979049961049208,0.08870505527592659,0.022075208050238212,0.05695634983907868,0.07844675732204215,-0.08314491871750568,0.05356288847722983,0.02002101925653428,0.04434402995215827,0.010759322052290854,0.008985236398352234,0.04048832316233143,0.048374063495614184,0.009693712004000573,0.00023218531213483926,0.0062138432029500545,0.008523318284599917,0.009008978590516695,-0.20616952608520905,0.22226799661911448,0.02943535624160038,0.03933992437762992,0.019305692840328258,0.01772041377299937,0.01772151857948181,-0.009839261509312755,0.0165485937371762,0.01108812563728351,0.10511627866231664,0.11809163911195085,0.010439990673833836,0.07216495544772779,-0.0028016900911814325,0.007545831929717485,0.00795508179293611,0.05150973209313511,-0.12242089653134107
0.04410011779448228,0.06860149724842217,0.04024744458832535,0.05496795158728878,0.0911068368509706,-0.0879743733615809,0.047662244086674035,0.06473822512397936,0.04212863776481061,0.023114374783423597,0.01850885280251436,0.04546164346028392,0.027063206956662006,0.0161093184332943,0.018113007269444616,0.021562993855841598,0.023344363450590155,0.019021756883868986,-0.14633544702089682,0.1609312100590796,0.04341025867201809,0.02902955597218094,0.02033018882406676,0.02774096442092945,0.020578923098622196,-0.04542700285799909,0.04385379596244954,0.019699344816357312,0.047558878353542465,0.13688212927756646,0.022951283167042442,0.05103533741636189,0.043315364077149095,0.017118365932830528,0.02138008063830714,0.039575663453453785,-0.1275861639847246
