Name,Riskiness R
BIL,[1.30611565e+12]
DFVL,[2.0831956e+12]
DFVS,[5.62133241e+11]
DLBS,[3.95746066]
DTUL,[1.32238979e+13]
DTUS,[2.26953977e+11]
DTYL,[1.18006115e+12]
DTYS,[1.07600476]
EDV,[2.63191166e+12]
FLAT,[2.62033885e+12]
GOVT,[2.40085439e+12]
IEF,[6.58994104e+12]
IEI,[1.85433506e+12]
ITE,[4.25278487e+12]
PLW,[5.26414944e+12]
PST,[2.35028409e+12]
RISE,[5.13925248e+12]
SCHO,[5.49803876e+11]
SCHR,[4.06775548e+12]
SHV,[1.646823e+12]
SHY,[1.93520604e+12]
SPTL,[5.22289065e+12]
SPTS,[1.48017625e+12]
STPP,[2.92881309e+12]
TAPR,[2.21982351e+12]
TBF,[4.34580853e+12]
TBT,[2.67514047e+12]
TBX,[1.11664111e+12]
TLH,[5.68682922e+11]
TLT,[6.23279942e+11]
TMF,[2.21134643e+12]
TMV,[4.83178206e+12]
TTT,[4.60477979e+12]
TUZ,[1.71621823e+12]
TYBS,[2.70163515e+12]
TYD,[1.76303405e+12]
TYNS,[1.34193732e+12]
TYO,[1.11333385e+12]
UBT,[2.71666044e+12]
UST,[7.96548677e+12]
VGIT,[1.68120119e+12]
VGLT,[4.69425499e+12]
VGSH,[1.94909197e+12]
ZROZ,[8.31433083e+11]
