Name,Riskiness R
ACWI,[0.06649171]
ACWV,[0.04407565]
ACWX,[0.10400967]
CGW,[0.0750527]
CRBN,[0.06628081]
CWI,[0.09998477]
DBEF,[0.11505062]
DIM,[0.09059865]
DLS,[0.0694962]
DOL,[0.12377212]
DTH,[0.13238221]
DWM,[0.10617642]
DWX,[0.11982204]
EFA,[0.10762536]
EFAV,[0.06882943]
EFG,[0.08991662]
EFV,[0.14429307]
EWS,[0.14797572]
EZU,[0.12668296]
FDT,[0.08199009]
FGD,[0.10382602]
FNDC,[0.06270293]
FNDF,[0.09550929]
GDX,[0.27489651]
GDXJ,[0.28740319]
GII,[0.08406536]
GNR,[0.09139351]
GUNR,[0.0877504]
GWX,[0.09347924]
HEFA,[0.12624677]
HEZU,[0.14697629]
IDLV,[0.07561175]
IDOG,[0.12376698]
IDV,[0.11261335]
IEFA,[0.09697367]
IGF,[0.09918362]
IHDG,[0.08632749]
IOO,[0.06514527]
IQDF,[0.12378555]
IQLT,[0.09747868]
IVLU,[0.11628206]
IXC,[0.13333155]
IXG,[0.12148354]
IXJ,[0.11706583]
IXP,[0.19305784]
IXUS,[0.09393123]
JNUG,[1.06143865]
JPGE,[0.05844402]
JPIN,[0.08612073]
JXI,[0.09448609]
KXI,[0.10149704]
LIT,[0.10202116]
MOO,[0.06505008]
MXI,[0.08450095]
NFRA,[0.08707424]
NUGT,[1.02422335]
PDN,[0.07450475]
PICK,[0.18648307]
PID,[0.19498816]
PPH,[1.42988717]
PSP,[0.10107284]
PXF,[0.10694589]
QEFA,[0.0806646]
ROBO,[0.06592897]
RODM,[0.06335934]
RXI,[0.07173033]
SCHC,[0.08173969]
SCHF,[0.09301236]
SCZ,[0.06997767]
SDIV,[0.09166001]
SIL,[0.32700399]
SMH,[0.07065388]
SPDW,[0.11848466]
TAN,[8.7406718]
TLTD,[0.09286074]
URA,[0.87106992]
URTH,[0.06329049]
VEA,[0.0886712]
VEU,[0.09409652]
VSS,[0.07708293]
VT,[0.0637186]
VXUS,[0.09640845]
WDIV,[0.08790893]
WOOD,[0.06364718]
XT,[0.05472006]
