Name,Weight
Total Bond Market ETF List (82),0.16772879205073438
Investment Grade Corporate ETF List (50),0.1915254249238875
Municipal Bond ETF List (29),0.21480539785836789
Target Maturity Date Corporate Bond ETF List (24),0.22159681657708472
Alternatives ETF List (35),0.2044907044716976
