,Date,CBND,CORP,GSY,ICSH,IGBH,IGHG,IGIB,IGIH,IGLB,IGSB,LDRI,LKOR,LQD,LQDH,PFIG,QLTA,SKOR,SLQD,SPIB,SPLB,SPSB,USIG,VCIT,VCLT,VCSH
0,2005-03-07,,,,,,,,,,,,,60.244006999999996,,,,,,,,,,,,
1,2005-03-14,,,,,,,,,,,,,59.882767,,,,,,,,,,,,
2,2005-03-21,,,,,,,,,,,,,59.598209,,,,,,,,,,,,
3,2005-03-28,,,,,,,,,,,,,59.789742000000004,,,,,,,,,,,,
4,2005-04-04,,,,,,,,,,,,,59.701080000000005,,,,,,,,,,,,
5,2005-04-11,,,,,,,,,,,,,60.30553100000001,,,,,,,,,,,,
6,2005-04-18,,,,,,,,,,,,,60.569252,,,,,,,,,,,,
7,2005-04-25,,,,,,,,,,,,,60.948402,,,,,,,,,,,,
8,2005-05-02,,,,,,,,,,,,,60.387935999999996,,,,,,,,,,,,
9,2005-05-09,,,,,,,,,,,,,60.599789,,,,,,,,,,,,
10,2005-05-16,,,,,,,,,,,,,60.649432999999995,,,,,,,,,,,,
11,2005-05-23,,,,,,,,,,,,,61.063164,,,,,,,,,,,,
12,2005-05-30,,,,,,,,,,,,,61.421718999999996,,,,,,,,,,,,
13,2005-06-06,,,,,,,,,,,,,61.439232,,,,,,,,,,,,
14,2005-06-13,,,,,,,,,,,,,61.162323,,,,,,,,,,,,
15,2005-06-20,,,,,,,,,,,,,61.926529,,,,,,,,,,,,
16,2005-06-27,,,,,,,,,,,,,61.555473,,,,,,,,,,,,
17,2005-07-04,,,,,,,,,,,,,61.763084,,,,,,,,,,,,
18,2005-07-11,,,,,,,,,,,,,61.507355000000004,,,,,,,,,,,,
19,2005-07-18,,,,,,,,,,,,,61.54076800000001,,,,,,,,,,,,
20,2005-07-25,,,,,,,,,,,,,61.562965000000005,,,,,,,,,,,,
21,2005-08-01,,,,,,,,,,,,,61.096066,,,,,,,,,,,,
22,2005-08-08,,,,,,,,,,,,,61.70135500000001,,,,,,,,,,,,
23,2005-08-15,,,,,,,,,,,,,61.729305000000004,,,,,,,,,,,,
24,2005-08-22,,,,,,,,,,,,,61.946957,,,,,,,,,,,,
25,2005-08-29,,,,,,,,,,,,,62.075336,,,,,,,,,,,,
26,2005-09-05,,,,,,,,,,,,,62.020419999999994,,,,,,,,,,,,
