FPE,IPFF,PFF,PFXF,PGF,PGX,PSK,SPFF
0.02574151968297958,0.01279304352043322,0.03554861121685514,0.026386998786191603,0.043128064022902216,0.03853849257060635,0.03130042160139343,0.030894348987362867
0.0038187591234211046,-0.016842147495137298,0.008977765576669716,0.023085166214634672,0.0065394084978095965,0.005479586734768494,0.005171139352543191,0.014195606640246425
0.010671043024328794,0.038543913248160436,0.000523704803233623,0.00974356941739979,0.002707218288372274,0.0020435654731560345,0.0015655828621198968,0.007775910804738454
0.00647561680148766,0.03787440496811267,0.014369584719825981,0.012723050342956151,0.00431973824448645,0.006118274537976686,0.0053594083164997895,0.015359098178272338
0.005362149157354134,0.03930684274072346,0.002074204664908684,0.0015096682605870199,-0.0010751770782508586,-0.0006759338859165694,-0.0068856409986122755,0.003058265130117829
-0.00853352729908467,0.010897672089969257,0.002586127840410044,0.001507813926215484,0.009800351342093548,0.008336917080225045,0.01238147402760263,-0.0015244229146511624
0.0038778425758175202,0.0044386637134665105,-0.0043857684528743855,0.0025085385869608144,0.0005360354107160273,-0.006064768407372426,-0.0024521192311364576,0.0007631377221874147
0.00808652884619373,0.05678155427479122,0.002078875668928788,0.005989661235508183,-0.002676957449486848,0.004067608212107915,-0.0006706680130023659,0.004331430755853533
0.0026738660417493032,0.001200768919194418,0.007276673211398403,0.009504897346214649,0.0016106006457733213,0.0,0.0069321862095261325,0.013751285840288006
0.003199514259409049,0.014997147287338815,0.006965733356921065,0.004460127472185885,0.010880458444097294,0.011038093100446823,0.00377531781039505,0.013564100551654159
0.010149687493449348,0.025413867582175013,0.0038431328237709273,0.005426343240922051,0.0026637260369378217,0.005368786561696368,0.00176992540767312,0.0059478839374027094
-0.001586703005032642,-0.03400568161479186,-0.0051043975225828105,-0.0009813999860766726,0.005313173065259036,0.005340431843178003,0.005962675741272693,-0.00739064332724763
0.005826699235992453,-0.0158556061522126,0.011110415363412516,0.00704558069857602,-0.0021141371185024642,-0.0026556396244195642,0.004391295273803708,0.007633008453458966
-0.003685985442110575,-0.0078882971524129,-0.001529803111258265,-0.006363525763250729,0.006502232449447774,0.006101646105154636,0.0008741640689810297,-0.002971575613299959
0.01389362454094974,0.010397778575993884,0.008680320706443154,0.009359786050004787,0.004759458535881182,0.003989608113770863,0.002402130406964254,0.008195959337040353
0.0015720574453096784,0.010895845561284702,0.004303125528104649,0.0029282738865559397,0.005262823651871386,0.005960242536741402,0.0063178939078512965,0.005174128647491979
0.001046863568043791,0.010471530449887663,-0.0005735616055159786,0.00039681308838603285,-0.005235271342028593,-0.003291661336035753,-0.004329634083568646,0.0002123191227882396
-0.0015679485315333933,-0.0861046159160936,0.0,0.0039044892359366133,-0.0026317219145314936,-0.00396286785447946,-0.009567635499067131,-0.005912741345287513
0.0,0.0,-0.00025329609159593404,-0.0009722539820717217,0.0067117941692410215,0.004291378014703065,0.018030103455903425,-0.0029739548987324322
0.0009480521664356144,0.01949308830270737,0.008614159395412385,0.008272518156760618,0.00842523820983036,0.011280784218073629,0.005904169000236169,0.010440391805337243
0.00998399132797159,-0.02676875419030107,-0.002512023479930404,0.009659690908390141,0.005222177277786622,0.003280785731535612,0.0036957205865268883,0.003149245480664373
0.008845275845900185,0.03496062551524368,0.013487975446492164,0.007221798378559056,0.0010388389522988071,-0.003270057373961815,0.0034653985052446423,0.011094483979645804
0.0,0.019657671687203736,0.0,0.005735969447838257,0.0040408700902814475,0.00788889117328568,0.0187783966054264,0.002926208334208893
