Name,Riskiness R
AAXJ,[0.16918972]
ADRE,[0.40117095]
AIA,[0.11518224]
ASEA,[0.57121569]
ASHR,[0.41704157]
ASHS,[1.18324862]
AXJV,[9.88733794e+11]
CHAU,[4.89290921e+13]
CHIE,[1.81318311e+13]
CHII,[0.56787939]
CHIM,[0.24835564]
CHIQ,[0.21785898]
CN,[0.24960026]
CNXT,[0.71725832]
CQQQ,[0.18105117]
CXSE,[0.17660074]
DBEM,[0.2769463]
DEM,[3.49245211e+12]
DGRE,[0.96601931]
DGS,[0.22221817]
ECNS,[0.63088478]
EDC,[0.98533605]
EDIV,[3.06608217e+12]
EDZ,[1.86230415]
EEM,[0.27926112]
EEMA,[0.13572307]
EEMV,[1.07087026]
EET,[0.5561551]
EEV,[2.12411543]
EIDO,[1.61248774e+11]
EMQQ,[0.1935509]
EPHE,[6.34193739e+12]
EUM,[2.01578905e+13]
EWM,[0.29585637]
EWX,[0.25728057]
FCA,[0.32026157]
FEM,[0.29006882]
FEMS,[0.22638079]
FNI,[0.23502808]
FXI,[0.3195495]
FXP,[2.25135458e+13]
GMF,[0.15142229]
GXC,[0.19164676]
HAO,[0.50767111]
IDX,[1.23537486e+12]
INCO,[0.15737433]
INDA,[0.53637557]
INDL,[1.80697426]
INXX,[0.43885692]
KBA,[0.64640973]
KFYP,[0.28629338]
KWEB,[0.22138229]
MCHI,[0.18752627]
PEK,[0.35516671]
PGJ,[0.229138]
PIE,[0.42464537]
PIN,[0.48233026]
SCIF,[0.25979339]
SCIN,[0.3699787]
SMIN,[0.16024833]
SPEM,[0.27655746]
THD,[0.32489465]
VNM,[3.94258618e+12]
VWO,[0.37934342]
XPP,[0.5817186]
YANG,[2.80098763]
YAO,[0.24165964]
YINN,[1.10055819]
YXI,[2.621763e+13]
