Name,Riskiness R
ADRE,[0.15120478]
BBRC,[0.24248319]
BICK,[0.15702207]
BKF,[0.18105686]
DBEM,[0.1588744]
DEM,[0.21870773]
DGRE,[0.19972779]
DGS,[0.13515033]
DVYE,[0.23893924]
EDC,[0.56659694]
EDIV,[0.22746139]
EDOG,[0.27869052]
EDZ,[1.00321974e+13]
EEB,[0.16826146]
EELV,[0.1999019]
EEM,[0.18187803]
EEMO,[0.32657085]
EEMS,[0.18168206]
EET,[0.37667021]
EEV,[6.97505908e+12]
EMCG,[0.2444407]
EMFM,[0.20894671]
EMIF,[0.69879035]
EMQQ,[0.16444239]
EUM,[3.17239134e+12]
EWEM,[0.18413225]
EWX,[0.1373342]
FEM,[0.16725336]
FEMS,[0.13476668]
FNDE,[0.15642609]
HEEM,[0.17473586]
HILO,[0.19752809]
IEMG,[0.16712368]
JPEM,[0.16757874]
PIE,[0.17697902]
PXH,[0.19132189]
PXR,[0.32831564]
QEMM,[0.15507857]
SCHE,[0.18104953]
SDEM,[0.25049713]
SPEM,[0.17124076]
TLTE,[0.14532091]
VWO,[0.19770575]
XSOE,[0.14586011]
