AAXJ,ACWX,ADRA,AIA,AXJL,AXJV,CHIQ,CWI,DBAP,DNL,EEMA,FPA,IEMG,IHDG,IQDE,IQDY,PAF,QEMM,REMX,VEU,VXUS
0.01907295519996027,0.010575406280073113,0.020854092990478343,0.011397775843203265,0.032179941677334775,0.033792624432715516,-0.008849351202496355,0.009292131593403318,0.006864195915602676,0.013899686961736107,0.021639344109792805,0.039044552889424634,0.03332059471554659,0.01355666167700167,0.005799295893877559,-0.0017243279546034914,0.008503039806125759,0.02617121078606754,-0.0405145860244805,0.010093378038909848,0.011621441190830244
-0.06695102256026868,-0.048137235677976606,-0.06063553192338943,-0.07730336742394579,-0.07863150793900947,-0.03663345113440384,-0.0631869998479921,-0.050094648018690506,-0.04520990512384699,-0.04845074826920659,-0.061617449895360075,-0.06024836724883191,-0.07264629218371585,-0.01966952624412848,-0.06414409109809123,-0.06632103171792372,-0.10481081334963256,-0.05777710957178848,-0.14465041379852436,-0.053804764103099714,-0.055030556152330073
0.02560362481487935,-0.0021987519132650748,0.05038464512817649,0.03256907994058009,0.0453325737654769,0.010725723530158429,0.012463527371872342,-0.0008555505118621566,0.03757998766426913,0.015850755628246154,0.019493924320375243,-0.009913543549812505,0.00779373647035504,0.00045983651101896134,-0.0005470812186875137,-0.005296059396999039,0.033512610066215164,-0.00651627423613274,-0.0913942632906064,0.007383365087344948,0.004487096010770486
0.0,-0.0008816554777844203,-0.018272474339567798,-0.002490180810487766,-0.02325240212244344,0.009260992143048215,-0.014482394180957925,0.0005706214202551037,-0.0050707038077849745,0.005079984858377631,-0.005367378585616603,-0.02708132638770809,-0.01288927637361094,0.02736408372580663,0.0,0.011206696084056509,-0.02791285673892777,0.008240867948887738,-0.03634371536606802,-0.0032427947723840103,-0.00510194813457617
-0.031165583119075,-0.051168796844627384,-0.03620974754551638,-0.021218928110520847,-0.029311212175202307,-0.04301284971604495,-0.07274062661427128,-0.04590796677742005,-0.054969099202925316,-0.03538090642061112,-0.018718384089045238,-0.041580717612049685,-0.055243077284882175,-0.04582841854130978,-0.05203908600143342,-0.08200970072452074,-0.06669146119035843,-0.07339452754971597,-0.04038080201589765,-0.04717350967729416,-0.035700084617405266
0.026232090153878854,0.007424201242829719,0.0047009405804761635,0.029388123206614745,0.009713264544058872,0.03991832401510731,0.026325232825931667,0.006169918707583524,0.06744389992357874,0.007082091931655412,0.014014680075775346,0.08897643910614084,0.014051252414072513,0.06945096279314537,-0.004041474389910461,0.020515979660715243,0.024674231625395147,0.014581494411908041,-0.041459273403276126,0.007815881105395654,-0.00042945479732400463
0.03101272962364325,0.055516611903095085,0.07451690887099932,0.031954766931541013,0.046362590396379015,0.02187927175596213,0.022064698424499967,0.05801006639622744,0.03866569643577635,0.04856504262664692,0.04511272466400999,0.033570732029252495,0.04210988053102019,0.06292034198410812,0.04046228158534743,0.05364306443332055,0.047618956473768535,0.025372604233985012,0.10891506164781888,0.058484389897242486,0.05776760130223532
0.002663348884037271,-0.012154526687543523,-0.012430571381164662,0.011536104178273521,-0.02171693448024211,0.019116973251127944,0.053199675769174434,-0.015908905811162208,0.003284697031307314,-0.02488029742727587,0.0017986105791230663,0.02591863146546134,-0.013673440101763235,0.0061430376468955905,-0.02976198599246808,-0.017857113385479496,-0.018749922267882496,-0.018342290736419957,-0.050815265765917134,-0.01734197721050302,0.0011704316779400912
0.06421876516195163,0.04787462505064784,0.04716363382892751,0.07422986031583098,0.05873744360957945,0.06938631752204595,0.12298678109679942,0.051674374953659084,0.03855942661825147,0.039890404613127865,0.06365269026345763,0.05340568357023542,0.07262565222050824,0.016151371473349597,0.05129511743144025,0.048562929276501215,0.047867343178915854,0.08549271990128686,0.09868147949421292,0.05081888900767971,0.02613108611307802
-0.030538900497141138,-0.011314968215816665,-0.007280886528070274,-0.02570313706522412,-0.030923448389540174,-0.032784090777017605,0.028683131574100674,-0.012078022838949577,-0.014710946808845469,-0.005671376739807574,-0.03314420718508641,-0.031876010011247534,-0.03645832647022629,0.01932904078233624,-0.019140816507935463,-0.012574038757651802,-0.04494399774679928,-0.039136146828965684,-0.0519998842717812,-0.01038413693024326,-0.00418966619828156
-0.04588822387359452,-0.045994455025701535,-0.039540702409612695,-0.03861602446175191,-0.04225554380368377,-0.04298163654245002,-0.0709758311394505,-0.04362349952212922,-0.07643084667099519,-0.03231916349174617,-0.04411982721192201,-0.04170601394286095,-0.038238111142732144,-0.06511640537889685,-0.0473914404040585,-0.034831457421253945,-0.05207324241901482,-0.047828259179592936,-0.1457615122132588,-0.038804034100782064,-0.03786553434139034
-0.05332127729577412,0.012760518487191848,0.004261666840318983,-0.05759528456666752,-0.02281740256306848,-0.026602673082878198,-0.09072300556296678,0.008691532550663544,0.006013632685437189,-0.014340446795667091,-0.06932158030425918,-0.013759793053732514,-0.05703585386357787,0.06190104344020957,0.021807777642981144,0.004544383627039011,-0.02355244900899175,-0.035498757543485984,-0.12842393669178628,0.00822788226280988,-0.0030959595664037114
-0.10005073676531163,-0.07441013474095813,-0.09436475655202198,-0.1066583717412935,-0.1107621088109257,-0.10612891509235606,-0.12828221620427796,-0.07719198004161981,-0.08447939918141491,-0.08066782668371686,-0.08418577215297504,-0.0849650618633544,-0.0935619995014016,-0.06423349738988858,-0.07211325112770993,-0.09219282551685393,-0.08809941340534325,-0.08722859771807147,-0.10870691401068944,-0.0774634059501213,-0.05017120999948847
-0.01106120000614411,-0.04289207478262114,-0.06811494184521014,-0.013054644777400742,-0.04187270788834248,0.03023005151425572,0.033562919598036235,-0.04040408604791386,-0.04506437160981322,-0.04704618044358859,-0.014700184778505588,-0.0217625871255309,-0.01966090598140386,-0.02925116846597953,-0.057053199964271877,-0.057044204216015415,-0.042425674593819435,-0.030645081880850057,-0.13988423654580245,-0.04545438214532596,-0.03606285902124569
0.07090050388927177,0.06555709090984123,0.11119472200716662,0.0964405548753004,0.07789067237628491,0.047629086932259965,0.14321401953879864,0.06809209134566918,0.07730330773802542,0.06376198044772524,0.07181223300236719,0.06868546796006626,0.061418759419213466,0.07754256191999892,0.08167207845632349,0.09240814167587434,0.08233993618503102,0.05241256021578367,0.07930096797122263,0.07259769067558247,0.04159869787228245
-0.017879215061829812,-0.012977879445906755,-0.0251437591130621,-0.026102122734083664,-0.03225789269103085,-0.049116955175505496,-0.035688241054422004,-0.010471140402608456,-0.008760838571373896,-0.0021733609557839048,-0.02876761696099357,-0.0135981903219529,-0.022909632214259824,0.023194761394222718,-0.023608033921900525,-0.037663854438910835,-0.021376118386126276,-0.031027649447733237,-0.04234117913291013,-0.01319257369669512,-0.01316617093955113
-0.03731072757789985,-0.03554897784090403,-0.0051585422157492105,-0.04797297486133156,-0.016396581300695868,-0.0200641324810501,-0.08157105998977933,-0.04139434677492173,-0.07365319988053222,-0.013940207229917264,-0.036881318158683694,-0.029692506396807487,-0.047860952991170165,-0.033637989704798366,-0.03786487629171857,-0.01275284584171078,-0.020022760599450302,-0.032633062056558415,-0.12808832813986598,-0.032753885777825106,-0.02926628413975974
-0.05275967344914765,-0.048094638523354695,-0.09473228463209137,-0.057151371854897236,-0.05182012324054147,-0.038018924962659885,-0.10936815647760192,-0.04259137603054558,-0.01735342850497227,-0.04537131885440605,-0.046865698908529714,-0.040732757039804716,-0.03883082229226606,-0.01047986886724948,-0.01258625572777864,-0.05189383245357049,-0.07830698260941223,-0.045119101834282166,-0.07558202658907874,-0.04858296361618123,-0.047141338937398095
-0.00884409166247457,-0.024592265389909083,-0.019777385901071715,0.000513215749362597,0.006008910419553921,0.002623381099504516,0.002904090452238761,-0.024055063046813586,0.00048343333985939217,-0.01250277899920175,-0.0061389448187305256,-0.002690235433731927,-0.00964125759686502,-0.035135142811549766,-0.005825292819881908,-0.024216853446708483,0.02450373614722008,-0.0017664384683937907,0.11544990287056744,-0.024402151746038356,-0.02461901123094396
