Name,Riskiness R
FPE,[0.01885965]
IPFF,[3.7905645e+11]
PFF,[0.03861769]
PFXF,[0.05615562]
PGF,[0.03319991]
PGX,[0.03104127]
PSK,[0.04529104]
SPFF,[0.1587236]
