Name,Riskiness R
AIRR,[0.24386523]
CGW,[0.1029054]
CHII,[0.43986522]
EXI,[0.10988682]
FIDU,[0.11544547]
FIW,[0.12725412]
FXR,[0.2133921]
IEV,[0.25853155]
ITA,[0.07013076]
IYJ,[0.10208693]
IYT,[0.54639861]
PHO,[0.48947301]
PIO,[0.39792798]
PPA,[0.07029733]
PSCI,[0.20574717]
RGI,[0.13342097]
SEA,[2.6920062e+12]
SIJ,[1.16136044e+13]
UXI,[0.20938021]
VIS,[0.12126392]
XAR,[0.09276444]
XLI,[0.10647941]
XTN,[0.40785903]
_PRN,[0.16832047]
