,ACWI,ACWV,ACWX,CGW,CRBN,CWI,DBEF,DIM,DOL,DTH,DWM,DWX,EFA,EFG,EFV,EWS,EZU,FDT,FGD,FNDC,FNDF,GDXJ,GII,GNR,GSIE,GUNR,GWX,HDEF,HEFA,HEZU,HFXI,IDLV,IDOG,IDV,IEFA,IGF,IHDG,INTF,IOO,IQDF,IQLT,IXC,IXG,IXJ,IXP,IXUS,JNUG,JPGE,JPIN,JXI,KXI,LIT,MXI,NUGT,PDN,PICK,PID,PPH,PSP,PXF,QEFA,ROBO,RODM,RXI,SCHC,SCHF,SCZ,SDIV,SMH,SPDW,TAN,URA,URTH,VEA,VEU,VSS,VT,WDIV,WOOD,XT
0,0.05204725876193466,0.04009810232665166,0.05679756053441266,0.08389512663965694,,0.05789795962591167,0.041237190250601644,0.06322441582041152,0.06475836409074211,0.06572268921360377,0.0716502193258181,0.06265257858770258,0.06131100182888481,0.05969711536963594,0.061742134016017594,0.03682491135959323,0.06977318931321032,0.06523090011850959,0.05615380769230768,0.05261176898391113,0.06444346746773126,0.16812655717328492,0.0472529957042732,0.05343195160547622,,0.05665569336491692,0.04757523632048492,,,,,0.060180703921904145,0.07091677854587379,0.06936712379559941,0.06088917017791278,0.04605805417055494,,,0.0509327520564392,0.05715409589536899,,0.05895409553980247,0.03836076826924483,0.07181728969157183,0.018433333385371748,0.05112282549155825,0.47083330686468006,,,0.05647543660694027,0.04723706024103749,0.12611163762942745,0.05719092080491816,0.29783753422189985,0.05024182916852154,0.05894980525062208,0.049742872532357714,0.09957503700034255,0.06632231390507953,0.05208087219995985,,0.04190472269784926,,0.05552769165883408,0.06906613094393686,0.049600472900501756,0.06395015519963686,0.060713196819171825,0.060238011499534234,0.0600287004634454,0.18738870522709428,0.14113930533198443,0.05283474559964738,0.05947872577411435,0.05628755659359068,0.07170641483114827,0.052149484557647265,0.0550413023463576,0.05053875838884025,
1,0.005708358675374015,0.012588688066608737,0.005180449825131883,0.0027643223427452576,,0.00505190303899662,-0.005133735735465463,-0.0051205394149962564,-0.009914068455175618,-0.00851326996568466,-0.009422016656594402,0.015680724836849055,-0.004591961067663081,-0.0057458921929980904,-0.003461401370468325,0.03078154318082004,0.006189011999146911,-0.0026709060440613876,0.014202513263019478,-0.004998188584635709,0.0021119713396232998,-0.12385096610407992,0.030656347150258997,0.00922216421944298,,0.010665946044735489,-0.007031947759210858,,-0.00842705690570105,,,0.01198339640796071,0.011371393041812497,0.0025947310726951805,-0.004239456816569318,0.03606960407288415,,,0.008941440178855467,0.013240085709288784,,0.019566665803355948,0.018742120771519388,-0.015778557409406584,0.008446397555541059,0.003995081152985492,-0.3742524584090279,,,0.030270501061807523,0.017312378046180736,-0.019382585046790895,-0.007319103071887309,-0.2691415374909056,0.001417469929747346,-0.017206656839894134,-0.007080996584020648,-0.019321242878932367,-0.01857861753064386,-0.008137603509666755,,-0.005118926955411425,,-0.020875792790895745,0.0012130810989437768,-0.0009514816911808174,-0.010238981564732751,0.023259035117627103,0.044902683636489346,-0.0033909641903618003,-0.05331907344824692,-0.04603447378690047,0.003524104778006631,-0.014094449339403098,-0.003367657110925102,-0.005583454360538375,-0.0008373409831356753,0.00710733144410547,-0.034122767752208065,
2,0.011867867341305483,0.015695246304032656,0.016748670402282926,-0.0010337302664206768,,0.0184306199868445,0.006266059035558515,0.019291682713298956,0.043154398995997066,0.04829506891544796,0.031920542828383594,0.0490890923733659,0.01666673045246977,0.008457083675966115,0.024834989930195166,0.04211327374389026,0.018453099647956706,-0.0052237396433106285,0.038420107719928195,0.003946990839285516,0.02037232687370497,0.007730537957615484,0.022832005746459823,0.025228346443694316,,0.023388283819205033,-0.00029498292227222203,,0.009308012533805145,,,0.03403769404047129,0.03611427306531733,0.04506253858015458,0.011789830520868292,0.014645762614663282,,,0.020934857609978666,0.02821821707953459,,0.05985824407541678,0.0008844981062592375,0.002745104307637356,0.020041744287852742,0.013494884122113868,-0.02162983045885965,,,0.02229628996473063,0.031720598454432064,-0.041727663667839344,0.020516120584418894,0.050216366642909606,-0.004246319886765818,0.009269051177411693,0.035537146452530755,0.02946742423557113,-0.01218453463672413,0.032403112994698016,,-0.04116119188237691,,-0.01035570304716946,0.003938284027426962,0.015238097509815914,-0.00344838040214761,0.02631947576085442,-0.020609519650785224,0.01463082534907471,-0.07532232917362214,-0.10755815170190282,-0.006180671268979692,0.02662969180522263,0.022917291999934312,0.010200224497471223,0.013123721689701162,0.04411341213041542,-0.023938192775956515,
3,0.02005771303928119,0.016982961316862534,0.016895588622523272,0.01862700274043831,,0.017274280715186607,0.025274670632987162,0.016203123377415026,0.012377900106015393,0.012011287676111572,0.01579898750212544,0.011464619454037933,0.01595449298946035,0.019426897928835594,0.011862341958621035,0.018368798267722922,0.008362272042838481,0.016740426180370194,0.011410788381742679,0.020014266569692397,0.009982848962614895,-0.06547952114224387,0.017612061535446998,0.004650208534239405,,0.004737908473178146,0.009445053527855305,,0.027265510454469805,,,0.016036423524913676,0.015127035550332657,0.011263964737386984,0.01602194893364075,0.02697593683318121,,,0.007547900252753777,0.020227083104107563,,0.0066825703824087,0.015022939496025242,0.022448646752345123,0.018475126774221067,0.018777701145967274,-0.21593817746113908,,,0.011210762103327254,0.018738570033854603,0.018334560882673778,-0.002512961084886091,-0.20252811975565388,0.020611230298906616,-0.0015307986348271757,0.02100155904838025,0.008540911753010963,0.010961047208786684,0.015168194473102007,,0.008432326013225057,,0.027576141941576447,0.009957807994435117,0.01657290719300115,0.011341945778747822,0.023381088902306422,0.03738530112104744,0.018108713125965726,-0.0022015678895797247,-0.021498267504873384,0.03180212014134275,0.017652667272174627,0.01919683198166271,0.013339527929769252,0.020462684447431833,0.010400181062789485,0.03263449105944045,
4,0.0041659997722010254,0.0049646417342801615,-0.002699964941784157,0.020318321768607265,,0.0,-0.013933424322873894,-0.005637044546955177,-0.009818374398282412,-0.012673371943231666,-0.01042765205738571,0.002540640442144952,-0.01498353231473429,-0.006717923031235837,-0.019092186140314712,-0.02453078822536771,-0.025109427590944925,0.004352786568820285,-0.002735042735042677,0.019271158234151643,0.012269932993672286,0.2389329076392325,0.023948521311099237,0.01928656624891725,,0.03689354006624607,0.03128663256273265,,0.002732087072184571,,,-0.0035735835558047533,-0.0019023595190095569,-0.012623675893352546,-0.009079361656097113,0.021428687907391154,-0.01205747696252555,,-0.016855737706702085,0.0010436059840348447,,0.03897200394902015,-0.003656619877396591,0.01028170699138089,-0.09213929593067596,-0.0006701272631689317,0.8131144766674154,,,0.014110058171536882,-0.010023245301599341,0.020255019339087132,0.015903052397699506,0.5933840659143028,0.018454074458707278,0.027082298442358203,0.019514774524641967,0.030736006502269344,0.02835693157726899,0.0008790469572985751,,0.06005312233616755,,0.007427705750820117,0.02390191619518827,0.01445708936133737,0.00589230995325496,0.026093423357066187,0.06797580381722167,-0.003293860270926196,0.09266973389279784,-0.036617830994110506,-0.0005479589041096401,-0.0016406372350479116,0.004996965305832895,0.01618068393985448,0.014509234524914675,-0.0002861263857654132,0.012066623950822818,
5,-0.0006808390160733644,-0.003147932717620024,0.0032841670007810815,-0.05675403875663832,,0.004115549779072499,0.004286162096075846,-0.007332155281210617,-0.007634601805797335,-0.0015144149620537196,-0.002840568327506432,-0.0026403751066392993,-0.002112219918123936,-0.0162470078784606,0.00652562082370927,0.054654925444375335,-0.041456033881391505,-0.010052191224341533,-0.029482379156667824,-0.02131320905889929,-0.028619566188475276,-0.015617554316109186,-0.02987421324932763,-3.631833265322379e-05,,-0.014446291960628604,-0.01807664309584618,,-0.03620069085569534,,,0.0030822751763178225,-0.024886541404204803,-0.011776000633437405,-0.0073555538526710275,-0.012134485126817118,-0.010450563057181936,,0.005553182674447496,0.0038448398803332183,,-0.030387437254816442,0.006826739851731342,0.0002024816567726421,0.12089145670280114,-0.0014499368073672902,-0.11681735746777096,-0.012370053415740132,,-0.046114071832358,-0.022186827112917525,-0.007352980569168515,0.005381674312862747,-0.07655723803674233,-0.0194871794871795,0.053202417652011266,-0.010353531370962636,-0.023372234085837554,-0.04645974433544667,-0.012845247502601296,-0.011469596513765114,-0.02581574408514137,,-0.016766405971226018,-0.032681518269244834,-0.02092178363372996,-0.022322713098034054,-0.013761849375284003,-0.014750544215963753,-0.021810931065940453,-0.11554855485053886,0.025570072533836984,-0.01644732752806091,-0.01198153124936524,-0.0032426944788025032,-0.03022670816024797,-0.010198567800701185,-0.00793164182495803,-0.034675896013636257,
6,0.025761817071764198,0.035106226657820816,0.010575406280073113,0.023223156334689323,,0.009292131593403318,0.015356495411907712,0.0009957981356959902,0.005748415107134568,0.007690989187983607,0.0034614679145011985,0.00478947504093806,0.0018020297043774506,0.006123663868194647,-0.0034971770286112754,-0.0071124039321411965,0.0017587040577969845,0.003457326534260124,0.013069622503342315,0.0007024405332420712,-0.0013864161071349293,0.012019077443262255,0.03099671736230326,0.00440872087471848,,0.010586178128440262,0.01507257102903419,,0.04463525394088663,,,0.012665902278427604,-0.002649811671581889,0.003628946398926692,0.001979852612173334,0.025474825452315566,0.013556661677001668,,0.023036485252907645,0.007399480409070878,,0.0247418045016111,0.02217931379584807,0.04069833499660497,0.006698962762835023,0.012457279897593383,0.020065655532790654,0.016103593473428088,,0.022504645863528062,0.02985247597554892,0.01629641671260957,0.00031202820283066264,0.07119455338242849,0.01150627615062768,-0.028148901825332643,0.03051024901592231,0.03047753797989984,0.011073086213713935,-0.0013524624969286506,-0.005488905866453988,0.006625048199062613,,0.02235236852683268,0.008747934299334579,0.003716347702602622,0.001954350035243783,0.02899564165844078,0.059885211650558656,0.0027027039320202686,0.10071036663486688,0.020889478010730073,0.027731298000799945,0.0026450244723480727,0.010093378038909848,0.014564007015843896,0.026496730565171704,0.014055545282209612,0.02778346255183536,
7,-0.03315807413479285,-0.020408114476886906,-0.048137235677976606,-0.052957348513996236,,-0.050094648018690506,-0.0014404559741501303,-0.06266580554746995,-0.04819980246411987,-0.062087700702046625,-0.05119826665839881,-0.08083408899605979,-0.03882475710934926,-0.036235112988498,-0.04070875986366803,-0.044412636494960675,-0.03436150156766521,-0.04613301240060774,-0.0721756973500697,-0.051947929256930266,-0.04130510854685925,-0.20142504790939558,-0.04460601384566745,-0.07041982180812033,,-0.0760139151373801,-0.06653343555539493,,-0.00633680752693591,0.026207959227362243,,-0.05687921380513416,-0.05878452947066865,-0.07567191072559833,-0.04100119405007313,-0.04177961978165699,-0.019669526244128478,,-0.019987420678731205,-0.07100387319842233,,-0.07957174272284828,-0.031341566911124476,0.005454327448392974,-0.026772050274395633,-0.051575824808935675,-0.5254918156623559,-0.03639223840171806,,-0.027104096189117657,-0.018242912012573283,-0.09329468158928185,-0.06597002561631757,-0.49978141011249305,-0.04791447776628759,-0.10456564090064141,-0.055130240608553704,0.022354586008734297,-0.0648693734929542,-0.047404061458171706,-0.020070338727625887,-0.03985374959503445,,-0.034647366515024244,-0.06279890655505144,-0.04288799022675381,-0.05402771400956912,-0.08078423625130735,-0.011416375904082376,-0.044137442711528585,-0.06314813214361806,-0.14389441014496795,-0.032135633898305045,-0.046533789841977424,-0.05380476410309971,-0.0661973649209829,-0.037922426314896174,-0.062229342767089975,-0.04807895449960599,
8,0.012054199305021636,0.03642096958506298,-0.0021987519132650748,0.025054340114643622,,-0.0008555505118621565,0.010097371544752824,0.009688840857083148,-0.0008831238273563142,-0.0014990705399884798,0.00040137905908026156,0.004751888243554818,-0.0026513087359605223,0.003965620869459528,-0.007865459699381575,-0.005247284538837427,-0.028571374042523568,-0.012223680302091606,0.010898120597590287,-0.002591679861646921,-0.011947817367724736,-0.27215951662450033,0.022830132102635316,-0.029152168034738645,,-0.036046609380561555,-0.014989115811546806,,0.00797129577752831,-0.022346346528764768,,0.015912381260680175,-0.012795263618351382,0.01633095021625375,-0.0029189351257600145,0.02003293237654496,0.0004598365110189614,,0.000903527641331738,0.0014211003621313232,,-0.0463048190489193,0.021155424319291977,0.024667383639512323,0.014946832139250616,-0.006042402686500543,-0.6666666446306231,0.01583760510255797,,0.043778800009266934,0.022799936496736988,-0.030546404952445212,-0.03189184997515978,-0.5227272378656567,-0.017740839328716788,-0.026863925725393707,-0.0008929946525806751,-0.0029888323266934135,0.010460101291364446,-0.008528096090393773,-0.03089267251674656,0.0,,0.02054453159718537,-0.01691139091296178,-0.00419091146241242,0.0008247851870093434,0.01579048799867512,0.0064592187924815865,-0.0049348471459372545,-0.05658069561386102,-0.11333842082864101,0.008545825520278418,0.001710112960287004,0.007383365087344949,-0.014882953536168282,0.014228236252345598,0.03524091704233695,0.05476673730963093,
9,0.013756058674300135,0.012870347541447377,-0.0008816554777844202,0.014523518288086934,,0.0005706214202551038,0.02142102158088953,0.002465937861582497,0.0,-0.008207982128418223,-0.0005769738929286799,-0.015411111977484966,0.0006255269341253752,0.008776892025019276,-0.00755903434496437,0.01055001495775655,0.038769962422904106,-0.014840369180213132,-0.008550185873605832,-0.017074908299062254,-0.0021987303099679292,0.02983254909843983,-0.0016086466921374672,-0.03023890858497072,,-0.018395603785877273,-0.030124372732981228,,0.026097360109765717,0.04693885580260379,,-0.002500063863594853,-0.015473185083819245,-0.004434815915076862,-0.00017223676084551236,-0.0006931617507158605,0.02736408372580663,,0.02256895517110592,-0.002274406438187002,,-0.08682118293004203,0.011142218051285397,0.027569797250169645,0.01644992711702115,-0.0019668239455107412,-0.13705593568536092,0.0009992881723061918,,0.004214308480260472,0.03611216356226264,-0.00912115055249474,0.0010349295928268802,0.09249081049606385,-0.024695909498559203,-0.04788741775574514,-0.004357687843502844,0.04824835445619744,0.02612606777516297,-0.0011997474624198708,0.013384989238396741,0.0019040698800118182,,0.047659380296519775,-0.0207724477565701,-0.00032369485794695726,-0.013390953416467543,-0.0027959491690876127,0.08031895789571203,-0.002125381202237006,-0.06831795165934373,0.11913044447463023,0.017919169826897393,0.0,-0.00324279477238401,-0.01888482239454506,0.01263333181883032,0.005854684516366272,0.00019231796058587358,
