Name,Riskiness R
AGG,[0.04565325]
AGGY,[0.03824721]
AGND,[0.1226129]
AGZD,[0.03184117]
BIV,[0.07178686]
BLV,[0.09902963]
BND,[0.04423559]
BNDX,[0.01611783]
BOND,[0.04190253]
BSV,[0.03102151]
BYLD,[0.02544956]
FBND,[0.03154933]
FCOR,[0.0330836]
FLTB,[0.01728099]
FTSD,[0.0216036]
FWDB,[0.02754504]
GBF,[0.05607999]
GVI,[0.04509013]
HOLD,[0.00596754]
ILTB,[0.08554746]
ISTB,[0.01185015]
IUSB,[0.02710178]
KCNY,[0.05106932]
LDUR,[0.01458969]
MINC,[0.00790782]
MINT,[0.0013347]
NEAR,[0.00212286]
RAVI,[0.00334616]
SAGG,[2.3957863e+11]
SCHZ,[0.04153988]
SPAB,[0.0406208]
TOTL,[0.02414454]
ULST,[0.00324977]
VBND,[0.1297385]
WYDE,[3.56366566e+12]
XMPT,[0.0666675]
