BSCJ,BSCK,BSCL,BSCM,BSCN,BSCO,IBCD,IBCE,IBDC,IBDD,IBDL,IBDM,IBDN
-0.008958108891273003,-0.013526495214924168,-0.016997427349373803,-0.019001711034591414,-0.020408282314263004,-0.02584165490719842,-0.004829433830131894,-0.0283938260338783,-0.011356318004424184,-0.022439164800529567,-0.014424978949169047,-0.016666739518131336,0.0
0.0006524817479483817,0.001963174235572037,-0.001768413375703165,0.0017521179406361667,0.0044242894531700185,0.004047309512473391,0.0040951477943043215,0.011410513264744777,0.003652924820425786,0.014964100713886831,0.0008034268053447738,-0.0031901683409787185,-0.018298083153471284
0.0052381497302623,0.005201072073904846,0.006749981283679559,0.0,0.00420810152768704,0.008495354364092149,0.0023319192408210693,0.011300403661591631,0.0045164115477024525,-0.0029627736001253753,0.0015841659012411267,0.006937668013494924,0.004291948935158367
-0.004736872008844714,-0.00658509532712595,-0.008141835449453566,-0.0077521281488651264,-0.01059918439630028,-0.013874830770431959,-0.006575460955558015,-0.018727074692507572,-0.00459149421955094,-0.0032595326069120717,-0.0059310863798865965,-0.007574408842613327,-0.0077330107256992405
0.0019039303936962493,0.003313986183555388,0.0019321427961839328,0.002441949055149445,0.004833240164767801,0.003517979167436905,0.001425774954643554,0.012969136797291907,0.0037476628276487227,-0.005000783432287754,0.003181934994759552,0.0007302842985841501,0.0032815565221537327
0.0017590908399329553,0.0016516228213661632,0.003322680701577025,0.003988184767711319,-0.0013472396211767186,-0.002362777704575722,0.007639111333624759,0.0034546759467729434,0.013887574043617157,0.01965223616096745,-0.0009500785266346344,0.0015825772205377475,-0.0002864269902767439
0.0,-0.00047250757005489104,0.00048155229949425194,0.0019465619847219891,0.00348431862111746,0.006039423408208742,0.0004062391654089292,0.006074403291485217,-0.006944487489121414,-0.002393383495541525,0.0016698814786701972,-0.0018270387307100344,-0.00020487595712650653
0.00047490641010509814,0.000944845540404874,0.0,0.0014572591558463448,-0.0009923161127703552,0.0019009563235433977,-0.001726986504097293,0.0013534889576479801,-0.002874051692203857,0.003742830027869426,0.001984941546482421,0.0008134737805910809,0.003689973664417905
0.0033236328876996304,0.0033035812101086465,0.002887447288820929,0.0014546575688296796,0.004965566499109669,0.002096982057453494,0.000305303220551771,-0.00613412051234542,0.003170773460775784,-0.01032643677861533,0.003565791052390943,0.0028442646553053738,0.0028593429821270927
-0.004259195444347558,-0.006114984248151652,-0.004318621836629548,-0.001937135359341496,-0.006867787181009492,-0.00448456927301881,-0.002543912436907325,0.006799356487142901,-0.00498021592914104,0.007825485806023479,-0.005922040284215519,-0.007698485958354698,-0.006924596342586843
0.001183139404293861,0.0015524058946551887,-0.0016040386873207232,-0.002485145812334075,0.0005325513101353053,-0.003825839257672244,0.010191124267491587,0.005685996943882633,0.007438463685318196,-0.001648437404914708,0.00026647618043803173,-0.0014896505962764494,0.0015867247221507785
0.004279642056114706,0.005207974215996021,0.00338642953776015,0.003412761972384125,0.018191258583083087,0.010579341792505392,-0.0011179376254234377,-0.002817050818304701,0.009722033794743654,0.014165124611609847,0.005330990139432275,0.009016138888161069,0.0065679663430896935
-0.004261404769046965,-0.004709987848457226,-0.0004819541494012345,-0.005830749265439229,-0.011258657092579885,-0.008972958409349167,0.005395383489223922,0.00083736220704582,-0.001906333276376432,-0.013967276400906215,-0.006331667102892904,-0.005199568305854765,-0.009461687901780123
0.0009510259090769584,0.0023662667939234323,0.0009645845909277631,0.001955376212416187,-0.001979963471091169,0.0,-0.0051644666481228405,0.0048078835210324045,0.004488790115374636,0.002522373441213456,0.004778826145386229,0.0011435906709490052,0.003788262766487837
0.0016709188028307535,0.0015736847287923846,0.002316533377425639,0.004802037380766392,-0.0030253986292551305,0.004353242410473606,0.009103120810295774,0.010473860694471343,0.006784779764500606,0.007695170194308824,0.0008433634208776874,0.004052335574965325,0.0008384429366758816
0.0014252189540050262,0.003778970822289956,0.0048194721770401395,0.0024333435541165713,0.008478489489257937,0.005524773597256107,-0.0034538486735197927,-0.011955474798560416,0.002950240572305532,0.013198777938194758,0.004761652772687821,0.0030527344608664176,0.006286015135296564
0.0014229876958966733,-0.0004705675154310013,-0.0009594390984335037,0.0,-0.0024720555616798558,-0.0004994266657707488,0.0026502350837388023,0.0048401046331240285,-0.008444704023977566,-0.006130054649496825,0.0,0.003206265255386335,-0.0021228915855340934
0.0009475130643947277,0.0023540982202399307,0.0019203535000288047,0.002427117254823721,0.0029742698580399072,0.0029983362349547205,0.002338285837288393,0.0077481844253824705,0.010334540355308187,0.010312265648326921,0.002765015075382055,4.0464870683158734e-05,0.0056459551068053
0.0001888070561919316,-0.003297854792151357,0.0006742441713407063,0.00037356101714411416,0.005192901441815362,0.004314504052008935,0.006204401905435178,0.0010758819795053769,-0.00024332390805271523,0.0022037714158413104,0.0007936144131205405,8.238420325981816e-05,0.00013363228763787653
0.001895708220410584,0.005665617277930571,0.0033590522389021532,0.00679248012321641,0.003944526472948956,0.009751105489876394,0.004874005169646983,0.011109752060233112,0.002005021609739536,0.013561446232004722,0.0018537716953996855,0.003647839856535164,0.003262833106711045
0.0004734848245741836,0.0,0.0004777511189105692,0.00048166647740041814,0.002455431787622737,0.00019727963612350746,0.0018185706144237329,0.004664621512068035,0.0006668453815158798,-9.471334873018211e-05,-0.0020074056113119887,0.004038766169917954,0.00243908815901846
-0.0023644865865458217,-0.003286573854083488,-0.0038237311081341374,-0.0033713600933009324,-0.0069572728063955706,-0.002955814294101619,-0.0068587861730526715,-0.006809603302997948,-0.006284253849793594,-0.010819016071787141,-0.002997492597080897,-0.008446985489997996,-0.004460707206109736
-0.006634978771437583,-0.00847813325581036,-0.011996151328167596,-0.011599863735138286,-0.00828903201368239,-0.011610545081463388,-0.004671826080113889,-0.009557709134638416,-0.0071866417411571406,-0.004125704951167107,-0.009098184296669752,-0.00933087712817794,-0.009368716256927008
0.004476836461259676,0.005266355795473997,0.0074889595128605595,0.00666339417905356,0.005068059197136714,0.0067557205864546156,0.004205580674244326,0.010672521336016566,0.012503447096753295,0.014921245299042782,0.005421450853785972,0.007653812633842172,0.01036438819755152
