CARZ,CROP,DPK,DZK,EFO,EFU,FDTS,FLM,FPXI,FTAG,FTRI,HGI,IDMO,IPO,PAGG,PEX,SOIL
-0.013698754478030824,0.024564339346647285,0.0005729319088718695,-0.008547036019380606,0.0008211929497009742,0.004377879603617277,0.007210120590807066,-0.010557855756100696,-0.015608429752585416,-0.0393313646907754,-0.01937980450837415,-0.012259131672329645,0.004892728391458063,-0.031877632391045935,-0.004366711642059438,0.008946873506917372,-0.0036363219429079523
0.026442413140626942,0.008120725239141756,-0.06439603191527493,0.053275830702976736,0.03835886921164708,-0.040146848866349664,0.007469720083148294,0.023660632986393468,0.015855915698935158,0.04810659744208347,0.08629773251381961,0.023049525994188087,0.029962569440912974,0.049616627868965806,0.016531661619164254,0.02888281194793298,0.020985260035005053
0.030444669185543127,0.01534325925123951,-0.06546356383822237,0.06400386084748376,0.01491512527621429,-0.04397700161113443,0.011430211661341809,0.016768523057288934,0.006385414614377653,0.038085906369346695,0.052152923298830776,0.0167533257820006,0.027636170989950262,0.031370939118125774,0.020577526240286668,0.002708737366805357,0.033065350943305906
0.028283340810143668,0.015111480033405128,-0.06284777078214711,0.06415395327530413,0.0637470862305479,-0.03874995678694356,0.002443351264360306,0.041230310131224884,0.02079640354597309,0.00376290675950044,0.012680294291823544,0.011931692197370386,0.01627739786015807,0.012083192111894292,0.001300826098204108,0.012279024547840463,0.02162633393447342
-0.005894068787981561,0.003721523751868864,0.006636471924772601,-0.0015904224552963412,0.025892003733500996,0.0,0.007617547228175753,-0.004922847208750606,0.024171290278354445,-0.007497758442961636,0.019920053966898416,-0.0011227864062035829,0.010793981126572795,-0.007822252008368544,-0.01039312420112764,0.0019407666667902168,0.011007493906754784
-0.012104469987400043,-0.017426712021697616,0.057598788483064135,-0.05907898955495295,-0.05466874464255896,0.03875144717460369,-0.0006049296193543213,-0.007743899837905195,-0.019554972636510192,-0.06893289250974745,-0.05970959688400278,-0.033726899393966635,-0.011367530845245579,-0.007053707065837681,-0.037085540570086964,-0.010653781160905476,-0.03433833476500814
0.007751659440038291,-0.009434027342391451,0.02854334164471362,-0.034164326025364816,-0.005660279221346062,0.027290905051707084,-0.01603616598285949,-0.023628748476411474,-0.02589392656031388,-0.06693717454001533,-0.06765600766897832,-0.027923339020268032,-0.012543552719446176,-0.003343176730436861,-0.016019027379105842,-0.012971250731371209,-0.01908053647737592
0.024317473801316623,0.018666761642252575,-0.11674632638939587,0.12173349559157155,0.042030267040259056,-0.08603449263865819,0.0181426330510054,0.024867056439692496,0.012814502993015715,0.06086980019598875,0.045830715218519336,0.03351307040802093,0.07163016472814625,0.03312377017023066,0.0034637258863195373,0.01909257835051776,-0.007073498699694553
-0.020590846616209902,-0.008975345165842145,0.02130719002000022,-0.025141975434234062,-0.01484116401440957,0.018933244940030715,0.012382692452541448,0.008015299461480245,0.032868709414615095,-0.0584017864404425,-0.001826077678041449,-0.015634034566797263,-0.03488574185586258,-0.010534940641079887,-0.0023763831903380024,-0.011192261357305793,-0.013357121950976436
0.0074617411989447045,0.010943334539680594,0.0010607686257139324,0.0018942119763621953,-0.0017559793302213279,-0.007066179546795763,0.016587008608186644,0.0,-0.00676137903200096,0.016322093137316102,0.009756199124891876,0.018111037651795968,0.011953548218246469,-0.0024621224593434922,0.012517220313164958,0.0020166000878391608,0.0243683495929222
