Name,Riskiness R
ADRE,[0.21672131]
BBRC,[0.77490056]
BICK,[0.20165143]
BKF,[0.19560038]
DBEM,[0.2118054]
DEM,[1.03711209]
DGRE,[0.28974544]
DGS,[0.15591357]
DVYE,[4.31672833e+11]
EDC,[0.66987612]
EDIV,[0.42805314]
EDOG,[0.58272254]
EDZ,[2.6864858]
EEB,[0.188002]
EELV,[1.261427]
EEM,[0.20486982]
EEMO,[6.66860307]
EEMS,[0.23460682]
EET,[0.43527953]
EEV,[2.29881878]
EMFM,[0.42177662]
EMIF,[1.74631357e+11]
EMQQ,[0.13026543]
EUM,[2.5811321e+13]
EWEM,[0.34092237]
EWX,[0.19358477]
FEM,[0.17200653]
FEMS,[0.15463407]
FNDE,[0.2063156]
HILO,[0.24856728]
IEMG,[0.18903944]
JPEM,[0.23663167]
PIE,[0.21524358]
PXH,[0.24383651]
PXR,[0.70415461]
QEMM,[0.34615674]
SCHE,[0.22236912]
SPEM,[0.18867879]
TLTE,[0.17679815]
XSOE,[0.17126901]
