ITM,MLN,MUB,PVI,PZA,RVNU,SHM,SHYD,SMB,SMMU,SUB,TFI
0.0024903655195183533,-0.0013099531641876335,0.0045277419247698025,-0.00039654800080493965,0.005102896862590048,0.006846391519110157,0.0031659109740602965,-0.007508137816727948,0.0015926608836156193,-0.00045742197905978703,0.00018820705882356328,0.005366138294548954
0.01408791618407974,0.022065097023437563,0.012607453419767805,4.007537441901491e-06,0.01726675107616453,0.017927628625711102,0.00365381735947244,0.008266107066218885,0.005517480548162149,0.0017678504235670593,0.0027289075768016586,0.012152864221451948
-0.0012945503161681234,0.0012392239102785175,-0.0007696859815584882,0.00040480055261254885,0.005694470395313215,0.007843701857160972,-0.0013483295773274015,0.004456954475277358,-0.0006747000182680281,-0.0003977866125814563,-0.0035660473642274873,0.0019818695298587487
0.0068274105415579035,0.009337506676534482,0.005494501190318525,-0.0003966249558481678,0.00829709730838237,0.01667902747537929,0.0007363966868867294,0.006967709971714661,0.0003950187033420196,0.0010718489776068516,-0.0005650499152383674,0.004466969880030122
0.0020074007475640735,0.0035381356202864845,0.0012814876479534884,-0.0003966187586319983,0.0010547881917924195,-0.006824909844447985,0.0008202950509887796,0.002296941041577159,-0.0007942159286605812,0.0006533139195938418,0.0006596211649184548,0.0015871777209221427
0.006292042693453467,0.012292134691026307,0.006094976439507943,0.0004027079285476138,0.011657165466309205,0.009966444868801369,-0.004222473542329725,0.0066602481167903965,-0.0030148467751493907,-0.003873293847125072,-0.0025426499191515237,0.006498718168177781
0.026524651147032303,0.031245900449260674,0.020179498104795072,-0.00039849746214974533,0.02101414478441005,0.03664195051814237,0.008984911515756778,0.0172861628273971,0.010451408029653116,0.0063027741198002155,0.005287056368713202,0.02510865551366652
-0.019421510468330357,-0.01916487629233991,-0.013380855521064671,-0.00040090631007693237,-0.011715929831396648,-0.019805965256688277,-0.004086329760440527,-0.006189500485092803,-0.002826260237803259,-0.0008926143986536318,-0.004226183201741577,-0.017430184852671417
0.005323403009149694,0.0007005867364469211,0.002168505321821432,0.0,0.005060030067559499,0.009681321268530076,-0.0017460877668677,-0.006261632000863057,-0.00357707667019384,-6.020978420299475e-05,-0.0019805621237439647,0.00012766762147708294
-0.007903454442295342,-0.013494176076721905,-0.007064237602816769,0.0,-0.011491954058748892,-0.015533957557314728,-0.0031894893236327077,0.002734631877749001,-0.0037089255220553227,-0.0010738127840730807,-0.001889973539973504,-0.007233620060154757
-0.009920512913878816,-0.009822014520211515,-0.0048979547959667824,0.0,-0.006193162329264652,-0.01367991074587723,-0.0013222096000958098,-0.002081247069710428,-0.004184672112959365,-0.002252088450914379,-0.00028410338143995017,-0.00863410841819674
-0.0024302005317510308,-0.004858288172906507,-0.003377475070262791,0.0,-0.005414657797166262,-0.0025396478416635517,0.0041145307428495075,-0.010965924539725364,0.0003400060193435737,0.0011174525476535828,0.0007576664743884207,-0.0019662559908826503
0.008888253914897358,0.01993469472645835,0.011184605362523484,-0.0004010671004086865,0.017225485125246673,0.01089312158290476,0.002823071177344847,-0.00183891766839937,0.011345706230538929,0.005590132775882528,0.002649749269418832,0.011095856450703136
0.0015579478659907776,-0.005243407420799421,-0.001054261735897689,0.0,-0.0013084328668685095,-0.005212234366411276,-0.4998042597470909,-0.008668581570156271,-0.007058341489249398,-1.9009139326996325e-05,-0.002359603653410203,-0.0023295700562215426
0.013987945184914835,0.011787275223720669,0.008644658397333525,-0.0004009004866896253,0.005525465490426022,0.0026516656068092314,1.0023428291661505,0.013002158515337394,0.0055658657175430785,0.0006968202697615946,0.0021759981696121587,0.010601662677825316
0.003713223975148925,0.008601896293824202,0.0035658617107288642,0.0,0.008625999746430812,0.005841055685893095,-0.4981923223378093,0.005247633679193032,0.0038354876778589507,0.0026846871076613397,0.002171282922684734,0.004007968567782854
0.005294122116955922,0.011556600809250223,0.0050563355387772384,0.0,0.008713748080125367,0.016431843511590268,0.9967272552286964,-0.002084782172627074,-0.001879146931557858,-0.0009918780586630784,-0.001978212058093032,0.003611930579580596
0.011186082531969174,0.008427771691839692,0.008244252177292103,-0.0004015527690061157,0.009422593356946129,0.020114891213302243,0.0003268213057803537,-0.008501818061066946,0.0027425315898171477,-0.0010540854105201463,0.0,0.009359920289175806
0.017182925058886325,0.019996114375534398,0.011731417921193437,0.0004017140784066487,0.010183271846143257,0.015280849408901747,0.005673882614565588,0.01971429303772354,0.0053170285401458565,0.005735485764886104,0.003209098722296401,0.015505206757742338
-0.0016465981357990144,-0.00148425112646815,-0.001792668509364063,2.0479027387774656e-06,-0.0005799549440479988,-0.0011296284479940016,0.002452858476892418,0.008038201150821926,0.005116635745909328,0.004358150344096738,0.0016934800856760984,0.0008115298329462987
0.0006991435668147701,0.008244834759004976,0.004619252372503246,-0.0008008921629053716,0.009884853939948108,0.016558903545227304,-0.004119538063911582,0.003940590005911638,-0.0024296487994259464,-0.0023653274119897136,-0.0030994833934489515,0.001320307964321894
0.011661032635132514,0.01232134673952028,0.006837466110532587,2.008549205550634e-06,0.00937824199918563,0.010277191011906677,0.002497963330628781,0.003981982203410222,0.004313879118666277,0.0018192184776053087,0.0005652722872174995,0.009271175925424195
-0.0005132569245904826,0.0024338948095183693,0.0026180489814601553,-0.0003421085305498541,0.007784201808439164,0.01018861416259045,-0.0011034148390930269,0.0007933929435438885,-0.001298706027431181,-0.000612598305638792,-0.0014123729212534009,0.0007797986062705183
0.019867340175321463,0.027270534745337596,0.01606040449366258,1.611486511833201e-05,0.02186378610410924,0.026894383643089114,0.006807673686155458,0.010644001862874671,0.006012429784910689,0.00023667588502616606,0.0027344930862472057,0.021607326729630016
-0.00016881719914176106,-0.0008920854585086522,-0.000456468661990633,4.8384820386323505e-06,-0.004975475475762909,-0.0013937596284004975,0.0032052623458658537,0.0022687855975878184,0.0037873259227388352,0.004360277322054365,0.002068854695085693,-2.8571938333831433e-05
0.0013300268055676636,-0.0005317896279318621,0.0013342297374694867,0.0004347642104299658,0.0009903313117385255,-0.0022725151307669946,-0.0005880438515940038,-0.001693974708447033,0.00034019226628035655,0.0014451353708816869,-0.0009384290716671828,0.0021590524483421237
-0.005903012486822528,-0.005217347274458194,-0.005714668363691099,2.1640643587934624e-05,-0.007507652675453022,-0.00629592387290475,-0.004950726656633615,-0.001904850813091031,-0.005294995763304992,-0.005467843410375759,-0.004414813116802644,-0.007038192764626435
-0.010483011072052314,-0.020663459970718126,-0.009595802488152337,0.0005580132319014847,-0.008413146506417052,-0.013630403509295702,-0.0030705725840193035,-0.007524539752171172,-0.0019321699270180945,0.001425221482477708,-0.0009434758174068164,-0.012180523185271186
-0.054787401710447284,-0.07087813330892381,-0.040964392780353735,0.001649061196809357,-0.042776964694610266,-0.07229566434960913,-0.01765603782160577,-0.06576523458707724,-0.030922498614442538,-0.018622903069483467,-0.012087997092152265,-0.04260606749312807
0.01365796582624025,0.02745198805617179,0.015671776139655803,0.0003170989365039226,0.01434142391001096,0.020682178945158967,0.0036707624470650453,0.020810782738815203,0.007366731327985345,0.0004092957651100326,0.004397275553032413,0.005070650577326867
0.012108953750336448,0.007672749175121542,0.005889598753374446,0.0002650374948542521,0.009403899235351731,0.018616795136884145,0.009219777007097429,0.00996305301907096,0.015883640537979072,0.014855498089467728,0.00199865803749891,0.010328662976800464
0.004277263232509128,0.007731939516747244,0.0033191777593687233,-0.0007682538558911725,0.0056954853035398895,0.0046260319755153856,0.0033137891264571804,-0.0016732984252996685,0.0022987185969701664,-0.0005993301545738956,0.0041793503436487744,0.0039856483458107425
0.00022160360426364922,0.0031485205957980144,0.003103213385324463,0.0007631181719391517,-0.0018580736472209687,-0.0002005062763140839,0.0008086294937086157,0.00843792489974541,0.0015522455325161248,0.0026809760807308715,-0.0012297105445543556,0.0030841605439772537
0.010296478873207927,0.004408541941764997,0.005548637172306683,-8.043476297275293e-05,0.0029857953590599648,0.009823482887181186,0.0031205217016307923,0.008867936382299567,0.0031551614394861303,0.0023397184859936465,0.0010417748287441632,0.00780171056932925
0.0201915253010437,0.02102951036052673,0.015292467872331104,0.0013650484885284284,0.02235791609982821,0.02047931387279187,0.006166374612492561,0.01055800488514296,0.006755832032211787,0.0053304981786008645,0.003500501518462645,0.018654161200080517
-0.004378482071042861,-0.0020649448129890736,-0.004107240382266882,0.0009640605587429588,-0.0008708155431530497,-0.0016142770078659981,-0.005266211650467854,-0.0003091168733585976,-0.0058557784916636185,-0.006017604919525037,-0.002734052983878472,-0.004670668129188255
