,Date,ECON,EMCG,FSTA,FXG,IYK,KXI,PBJ,PSCC,PSL,RHS,SZK,UGE,VDC,WBID,WBIE,WBIL,XLP
0,2013-12-09,-0.0102233061537871,-0.019802242728383376,-0.018809945225012194,-0.019734865313902693,-0.017898366920894675,-0.020204411584202966,-0.02748092455143526,-0.03454520722280199,-0.022015430262494362,-0.01902927443647838,0.039104550394954016,-0.03736652297866892,-0.021063834795604395,,,,-0.0188021566172308
1,2013-12-16,0.0030604063641119167,-0.01333304514924794,0.008998572452535878,0.022433286246661258,0.011723449876696913,0.0031997429666527307,0.023940556050855686,0.011857845566530288,0.015548491142588305,0.015541542210243247,-0.0253613222252639,0.025481979411361416,-0.005926441791937337,,,,0.006624156449242646
2,2013-12-23,0.012585789484036807,0.008189721624045803,0.012536213035194132,0.002759756613204485,0.0037921587664722293,0.024629266745600942,0.009002898990422175,0.02269469674982705,0.011312175991195458,0.009479038505208351,-0.020425310980323238,0.005793900026551458,0.02989578875824049,,,,0.014472439993090799
3,2013-12-30,-0.019498035227080657,-0.017135504134502145,-0.009424271074208065,-0.009003804582974778,-0.0029244209098435517,-0.010942730784757432,-0.007237951607188983,-0.012096647646734411,-0.007716960072680281,-0.00699982602341149,-0.0037130634724799583,0.008733516938981981,-0.009833229884955554,,,,-0.010971025643161703
4,2014-01-06,0.0011610820280170712,0.0008280991255230594,0.0,0.013060569623011163,0.0034935195024513857,-0.003766564277278086,0.008441986926731548,-0.012040882511684451,-0.0004574463848944538,0.0012306883468622774,0.030963153279870828,-0.0035668923346279416,0.00018359202425712468,,,,0.0007078704604911038
5,2014-01-13,-0.01082349780695415,-0.018204171846300597,-0.010097097631872448,-0.013172399146602407,-0.01213215328967109,-0.005198487071570174,-0.01826503269184855,-0.009089004705012624,-0.0203659821387505,0.000893969555771147,-0.001668568842624267,-0.019815902114147348,-0.011400052314905254,,,,-0.007783205291336625
6,2014-01-20,-0.058225893682829925,-0.042983885010930076,-0.014515265104682127,-0.02641321351154728,-0.018795266050358632,-0.013539108075403091,-0.017054126952853653,-0.01500949869881509,-0.013548376999752356,-0.015297004795055306,0.041225800807368845,-0.04225899357730345,-0.015158663562558874,,,,-0.014023968028952614
7,2014-01-27,0.004564212335559368,-0.014971116831457056,-0.017515944459650424,-0.002625316493238546,-0.015672593889893553,-0.023838075847336434,-0.010646635269928224,-0.007618972679137653,-0.009945440243259806,-0.005102658038411496,0.0329052198835929,-0.04017438375597814,-0.01586386997790904,,,,-0.017357696532867933
8,2014-02-03,0.00578294579263476,0.008046124522903058,0.004456939325124789,0.003217257821887405,0.007739654036126957,0.015293454014497915,0.006775687207581209,-0.015141714245456737,0.00023903309497998117,-0.005926487281473679,-0.015281073623335088,0.017026086590647072,0.0034541789764529303,,,,0.004170769554508479
9,2014-02-10,0.03367549529216772,0.02882514779317686,0.02178287951658773,0.027988204309688725,0.018981979119110776,0.01652075081632049,0.035233547210377955,0.029883098435142995,0.031563725344754094,0.02407693494244086,-0.02998421148045161,0.0276227066801366,0.02294901470715048,,,,0.02223286609396859
10,2014-02-17,0.0027811275990158204,-0.0021550208222193205,-0.0035530608602163103,0.021837884316856845,0.0008612610702825252,0.0007170000138289156,0.011089633970039387,-0.002313006947444653,0.012054026091575675,0.008508936471069633,-0.01979372435514426,0.020499435435398825,-0.004393474075010258,,,,-0.005736235370626171
