CBND,CORP,GSY,ICSH,IGIB,IGSB,LQD,PFIG,QLTA,SLQD,SPLB,USIG,VCLT,VCSH
0.009485424714527691,0.012253471073685272,0.0012462753023312464,0.0002792849571689242,0.0068561540915749045,0.001232201844806432,0.013332835115340492,0.0071485702938840654,0.009025809468718964,0.0023894663004885236,0.02666860185357528,0.011814786768922768,0.02573867922905392,0.0041132988462171645
0.010013769042565191,0.01263985364455851,0.00041262837609810953,-0.0003193013707077964,0.00957578981492867,0.0028261383922481586,0.015137206651555891,0.008675039090100894,0.008247019097381606,0.005363547874453585,0.016336531335642078,0.013773032024295707,0.01887336544418201,0.0053502212839162035
0.006851448316785892,0.001244697882915576,0.0017158355646513606,-0.0010978370733910248,0.00031580354311483574,0.0002193187486021935,0.00015060704375901066,-0.0003909304143861615,0.0007748388695165059,-0.0013831258371245693,0.002439729711316505,0.0002723812214575065,0.0008741881691981548,-1.9427089992933955e-05
-0.005663979387013764,-0.004037471833363369,-0.0014726612408134418,-0.00012041163520310884,-0.0028685321492993693,-0.002216239576150909,-0.003139396960419245,-0.008994915917090358,-0.000410071139729143,-0.0045508507211940285,0.004345985220763589,-0.0004835459377289253,0.0007354673510334295,-0.0015972479960802046
0.019539165608257174,0.0193392474762928,0.0015367108038824133,0.00039957759060993734,0.008863093928076087,0.0020777522530994307,0.019946315124106325,0.010655130228887158,0.014004260626637626,0.006360564373671953,0.031002099104013137,0.014713804943325597,0.03262225760299217,0.002982358739335805
-0.00926877745376626,-0.01578361617224598,-0.0004337097420225417,0.00010025526598040794,-0.007882555982466316,-0.0014501321577921461,-0.01675957280294151,-0.005857164941149383,-0.011930930727489457,-0.007307979314477932,-0.0264005728174007,-0.014115488072902704,-0.02959904658138318,-0.003105575804668098
0.003130286212795124,0.010924564795332228,0.0008666508351390115,0.000279665803161343,0.007515627077874938,0.002564878942593286,0.012316298387337991,0.0007855852625917464,0.009387122162125238,0.0037804020605014203,0.017661424005515597,0.012592183011428127,0.0229149252299623,0.004682571561805441
-0.0014909277382141293,0.003240291386047343,0.00027741622745478233,-0.0011194679553168402,0.004660084533602898,0.0008835777277196934,0.009143458577282972,0.004317111459968582,0.0052695375217472525,-0.0015857680557826025,0.01016823579241437,0.005264849832869823,0.006108894335616279,0.002155349516973445
0.010179469487015107,0.0005241554920024995,-0.002982907919709013,-0.00122153757192165,-0.005904802556691579,-0.0020776171477921955,-0.0028634164189605877,-0.007424775302852726,0.00200974901889393,-0.0013897161284438435,0.004297070994175865,0.0020322800094713413,0.014142266554409097,-0.005308383442081462
0.03542353655503778,0.03294353120831834,0.005058122655058891,0.0017043483274337547,0.021790561700229926,0.00434150432541051,0.04324965753245856,0.017322834645669343,0.032197364186470595,0.009940358050504135,0.06886987533827096,0.03384701552463498,0.027571218948464475,0.014306971861937447
-0.016167375055765654,-0.01099094264502649,0.0014013105142242398,0.0014013219281732053,-0.005481956508158159,-0.0009482303739072383,-0.016869868482173308,-0.00696594427244581,-0.012023030959014731,-0.003740118183860649,-0.0287016400579414,-0.013840540678742113,0.014847441966851218,-0.0034837334919777963
0.002916013788507765,0.0006268465520144288,0.0016422481729327831,-0.0010196764884244133,0.002062516497513658,0.002430508500109464,0.001971935376360613,0.0031176929072485697,0.001598281551172506,0.0025686820278861488,-0.003600927019020133,0.0030635006733283144,-0.013747067645408794,0.0029458063090527647
-0.004902867338761281,-0.0051028211316089,0.0009602970376850076,0.0019421615610484848,-0.0004525159030211378,0.0009880845924894082,-0.011886577528237305,-0.006604506604506533,-0.008249814191166164,-0.001182538384606237,-0.028076983428424032,-0.009147406086761718,-0.02065804114859324,0.0005514003525057672
-0.0163637346416159,-0.006017143276350836,0.0020995460446201525,0.00042050837245713636,-0.001919837117354153,0.000578397746200105,-0.011250946651165026,-0.001564294094642224,-0.0071076730391755796,-0.0019731254932912265,-0.02545277786773715,-0.011840346755665558,-0.03125052473333178,0.0010483518441112866
-0.01426158234726507,-0.017414492819742042,0.00038088720627377546,-0.0016196559580330429,-0.008099244168239816,-0.0007780081609189847,-0.01886037969142124,-0.006658832484965361,-0.017946777392359618,-0.003361051666229744,-0.035496269034556695,-0.014926332241488663,-0.03209090517646601,-0.004703824169041702
0.006242816292842421,0.008515874609638522,0.0011585089310093,-0.0012430615330737715,0.003412937584683288,-0.00038162495677459987,0.008246160158561843,0.006309108584025652,0.012392154785180636,0.001587026383654044,0.02524978375570237,0.008246539873052156,0.025209300857533676,0.003741184156689293
-0.00795067644728083,-0.0076834204620998625,0.0004599736676135338,0.002628484853600309,-0.004400373225501625,-0.00015386253600137908,-0.008255644569095655,-0.01253914576802505,-0.00296965091859575,-0.0023767675826195647,-0.019221043059515087,-0.01008726163045077,-0.004921288368372003,-0.002408023144635923
0.00854967370929939,0.0038996862147584648,0.0004991740387118318,8.839245813773506e-07,0.004714446731170028,0.0015421371790177107,0.011817140730153514,0.0,0.007456119226995764,-0.0013897161284438435,0.006766085390074715,0.008867501054136607,-0.0023873248307241172,0.0051761399577699
0.0053565770708693524,0.008108058043728173,-0.00017640013066680594,0.0018228192421288344,0.0039177841013777965,0.002238153540496507,0.005770098321375228,0.0043649998267857575,0.009012124932817542,0.0021868986518269497,0.018115488169265108,0.00633124343102887,0.009572124023858538,0.00010762419520987036
0.0033426352831303283,-0.003376345753487359,0.00047556572354599786,-0.0013398801143314056,-0.0021424243039715753,-0.0009399228546688367,-0.0015072700028049505,-0.0059264719844517215,-0.0032597450862847524,-0.0007935131918269515,-0.01397339602138695,-0.003886823387697557,-0.002519093290895886,0.001029385990392234
-0.016504703407924308,-0.011197560683571731,-0.001833632909026665,-0.0033676468326897593,-0.0077591316066881405,-0.003260789828954913,-0.013589449667803826,-0.005564387917329116,-0.00871621231435685,-0.002580841822133112,-0.011719132834155405,-0.010495951021914541,-0.0171292062628152,-0.006914616982266943
0.01110403476999412,0.011117274390277355,0.0023954341214881504,0.0017660462744564487,0.009874482919722292,0.004103881447083589,0.0069072342951498255,-0.002398121502797752,0.016428403276990116,0.0011942077550077075,0.0060028129416025205,0.008029962863229953,0.004109427396143389,0.006632258249009755
0.003850018590849403,0.012856722858450529,-0.0014040627283977876,0.001607966184355536,0.0039865541366334465,0.0009544050612713971,0.007534024633664055,0.004807732564412301,0.008632385981160192,-0.003976163100917762,0.014129773863048015,0.0066397290806921045,0.006918293810681265,0.0008847061107960069
0.020595337730274686,0.025784717824898686,0.002572279744901806,0.0029120830484392823,0.015017242231773437,0.006157009121710785,0.03618806051903521,0.020334928229665136,0.021691299485128945,0.007984072175012874,0.05273030551182694,0.02731577904591904,0.06328642628083439,0.011643028206022593
0.011780752966233541,0.014041268952922951,0.002410347047700406,0.00019995146043530628,0.006293950408845984,0.003092461070608328,0.01566663763467161,0.006252442360296997,0.012099204750437938,0.0049504950495049506,0.02990915651906735,0.012657568330966821,0.023798962035797545,0.0037099548208148303
-0.00027838134278394675,-0.0011264427360961002,0.002988784861460072,0.0006007620165404347,-0.0006010065009333879,2.1398842754528446e-05,-0.005029773734613538,-0.0023300582524272326,-0.004465171341615825,-0.0021675073891625008,-0.006898045136615166,-0.0017290150854910311,-0.0033435081900315172,-0.0006209958472383114
0.025440403674789242,0.02398276765434794,0.0007224943665001428,0.00160168494640825,0.014807162877060466,0.00682198677583861,0.03084067062851485,0.012456169230978342,0.024093848957398155,0.006121682585341228,0.049901175145217705,0.024750484567069183,0.04728902481994468,0.012229192027608315
0.013274847391772008,0.013318635997930022,0.002902122469839344,-0.0009793230449068053,0.007365981799149687,0.00110132684139704,0.013019218619139308,0.005382545174932603,0.008855243833855204,0.00215897934918587,0.029960021102835088,0.010927330901952954,0.02569236725045946,0.0029180975286201
