EMIF,FUTY,FXU,GHII,GII,IDU,IGF,INXX,JXI,PSCU,PUI,PXR,RYU,SDP,TOLZ,UPW,UTES,VPU,WBIC,XLU
0.00941074701013863,0.012256650255223359,0.012454079798652408,0.03599379443109872,0.033195027500870215,0.01149975859763226,0.03942649394297107,0.0010773993639641157,0.014445678767950696,0.0137160273685465,0.024200833054313458,0.033984704029511065,0.013050912596497705,-0.03597123042807578,0.02960916805999365,0.016887327339691616,0.009726411834194388,0.010450175353284552,0.0035046763972756967,0.008984130825225275
0.04904744270610092,0.03810560612972482,0.0410021430749218,-0.005790427641154307,0.02961858207832968,0.03768204039076743,0.0313219159711644,0.010764435928410577,0.033761835596222686,0.04403439081227891,0.04458310586619718,0.02013142319774504,0.03670861085591237,-0.07739872378814187,0.03409441784303403,0.07283192365542825,0.0430463161400383,0.03777947927603945,0.010905537946208795,0.03698625594824865
-0.02550223310080666,0.02332738591622828,0.03544849873480965,0.04146112493307293,0.003656630874442746,0.023855996595232427,-0.002786293872821348,-0.012779577047788548,0.008887057347833611,-0.003534429668808059,0.01621862392556596,-0.010471262179579777,0.027792563189857726,-0.060781166760826025,-0.0108944187063246,0.06879807438779646,0.023593121985959427,0.023083340071430355,-0.009785415916330129,0.025319086251585955
-0.013877873798109015,-0.020113921072395596,-0.03212169022279466,-0.10189578006688443,-0.027690124563181658,-0.01976189070143031,-0.02933778351129626,-0.049622571492005864,-0.02466422506745189,0.0009459138434443349,-0.01091976891581495,-0.01872198164753281,-0.024180961225590783,0.05634847695580755,-0.05304374473000962,-0.050454354632729216,-0.021287104114658742,-0.019680021157665126,-0.005211444742605496,-0.021687492107952108
0.05026133126612437,0.013342525109371376,0.01659410361891165,0.07493404324265943,0.0239821919838514,0.012941203320458696,0.03425441198644907,0.013620913540910023,0.01851455093559571,0.01015820109554762,0.015711260856005438,0.05267515309187835,0.017319725639469846,-0.035872413321284526,0.05081129951290394,0.02063617508655257,0.017644892748281987,0.014194354229664828,0.011811849492496777,0.014047216011853523
0.0026799141650858914,-0.00168798426249701,0.020188844062459847,0.0021599978142261816,0.012929897535155391,-0.0015643176617371262,0.002783314144800005,-0.02463591223972242,-0.006207068315014415,0.0007015594169342747,-0.00627105132681616,-0.014184221667418062,0.011000312637465776,-0.00459044672071088,0.0183514109473249,-0.0020512043034301665,0.013800614117685293,-0.00219926088685602,-0.0022156605943936124,-0.0006493414292728831
0.07903778670814755,0.02164333848821419,0.036631609416337266,0.06853131113340385,0.03058763630511759,0.022371130766411302,0.03524826404315542,0.11021798633258288,0.023644658814229804,0.016826194600613232,0.01977290281772083,0.10711422300888647,0.027461195308409743,-0.03786414595945501,0.04204791152828677,0.047274137576188285,-0.006212877710150659,0.022442645512213085,0.0056317382459326725,0.020359428454303632
0.005307914857117419,0.022840249988082997,0.02315194722510609,0.01819996684690797,0.01869591920809321,0.022562828887202315,0.02144774073015959,0.001034164514921436,0.018522650350363136,0.003447511624633256,0.01856443766870941,-0.015884409433937974,0.016767426210413033,-0.041372355495372416,0.007960483952651138,0.04308408168484462,0.01819319578054064,0.022537934885521155,0.0012174125121595257,0.022075933303064683
0.02569515047038635,0.008414270482193145,0.013497319732945295,0.058082285794857726,0.014682333433662403,0.016819330769245043,0.014173212207482916,0.033057880869860716,0.015404352029463381,0.004122790340306795,0.009720394205457837,0.04842250532500827,0.0076878152370081125,-0.030526306910084688,0.023148221772962756,0.040766775287604966,0.023111129256597883,0.016195643432993546,0.006079508541656904,0.00996900808405425
-0.021276552182513238,0.01278983948172781,-0.0027418970046959195,-0.04170229266685733,-0.014695883849985696,-0.002210983586662796,-0.008540366235719406,0.00600011694617361,-0.005689126395903884,0.002006479434385948,0.0066954344096376755,-0.02214831993054952,0.014532826566621863,-0.022258321828034246,-0.02315668847684145,-0.0008608793793090827,-0.0020227260973809023,-0.0016032221290889887,-0.006162214600147019,0.01330988114751887
