FMB,ITM,MEAR,MLN,MUB,MUNI,PRB,PVI,PZA,RVNU,SHM,SHYD,SMB,SMMU,SUB,TFI,VTEB
0.001561955528218709,0.001285977758641061,-0.0006988969961124232,-0.002580307811053084,0.0007344715643044497,0.0041575773198788656,0.01149878002327366,-0.00040120809763618273,0.003200416619206091,0.001585426382579703,0.0008231867871328267,-0.0032337251537868537,-0.0022881888776069485,0.0007954098932025388,-0.00018928877660342013,0.0016745886464738088,-0.00019998702392286528
-0.004093047470124106,-0.0005570347256033637,0.003158449506546717,-0.0006789221616545847,-0.0012071896489988859,-0.0017649566076355708,-0.0013326854010014114,0.0,-0.003987546120825659,-0.0004899869460957424,0.0003281843341699767,0.0052680624882570646,0.0009756466363419748,-0.0006951558114887987,-6.866201505198177e-05,-0.0010009738886058814,-0.0024220127047977504
0.0021527660679245136,0.00515011875902496,-0.0013952369596824544,0.005192372851779092,0.0028537864506169124,0.0018888343976335052,-0.0012208933323549305,0.0004013691301813527,-0.0004001985566034702,0.0075425631405820455,0.0008229690640027133,0.0004046730440712705,0.0022935428662861387,0.0013930170915969625,0.0014220239412881992,0.0029337368777699385,0.0028091362398465283
0.0007810129939123492,0.004270207553524678,0.00019980830508537016,0.003615548488698587,0.0013764152113016322,0.001884737558240272,0.000814429741851111,-0.0008019655837680943,0.0038170019417222436,0.006698331103804893,0.0008218851825562857,0.0016175895873123528,0.0005724330591473166,0.0005958302590038145,0.0015147895052060145,0.0016716987114140393,0.0020007548122716167
0.0055707145023902865,0.0055271219766943,-0.00079809948324887,0.005661368728633247,0.00513303496669793,0.0015052251493438565,0.0012215602592950472,0.0,0.005602257296150005,-0.002348528958217787,0.0008214457728238957,0.00040340898701151436,0.004002344219922792,0.0017875550750523974,0.0017957951622902344,0.007509116033945215,0.003993369612687077
0.005639837375948097,-0.0002101603396264168,-3.111234859415281e-07,-0.0012307673126064464,-0.0009737437495182305,0.004702176521086837,-0.002155873773400446,0.0,0.0,-0.00402234526512138,0.0016432118636791136,0.0019328382828991398,-0.0018779893671239387,0.0002989486534196959,0.00013877079774107483,-0.0005362089588401496,-0.0004766351580627153
-0.0029008949825378577,0.002966071639348737,0.00019969985700551277,0.004111358251340362,0.001280453927335155,0.0003744217408473208,0.0004077098068482541,0.0,0.0,0.018562507323614242,0.0004098193283498683,0.0032306308120232637,0.003426577265953776,0.0005948610173844809,0.0015103313469071824,0.002490782470255111,0.0011957852088404154
0.0031033301998223467,0.0,0.0017981841102711765,0.002047488139718954,0.0005483276433207468,0.0014983321845064195,-0.0008150026190161892,0.0,0.00393258993746738,-0.003102172084140857,-0.0008198153017913496,0.00080519024475783,-0.002276623645318717,0.0,0.0006598425144979857,-0.00041409524316184966,0.0007960390033951874
0.003193772447372753,0.0,-0.0017949564481075605,0.003063659661446334,0.0017350476979322226,0.0018696489357169308,0.0008156673900753468,0.0,0.0,-0.008557016807755785,0.0016408476928162724,0.002816076223887289,0.0011406705471942115,-0.0007925861581240867,9.411733910279416e-05,0.0008287130795354594,0.0027844104207153607
-0.0011594818321825585,-0.008027172722857967,-0.0013985323415062051,-0.005600519408495598,-0.007292225946819016,-0.009331838140486073,-0.004075013095080946,-0.000401161132918285,-0.004769417082460376,0.0007847032212840718,-0.002457090252446199,-0.0008022831445494527,-0.002278920619078545,-0.0033723887838030785,-0.001789604237600702,-0.007450605351456058,-0.006743196369453671
-0.00036691072588251953,0.0027581849426594755,-6.076270148649542e-05,0.0038860678542091054,0.004259502364250115,0.007626590911128123,0.004091644261227427,0.0,0.0011979793950391846,0.004618658771851114,-0.0004947755902069277,-0.0008075826132849256,0.0027419906683779282,0.002925364499876851,-0.0002350570514527082,0.0010723135371236672,0.0037299613001836015
0.003462765090795837,0.0068086935320672065,0.0,0.008696063558879061,0.00503910890512418,0.0014988330767501292,-0.0016312331032484284,0.0,0.00828309961027389,0.013301904869665707,0.0,-0.002417207128285121,-0.0022803823487742942,-0.0009925509835564165,-0.0009443343676252717,0.007095243492138762,0.003784806168721866
0.0043432150705102895,0.004226490090423895,0.0,0.00202837446177862,0.0023700915779667512,0.0018705744310943137,0.00040854880529788513,0.0008025622274874933,0.0027776704343688585,0.003088965488549293,0.00041104076330037673,-0.0016155836884314881,0.0,-0.00039802909680233285,0.0005668501610074914,0.002486443538188211,0.002580105964611696
0.0007693645937944813,0.0004207361984035855,0.0005203356107578495,0.0005060671218187128,-0.001182017228573259,0.0001864194214099569,-0.001225485001267441,-0.0008019186378792131,0.0035617559764114476,-0.0011545042704862428,0.0,0.008495250035028467,0.0017139419943316733,0.00039818758704796345,9.470704137947763e-05,0.0,0.00019773903267284143
0.004805965725023458,0.006535014940705725,0.0010414792055988067,0.010239083484904174,0.007079748781313706,0.005892455859139681,0.001513215274756797,0.0,0.006703241504796427,0.0023603964043753724,0.0016436372241068352,-0.00650290884614092,-0.0019402210195916601,0.0013717807169099086,0.0003903725910064152,0.006915926469784609,0.007762781921426629
-0.001339070361112322,0.0008374619597431511,-0.002400032595953444,0.0,0.0015403352245949176,0.002231457870042243,0.0004083500032461377,0.00040132212775772147,-0.005875239134741647,0.009633869872405056,-0.0024631930818609328,-0.0060729404718259505,-0.0005715447524498091,-0.0003974003793483888,-0.001039344650715693,0.002057069478681076,-0.0013756974101834045
-0.006513602853406645,0.0025101483889890712,0.001002305102197099,-0.0005020077000242526,-0.0014475620491277016,-0.0005567786903022966,0.0024499047741689426,0.0,0.0058609605435404255,0.003434999469241425,0.001234766121670094,0.005702715956948206,0.004007045572889713,0.001391256003502699,0.0009456664043357874,0.000820863997232666,0.0011807455379553122
0.009274091952997244,0.0004174679188155706,0.002425407949584458,0.0005022598383305076,0.004861322754915821,0.0018563306015185641,0.0,-0.000401161132918285,0.0007856680712245944,0.0,0.0012329868118898927,-0.006480420883501141,-0.0005701844769105747,-0.0021834810681982627,0.0019040194710738469,0.0,0.0042036540906273635
