Date,Open,High,Low,Close,Adj Close,Volume
2007-06-01,26.400000,26.430000,26.250000,26.260000,17.221516,0
2007-07-01,26.400000,26.719999,24.120001,24.850000,16.296829,1443500
2007-08-01,24.879999,25.170000,21.160000,23.559999,15.450832,644300
2007-09-01,23.660000,26.219999,23.450001,26.020000,17.064119,331300
2007-10-01,26.110001,28.420000,25.370001,28.379999,18.611832,437800
2007-11-01,28.350000,31.110001,24.680000,24.780001,16.250917,485900
2007-12-01,24.040001,26.719999,24.040001,25.719999,16.867380,225200
2008-01-01,25.980000,27.100000,20.270000,23.900000,16.123571,350800
2008-02-01,24.980000,27.840000,22.049999,26.990000,18.208168,311500
2008-03-01,28.059999,28.059999,22.799999,25.379999,17.122011,302300
2008-04-01,26.600000,29.740000,24.990000,28.700001,19.361774,344000
2008-05-01,28.350000,36.520000,27.059999,31.709999,21.392401,477900
2008-06-01,32.279999,33.490002,30.379999,32.080002,21.642014,389500
2008-07-01,33.020000,33.020000,26.320000,27.330000,18.543676,426900
2008-08-01,27.500000,27.940001,22.010000,27.379999,18.577604,447300
2008-09-01,27.170000,27.170000,19.230000,20.650000,14.011236,297700
2008-10-01,20.309999,20.600000,11.280000,14.650000,10.072516,698300
2008-11-01,15.800000,15.900000,10.280000,12.700000,8.731808,478100
2008-12-01,12.060000,13.800000,9.660000,11.120000,7.645488,820600
2009-01-01,11.110000,13.360000,10.540000,11.160000,7.985899,514600
2009-02-01,10.740000,11.800000,8.210000,8.990000,6.433088,513800
2009-03-01,8.900000,11.960000,7.440000,9.760000,6.984084,639400
2009-04-01,9.650000,12.250000,9.490000,11.440000,8.313007,505400
2009-05-01,11.520000,14.470000,11.490000,14.380000,10.449388,874800
2009-06-01,14.960000,15.200000,12.250000,12.920000,9.388463,1293200
2009-07-01,13.150000,13.860000,11.300000,13.650000,10.043468,783800
2009-08-01,13.700000,14.280000,12.870000,13.780000,10.139126,599400
2009-09-01,13.850000,16.129999,13.300000,15.650000,11.515042,1565000
2009-10-01,15.650000,17.660000,14.360000,15.430000,11.430693,1640100
2009-11-01,15.570000,17.080000,15.160000,16.400000,12.149274,842900
2009-12-01,16.660000,17.190001,15.780000,16.980000,12.578944,725400
2010-01-01,17.200001,18.480000,15.800000,15.890000,11.937674,1501700
2010-02-01,16.080000,17.430000,15.560000,16.820000,12.636353,1038600
2010-03-01,16.969999,18.320000,16.969999,17.920000,13.462749,787000
2010-04-01,18.170000,19.440001,18.010000,18.750000,14.170182,822600
2010-05-01,19.120001,19.120001,8.560000,16.500000,12.469759,1504700
2010-06-01,16.330000,17.969999,15.340000,15.370000,11.615770,1122500
2010-07-01,15.260000,17.180000,15.030000,16.520000,12.568767,763600
2010-08-01,16.879999,17.070000,14.950000,15.600000,11.868810,457600
2010-09-01,15.800000,17.030001,15.800000,16.990000,12.926350,905500
2010-10-01,17.100000,18.209999,17.030001,17.820000,13.709507,1772600
2010-11-01,17.940001,19.100000,17.750000,18.530001,14.255733,771500
2010-12-01,18.820000,20.430000,18.790001,20.150000,15.502052,1042900
2011-01-01,20.400000,21.350000,19.820000,21.330000,16.556650,1243900
2011-02-01,21.559999,23.570000,21.000000,23.540001,18.272091,3382700
2011-03-01,23.520000,24.150000,20.420000,22.870001,17.752022,8938400
2011-04-01,23.000000,23.690001,21.629999,23.110001,17.971550,6021200
2011-05-01,23.120001,23.250000,20.629999,22.059999,17.155014,5000400
2011-06-01,22.000000,22.059999,19.230000,20.639999,16.050753,2645600
2011-07-01,20.719999,21.730000,20.000000,20.420000,15.963899,1529700
2011-08-01,20.770000,20.870001,16.219999,18.309999,14.314346,3109100
2011-09-01,18.299999,18.480000,14.140000,14.180000,11.085606,1745700
2011-10-01,14.050000,17.510000,12.460000,16.969999,13.363128,2100900
2011-11-01,16.469999,17.200001,15.270000,16.700001,13.150515,1136400
