Date,Open,High,Low,Close,Adj Close,Volume
2006-05-01,51.279999,52.630001,44.180000,47.470001,42.722092,524700
2006-06-01,46.849998,50.049999,41.919998,50.049999,45.044037,582900
2006-07-01,50.349998,51.939999,46.730000,51.700001,46.555229,328600
2006-08-01,51.570000,52.930000,48.419998,48.860001,43.997845,276600
2006-09-01,49.080002,50.150002,42.369999,45.560001,41.026234,609000
2006-10-01,45.400002,49.700001,42.160000,47.779999,43.053925,845600
2006-11-01,47.500000,51.970001,46.599998,51.740002,46.622231,439200
2006-12-01,51.500000,52.369999,47.660000,47.750000,43.026894,464500
2007-01-01,46.950001,49.650002,44.580002,49.330002,44.481968,1357700
2007-02-01,49.669998,50.770000,48.060001,48.930000,44.121292,1417600
2007-03-01,47.799999,52.439999,47.049999,51.750000,46.664150,928000
2007-04-01,52.099998,56.090000,51.889999,54.650002,49.307129,741500
2007-05-01,55.099998,59.200001,54.470001,58.480000,52.762699,967600
2007-06-01,59.200001,62.400002,56.680000,58.520000,52.798771,2179300
2007-07-01,58.799999,61.349998,54.439999,55.630001,50.212776,1042900
2007-08-01,55.599998,57.020000,50.430000,54.439999,49.138664,5365100
2007-09-01,54.500000,60.560001,54.349998,59.250000,53.480270,1299900
2007-10-01,59.270000,66.360001,59.270000,66.139999,59.748062,2394000
2007-11-01,65.440002,67.489998,59.419998,61.470001,55.529392,2937200
2007-12-01,61.470001,67.550003,61.110001,66.500000,60.073265,1057400
2008-01-01,66.959999,68.470001,53.889999,61.779999,55.848389,1985700
2008-02-01,61.610001,72.500000,59.340000,70.180000,63.441891,3022600
2008-03-01,70.320000,72.120003,62.340000,68.949997,62.329975,1762600
2008-04-01,67.459999,79.970001,67.459999,75.059998,67.888290,2092500
2008-05-01,74.690002,86.529999,71.550003,81.339996,73.568291,6260700
2008-06-01,80.500000,88.650002,80.379997,86.169998,77.936821,6185200
2008-07-01,86.730003,89.680000,63.160000,66.910004,60.534134,22296900
2008-08-01,66.739998,70.809998,60.290001,67.570000,61.131245,26613500
2008-09-01,66.019997,67.269997,50.950001,55.849998,50.528027,24646500
2008-10-01,55.459999,55.490002,30.180000,43.500000,39.396660,24116500
2008-11-01,43.400002,45.330002,30.230000,40.540001,36.715862,9859900
2008-12-01,38.820000,41.410000,29.809999,38.470001,34.841141,11252200
2009-01-01,38.509998,44.599998,34.730000,38.310001,34.789570,12457400
2009-02-01,37.639999,42.000000,31.330000,32.689999,29.686005,11005500
2009-03-01,31.629999,38.540001,29.160000,34.240002,31.093582,10484400
2009-04-01,33.970001,40.529999,33.230000,39.189999,35.623329,8935200
2009-05-01,39.340000,47.770000,39.240002,46.259998,42.049889,14456200
2009-06-01,47.250000,48.549999,39.119999,41.130001,37.386772,11315000
2009-07-01,41.490002,45.599998,36.160000,45.060001,41.026924,7781300
2009-08-01,45.840000,48.340000,43.840000,45.740002,41.646049,3567600
2009-09-01,45.610001,52.820000,44.310001,50.770000,46.225834,5637400
2009-10-01,50.660000,56.990002,47.400002,49.500000,45.129841,6629500
2009-11-01,49.720001,53.470001,48.599998,49.779999,45.385120,7869500
2009-12-01,50.369999,55.910000,47.599998,53.990002,49.223442,5573800
2010-01-01,54.709999,57.730000,51.520000,51.939999,47.412045,7177300
