Name,Riskiness R
BDCL,[0.4286293]
BDCZ,[0.21180244]
BIZD,[0.19191389]
CHIX,[0.30599981]
DPST,[0.72227603]
DXJF,[8.39078917e+11]
EUFN,[5.92228035e+11]
FAS,[0.24662113]
FINU,[0.32451256]
FINZ,[3.12729958e+13]
FNCL,[0.09942069]
FXO,[0.09456658]
IAI,[0.12498421]
IAK,[0.13185922]
IAT,[0.16998752]
IXG,[0.1724478]
IYF,[0.08104867]
IYG,[0.12824214]
JHMF,[0.14236306]
KBE,[0.25728621]
KBWB,[0.20678407]
KBWD,[0.1255555]
KBWP,[0.05941086]
KBWR,[0.28176655]
KCE,[0.31043525]
KIE,[0.07714919]
KRE,[0.26559443]
LMLP,[0.42849535]
PEX,[0.38180121]
PFI,[1.43983658]
PHDG,[0.11862465]
PSCF,[0.11902983]
PSP,[0.20099086]
QABA,[0.26240525]
RYF,[0.07757343]
SEF,[1.21574803e+13]
SKF,[2.6502445e+13]
UYG,[0.73113295]
VFH,[0.09353557]
VQT,[0.12498158]
WDRW,[2.17157063]
XLF,[0.08137892]
