,Date,ARKG,BBC,BBH,BBP,BIB,BIS,CNCR,CURE,FBT,FHLC,FXH,IBB,IHE,IHF,IHI,IXJ,IYH,JHMH,LABD,LABU,PBE,PJP,PPH,PSCH,PTH,RXD,RXL,RYH,SBIO,UBIO,VHT,XBI,XHE,XHS,XLV,XPH,ZBIO
0,2005-03-07,,,17.030081,,,,,,,,,21.160126,,,,19.03389,47.833138,,,,,,22.847588000000002,,,,,,,,40.524578000000005,,,,23.767349,,
1,2005-03-14,,,18.02269,,,,,,,,,21.134071,,,,18.759157000000002,47.367401,,,,,,22.402077,,,,,,,,39.96365,,,,23.279405999999998,,
2,2005-03-21,,,18.762289000000003,,,,,,,,,21.394586999999998,,,,18.828815,47.588013000000004,,,,,,22.692759,,,,,,,,40.50832,,,,23.532545000000002,,
3,2005-03-28,,,18.090162,,,,,,,,,20.515354000000002,,,,18.573429,47.54298,,,,,,22.553728,,,,,,,,40.231922,,,,23.374613,,
4,2005-04-04,,,18.742828,,,,,,,,,21.287126999999998,,,,18.979719,48.828354,,,,,,23.145325,,,,,,,,41.280613,,,,24.053734,,
5,2005-04-11,,,19.968994,,,,,,,,,21.036386,,,,19.347321,49.393276,,,,,,23.856794,,,,,,,,41.743965,,,,24.322235,,
6,2005-04-18,,,20.131182,,,,,,,,,21.134071,,,,19.269934,49.02486,,,,,,23.585022,,,,,,,,41.426926,,,,24.077433,,
7,2005-04-25,,,20.053324,,,,,,,,,20.668407000000002,,,,19.544662,49.450607,,,,,,23.695764999999998,,,,,,,,41.849655,,,,24.401199,,
8,2005-05-02,,,20.728043,,,,,,,,,21.332716,,,,19.800053,49.974571000000005,,,,,,23.847609,,,,,,,,42.386189,,,,24.614414,,
9,2005-05-09,,,20.981068,,,,,,,,,21.655098000000002,,,,19.389881,49.778076,,,,,,23.622324,,,,,,,,42.207333,,,,24.54335,,
10,2005-05-16,,,21.410547,,,,,,,,,21.804892000000002,,,,19.718788,50.514919,,,,,,23.848375,,,,,,,,42.768260999999995,,,,24.851318,,
11,2005-05-23,,,21.965892999999998,,,,,,,,,21.892817,,,,19.800053,50.531288,,,,,,23.743601,,,,,,,,42.760132,,,,24.788149,,
12,2005-05-30,,,21.889333999999998,,,,,,,,,21.345739000000002,,,,19.664616,50.220177,,,,,,23.51816,,,,,,,,42.540649,,,,24.685489999999998,,
13,2005-06-06,,,21.750498,,,,,,,,,21.264328,,,,19.540796,50.031864,,,,,,23.433502,,,,,,,,42.361801,,,,24.57493,,
14,2005-06-13,,,22.185171,,,,,,,,,22.143557,,,,19.765217,51.104401,,,,,,23.919847,,,,,,,,43.353573,,,,25.001364000000002,,
15,2005-06-20,,,21.707676,,,,,,,,,22.003531,,,,19.405363,50.10556,,,,14.330828,13.034561,23.532042999999998,,,,,,,,42.621928999999994,,,,24.633978,,
16,2005-06-27,,,21.836136,,,,,,,,,22.094713,,,,19.386017000000002,50.168461,,,,14.485862,13.016985,23.245955,,,,,,,,42.483748999999996,,,,24.546856,,
17,2005-07-04,,,23.031157999999998,,,,,,,,,23.478683,,,,19.471142,50.79187,,,,15.425747,13.298239,23.191942,,,,,,,,43.190994,,,,24.760714,,
18,2005-07-11,,,24.126278,,,,,,,,,24.188585,,,,19.598835,51.144585,,,,15.813329999999999,13.588289000000001,23.490952,,,,,,,,43.491768,,,,24.958729,,
19,2005-07-18,,,24.620638,,,,,,,,,24.843119,,,,19.618183,51.03796,,,,15.987741,13.500397,23.092859,,,,,,,,43.312927,,,,24.871607,,
20,2005-07-25,,,24.881441,,,,,,,,,24.748686,,,,19.91227,51.562946000000004,,,,16.162151,13.676182999999998,23.175621,,,,,,,,43.800682,,,,25.132986,,
21,2005-08-01,,,24.808775,,,,,,,,,24.543533,,,,19.803915,51.226624,,,,16.007122,13.8256,22.968742000000002,,,,,,,,43.548671999999996,,,,24.990414,,
22,2005-08-08,,,24.725732999999998,,,,,,,,,24.201607,,,,20.078653,51.530121,,,,15.919914000000002,13.975019,23.073097,,,,,,,,43.881981,,,,25.148834,,
23,2005-08-15,,,24.659561,,,,,,,,,24.224403,,,,19.811657,51.078959999999995,,,,15.997432,13.8256,22.739971,,,,,,,,43.296684,,,,24.871607,,
24,2005-08-22,,,24.59339,,,,,,,,,24.224403,,,,19.579489000000002,50.414551,,,,15.861776999999998,13.904706,22.428760999999998,,,,,,,,42.963356,,,,24.578526999999998,,
25,2005-08-29,,,25.510742,,,,,,,,,24.904991,,,,20.063169,51.497310999999996,,,,16.259047,14.203543,22.80571,,,,,,,,43.784424,,,,25.037937,,
26,2005-09-05,,,25.950605,,,,,,,,,25.722348999999998,,,,20.508157999999998,52.768756999999994,,,,16.733837,14.625423000000001,23.488432,,,,,,,,44.808716,,,,25.671608,,
27,2005-09-12,,,25.748192,,,,,,,,,25.452065,,,,20.233429,52.063320000000004,,,,16.462528,14.361752,23.203794,,,,,,,,44.377865,,,,25.346860999999997,,
28,2005-09-19,,,24.964476,,,,,,,,,24.823576,,,,20.020607000000002,51.078959999999995,,,,16.065258,14.102220999999998,22.631296,,,,,,,,43.5812,,,,25.002407,,
29,2005-09-26,,,24.746498000000003,,,,,,,,,25.074326,,,,20.067039,51.091118,,,,16.336567000000002,14.172595000000001,22.471382000000002,,,,,,,,43.459251,,,,24.907068,,
30,2005-10-03,,,23.884937,,,,,,,,,23.976913,,,,19.916132,49.9408,,,,15.745504,13.829498000000001,21.991953,,,,,,,,42.565033,,,,24.430378,,
31,2005-10-10,,,24.182076000000002,,,,,,,,,23.820610000000002,,,,19.900656,50.080471,,,,15.658297,13.811904,22.189926,,,,,,,,42.64632,,,,24.47805,,
32,2005-10-17,,,23.984844,,,,,,,,,23.494963000000002,,,,19.463404,49.21772,,,,15.532332,13.547981,21.399379999999997,,,,,,,,41.89843,,,,24.01725,,
33,2005-10-24,,,24.614148999999998,,,,,,,,,23.677322,,,,19.525316,49.258808,,,,15.522642999999999,13.58317,21.383373000000002,,,,,,,,41.865925,,,,24.033138,,
34,2005-10-31,,,26.080357,,,,,,,,,24.729149,,,,19.823263,50.236588,,,,16.336567000000002,14.075825,21.636229999999998,,,,,,,,42.670715,,,,24.350935,,
35,2005-11-07,,,26.677222999999998,,,,,,,,,25.315298000000002,,,,20.082518,50.984295,,,,16.762907000000002,14.207788,21.824486,,,,,,,,43.369834999999995,,,,24.692558,,
36,2005-11-14,,,27.219589000000003,,,,,,,,,25.549754999999998,,,,20.059299,51.222584000000005,,,,16.956697,14.278166,21.676514,,,,,,,,43.678748999999996,,,,24.835567,,
37,2005-11-21,,,27.124871999999996,,,,,,,,,25.696301000000002,,,,20.001261,51.304737,,,,17.034212,14.410123,21.675982,,,,,,,,43.662490999999996,,,,24.835567,,
38,2005-11-28,,,27.011984,,,,,,,,,25.090611,,,,20.043817999999998,51.082905,,,,16.530357000000002,14.251779,21.489611,,,,,,,,43.556812,,,,24.772015,,
39,2005-12-05,,,26.383978000000003,,,,,,,,,25.087353,,,,20.036085,51.074673,,,,16.452837,14.357338,21.40723,,,,,,,,43.662490999999996,,,,24.787901,,
40,2005-12-12,,,25.983044,,,,,,,,,24.986399,,,,20.434635,51.797745,,,,16.666007999999998,14.427719,22.224768,,,,,,,,44.223411999999996,,,,25.185146,,
41,2005-12-19,,,26.570823999999998,,,,,,,,,25.722348999999998,,,,20.546851999999998,52.685143000000004,,,,17.072969,14.8116,22.88459,,,,,,,,44.670528000000004,,,,25.738247,,
42,2005-12-26,,,26.050514,,,,,,,,,25.15279,,,,20.338785,51.894703,,,,16.762907000000002,14.520999,22.417887,,,,,,,,44.226139,,,,25.283898999999998,,
43,2006-01-02,,,26.176376,,,,,,,,,26.165548,,,,21.086885000000002,53.178898,,,,17.538063,14.943686999999999,23.235746,,,,,,,,45.437824,,,,25.953463,,
44,2006-01-09,,,25.82085,,,,,,,,,26.357678999999997,,,,21.051817,53.014244,,,,17.760923000000002,14.961303,23.268284,,,,,,,,45.315014,,,,25.873751000000002,,
45,2006-01-16,,,25.403049,,,,,,,,,26.132984,,,,20.689459,52.314518,,,,17.615582999999997,14.661895999999999,22.968231,,,,,,,,44.750107,,,,25.483179,,
46,2006-01-23,,,25.269403,,,,,,,,,26.054831,,,,20.818037,52.890774,,,,17.838444,14.785185999999998,23.319515,,,,,,,,45.274075,,,,25.738247,,
47,2006-01-30,,,25.548372,,,,,,,,,26.250217,,,,20.556982,52.314518,,,,17.673719000000002,14.864432,22.707193,,,,,,,,44.840168,,,,25.515057000000002,,
48,2006-02-06,,,24.743904,,,,,,,,,25.901775,,,,20.631018,52.223976,,,,17.450863000000002,14.705929000000001,22.976534,,,,,,,,44.717361,15.795863,,,25.538975,,
49,2006-02-13,,,25.405642,,,,,,,,,26.904759999999996,,,,20.845312,53.31881,,,,18.070988,15.084585,23.576334,,,,,,,,45.757111,16.434938,,,26.057085,,
50,2006-02-20,,,25.632704,,,,,,,,,27.289021,,,,20.818037,53.42585,,,,18.313231,15.137422,23.491617,,,,,,,,45.781665999999994,16.876894,,,26.049118,,
51,2006-02-27,,,25.269403,,,,,,,,,27.393232,,,,20.82193,52.923691000000005,,,,18.264784,15.014135999999999,23.411959,,,,,,,,45.446003000000005,17.032694,,,25.794052,,
52,2006-03-06,,,24.880142000000003,,,,,,,,,26.95035,,,,21.020647,52.857841,,,,17.634964,15.014135999999999,23.522888000000002,,,,,,,,45.380516,16.571657000000002,,,25.849844,,
53,2006-03-13,,,25.815662,,,,,,,,,27.204355,,,,21.476515,53.746906,,,,17.935335000000002,15.383991,23.952265,,,,,,,,46.027275,16.555760999999997,,,26.080994,,
54,2006-03-20,,,25.203228,,,,,,,,,26.794039,,,,21.359627,53.36822900000001,,,,17.4121,15.271247,24.004868,,,,,,,,45.961788,15.961198000000001,,,26.134497,,
55,2006-03-27,,,25.126673,,,,,,,,,26.826603000000002,,,,21.044025,52.572933,,,,17.46055,15.147881,23.322174,,,,,,,,45.200382,15.983452999999999,,,25.574699,,
56,2006-04-03,,,24.127577,,,,,,,,,25.514263,,,,20.592049,51.261692,,,,16.675698999999998,14.689657,22.924008999999998,,,,,,,,44.029652,15.233084,,,25.014912,,
57,2006-04-10,,,24.400057,,,,,,,,,25.4361,,,,20.494642000000002,50.816371999999994,,,,16.791973000000002,14.619159,22.719364000000002,,,,,,,,43.620296,15.274417999999999,,,24.806982,,
