BTAL,CHEP,CPI,FLAG,HDG,MCRO,MNA,MOM,MRGR,QAI,RALS,RLY,SIZ,WTMF
-0.05892478364733302,0.033478296977018235,0.004839897107917706,0.08220387188798052,0.013616781023676262,0.008491762376717012,0.003517441263098377,-0.05515947467166976,-0.004005991862866169,0.007887481528895153,-0.007786229355632618,0.01342972702630554,0.020853127962085247,-0.013408639450208485
-0.022851907021175403,0.00925533721605022,-0.002593563457095881,0.011521749963913294,0.001649717081895524,0.006415335433204832,0.01121620461099684,-0.03971405877680699,-0.0011066069821584618,-0.002722024707891478,0.0033557327679342853,-0.006517192129320384,0.002785468765762882,-0.02122074698629636
-0.016370392905488487,0.0066694685630543935,0.0018573353449205386,0.011974214639057896,0.004941284633906329,0.005179283879750313,0.012131750385423721,0.008684822167080225,-0.001384628093028508,-0.00034117744777078894,-0.0005144923410667473,0.008609997962179539,0.0,0.024847738912250044
0.015691876385920983,0.04637684498418238,-0.007044827739904784,-0.00898062222987518,-0.006321791643062302,-0.01506143155905706,-0.014726029689061225,-0.026650226594925285,-0.0022185959796414767,-0.013651929480815323,0.0016320151574473348,-0.017998654891892032,0.0,-0.009032584716147813
-0.09082398359157907,0.06925207535248673,-0.0007468562582160836,0.10049632775539344,0.005183858135379279,-0.00965789631533259,0.015641252552733208,-0.03285598146588031,-0.005002791044273972,-0.013494760774406929,0.02888094934286089,0.004570048838317625,0.02083328703703696,-0.013192527775243336
0.01441820795020614,0.015914165978403918,0.005605398067367421,0.0005309901671989136,0.00937647369196646,0.0,0.002737888016079639,-0.008275218130453761,-0.004189853891416497,0.005261372224552681,0.0032580726309966567,0.009511986525006674,-0.003628118078372625,0.0077782657033352125
-0.020812256180025586,-0.022950899131483668,0.0022296306482664213,0.01175176452702217,0.005805898556758053,0.010564812521729274,0.013037297077042004,-0.009661879666227488,0.0008464139299027568,0.0024605048088290377,-0.014603135426303248,0.02330448100018146,-0.0013654074358402395,-0.02508440144824901
0.003110445078268586,0.0026099850880543173,0.008898757751854277,0.041611673671041315,0.005310511038752006,0.012062752858401016,0.007427379897792758,-0.009312594648008623,-0.0042290071757201285,0.012530507907670971,0.0,0.00161758731464575,-0.00866002695259671,0.0022265767812434467
0.020671811164707,-0.017106682392692432,-0.0011025241322505396,-0.01441218798729125,0.006890280014754339,0.006356712834593729,0.005026809651474483,0.0040286481647269405,-0.005662469799099711,0.0,-0.011456108102474905,-0.008881770234462353,-0.026666666666666592,-0.017526500216512857
0.012151844557644445,-0.03632237008728671,0.00331129844595465,0.000868445227539686,0.004562001645108526,0.00394787013308581,0.010336745581860662,0.007133303611234959,0.015660613803958827,0.0024062601226359,-0.008470952629118633,-0.010189805526963068,0.0018894189891354805,0.0015075081086138133
0.03901962665118533,-0.02826854871964947,0.0022001965593034327,-0.01953741256421984,-0.0006812693282303793,0.007864731251201112,0.0009901320458788995,0.01460823373173979,0.004766151752609817,0.004458251268194579,-0.01301763180853382,0.00041190033339529784,-0.020744885466519838,-0.009533361894677279
-0.036591305686059936,0.05494953969012509,-0.0014635400817705668,0.009439151521339196,0.0043172654563926405,0.006632838179265153,0.013517969007583256,-0.018760907504363145,0.008370353966302322,0.004096920108179246,-0.0018462740821311378,-0.011939157433280244,-0.016369764082811742,-0.011904738481679722
-0.001999033420055931,-0.02412876995261736,0.006229283919197821,0.015785364372459382,0.0036199264068037976,0.005038760692594803,0.002927781392322702,0.013339306358381582,-0.004980737701812627,0.009180545260454151,0.003206638335399223,0.04146419519451276,-0.009789525208027377,-0.005383235646434934
0.0040060248474181725,-0.0066718805258797935,0.0018208855935552058,-0.02513469530945354,0.00045078202705087987,0.0015426000378366974,-0.011028219266947772,0.027643658286807517,0.0075084761360792425,0.005053909130851745,-0.010576375856747564,0.0012098089402929973,-0.02125561047948595,-0.0010309876893028435
