BTAL,CHEP,CPI,FLAG,HDG,MCRO,MNA,MOM,MRGR,QAI,RALS,RLY,SIZ,WTMF
0.014606186347896776,-0.010301888870595565,-0.009723330788284652,-0.026876612767148356,-0.014352789612711869,-0.02459926946081976,-0.0050762026012226465,0.008378675811534396,0.0,-0.016246650459351558,-0.0159137431398412,-0.06979014805132862,-0.011168687674511372,0.034392752174848766
0.007712067003356384,-0.022972044920717413,0.007552954584454117,0.021404524309412892,0.008832634921053321,0.00534956131633875,0.0025511062131024797,0.002908142916493529,-0.016207353212349666,0.003707412190968613,-0.005474790721369787,0.0025154655952460193,-0.00040338844681779416,-0.009172194523662773
0.02346928704040089,0.0,0.004122869050912622,0.020567190272256067,0.0061523734614832215,-0.0022804639988282427,0.017811677718550776,0.010770547256443507,0.0008237903776013037,0.01208871236904958,0.0031181614253985453,-0.02747447866626228,-0.006860370990299724,0.016431322724882985
0.02941176323396487,-0.009551846971966932,0.01493103467274604,0.008244242976638911,-0.0054091956492000205,-0.02476194159370681,-0.00321429048515283,-0.036065573770491764,-0.003840925877180147,-0.02488389000650184,0.007891009547314623,-0.03549461116382898,-0.016253636072586942,0.0
0.03196132591716117,-0.047848567905945404,-0.02003572307753792,-0.031459968982857134,-0.0016552148552838632,0.012083102044264864,0.009315639146170543,0.03316322278911565,0.020512508149115174,-0.00010824657043550523,-0.023553268311087287,-0.0007122269721352412,0.009087195749161324,0.006830656052657276
-0.056780788534491436,0.0366186323541959,0.0015026083873631618,0.04667948467562355,0.021316842566350386,-0.00039121924106189256,0.018104333824313347,-0.010288066266998613,0.004340734555568454,0.03413787085040343,-0.004881690434840837,0.028711772567378793,0.005321285304952989,-0.017412968300359804
0.0,-0.040210443556173564,-0.0011253806917661381,-0.017958752637317853,0.0,-0.0027386065448337274,0.005578816977376938,0.05072769441695195,0.0002702640949688805,-0.0016671685221318862,-0.005886581843664419,-0.038193153343785625,0.004478868260540257,0.01910242366971821
-0.04029855681192044,-0.0027408302085522554,0.006759391689741711,0.021054216020123025,0.002319141093213139,0.009807808803136244,0.004507619579579403,-0.0399683419074,-0.0011903357574947133,0.0020039568177641592,0.017937419455614563,0.035876858781125766,0.0,-0.01467930641319839
-0.004665589553126327,0.011778608136655159,-0.002984033740745933,-0.002099607981759571,0.0032392431860527684,-0.0034965275214070782,0.003796994577526615,0.02225882110469901,0.0008119009059117229,-0.0003333362118255238,-0.005593597607157027,-0.01512361733995334,-0.013781921361978249,0.007563644626374555
-0.015104297002408219,0.00892504141749288,-0.00448935149593265,-0.03486616608508368,-0.008302598339773377,-0.014814784110293125,-0.012723467884929006,0.0016129436134251528,-0.015950298220904668,-0.013671205263346756,-0.007581384838009068,-0.031460479008313134,0.005754171804356889,-0.028889968371189626
0.053939784285882,-0.025769234377608412,0.003382293704578916,0.0013563771229523182,0.0039534976789703,-0.009497452514760108,-0.00940440295366851,0.04307568438003222,0.003070859931180692,-0.0003381384088987712,-0.034224510119906744,-0.037034948686926916,-0.05762157979655005,-0.03583970421467784
0.02508779271710845,-0.020134210294363717,-0.014232277338501185,-0.04526996980870236,-0.02501744282631737,-0.018777501095336654,-0.001758105686177085,0.03434963334619836,0.008221380777741287,-0.01690896861953975,0.011509287042041986,-0.05139601106783985,0.016045143800743376,-0.000971898852163366
0.040137052174349694,0.01369863124961091,-0.00455920647863323,-0.04774356994831178,-0.015205365581829262,-0.00488594406327071,-0.02042974455608704,0.05858216636500616,-0.01739589545998476,-0.009287935402352943,-0.007585625581257203,-0.031996631260559016,-0.019632991890738298,0.007782150366364413
-0.051764638742188514,-0.0003974551333607403,0.01641209942160265,0.10932749643859584,0.026055364499983025,0.0135024223184677,-0.008629942117602677,-0.0356009857031728,0.013831183189355884,0.008680594998826173,-0.004705153661313615,0.047543388162816766,-0.02568567808818798,-0.0009652320274584179
-0.0069479302311343,-0.054870777323921975,-0.001126456326369508,-0.020833256683579108,-0.0007054628070203924,0.0,0.0029016765564179783,0.03545317852875802,-0.02100947656090681,-0.005163520348582566,0.004887068531591964,-0.026548534881611158,-0.004021358535360138,-0.0014492469007118002
0.03348322028555597,0.01724866780297166,-0.0026315803657218145,-0.032391174152048265,-0.009647008670637478,-0.01695602971329294,0.015189872492129709,-0.02506173667490293,0.014492700904707891,-0.01522490285310842,-0.004095162917007554,-0.036796404368895384,-0.042171420270461134,0.010885302366517744
0.09477752520992598,-0.0074441886981092015,-0.007063482291018101,-0.06383691030633867,-0.02398863023810013,-0.001491380979237185,0.007359245449824042,0.02679217860998637,-0.005871845725488456,-0.00929254106590766,-0.000325231562200477,-0.02518524230573046,-0.022482388758782338,-0.011007375467226264
-0.0017667249899199692,0.03833334824274137,0.0,0.05639755266500476,-0.003651470337855541,-0.0004157649071460526,0.01748131970811114,-0.06135401758272159,0.022985211031206487,0.003563832928244457,0.012664702896942614,0.015313271990387643,-0.012458073193192374,0.03411563492202716
-0.022123880832908442,0.0377207177516313,0.014806376493906676,0.0647314205812202,0.020034240953487714,0.02870210862564973,0.011921426642936786,-0.04470326654007259,-0.00027067753585470185,0.023437472293747375,-0.004593960548894474,0.0598721403658184,0.039786460951651545,-0.020355699123940932
-0.031221722540201606,-0.007734007395838028,-0.000374145822635542,0.025070554329852796,0.0057485178923197796,0.0028305738284903326,-0.01212747691167185,-0.047581635863153685,-0.011914424634648443,0.008327582481395738,0.017019212969488957,0.040486448899788606,0.0,0.02579418827016895
0.0014012491861721188,-0.05572875803809819,-0.0018711610502966435,-0.028737394063779717,0.0016670038607220182,-0.011290255629368,0.011574822857854215,0.05202316482341717,0.003836779919779972,-0.0034411606450534967,-0.007620077393131919,-0.013294668024890054,0.0018664955669622809,-0.013038425774987858
0.0844216128536376,-0.05076353699034368,0.007124110234890381,-0.012905186256238151,-0.0047550683562497965,0.008564365206598286,-0.014216342134261975,0.0459183673469387,-0.007644146618829055,0.006906121430391976,0.0012797111906543664,0.02484220219545749,-0.01723330308492329,0.0028308007244564146
