Name,Weight
Junk ETF List (43),0.2
Target Maturity Date Corporate Bond ETF List (24),0.2
Preferred Stock ETF List (12),0.2
Technology Equity ETF List (75),0.2
Industrials Equity ETF List (37),0.2
