BDCL,BDCS,BIZD,CHIX,DXJF,EUFN,FAS,FAZ,FINU,FINZ,FNCL,FXO,IAI,IAK,IAT,IXG,IYF,IYG,KBE,KBWB,KBWD,KBWP,KBWR,KCE,KIE,KRE,LMLP,PEX,PFI,PHDG,PSCF,PSP,QABA,RWW,RYF,SEF,SKF,UYG,VFH,VQT,XLF
-0.0003729949052044431,0.0,0.0009729836971755446,0.05105119006153586,0.012774476507184366,0.008624231996981755,0.013398291707260906,-0.013571705050533844,0.0112051327734399,-0.049867004564007306,0.004339760336076815,-0.001769195355363461,-0.002038166484797213,-0.00680675156771136,0.003571452505195699,0.009987834423230785,0.004703134778529403,0.0052391466774999035,0.00612916913843172,0.006525267081157984,-0.0026760489537739273,-0.005284679466362641,0.002659642256499161,-0.004449179210048028,-0.005699210642163681,0.006932184763332374,-0.022957420666815647,0.004576456966062232,-0.0013652414402696071,0.002428856141845309,-0.0010174410232429534,-0.0025271517212435285,0.004299239691335025,-0.0016737568108791995,0.0035256788630009936,-0.005268626887602454,-0.009523753833729292,0.009837440703596188,0.0040137175775586354,0.0010558935835297096,0.004280679386707991
-0.0052257729076466315,-0.0019516926938949047,-0.006316794566654349,-0.034999967713505206,0.026921536015629386,-0.01099338455419922,-0.02061772584309181,0.01751102523231876,-0.015945889321881478,0.003498985432831528,-0.006481629744760125,-0.00797517925789436,0.021189613931626168,-0.003530825519971644,0.013938206017048257,-0.014833777132867026,-0.0072558001499198515,0.006486127878051713,0.01462075165692169,0.01134528210781447,-0.002299334489318229,-0.005059105017647076,0.02440327702594641,0.0024375154433975968,-0.006506469486063152,0.01988786244045616,-0.046594986295938286,-0.026195800067305628,-0.007860569367257247,-0.008653579759190717,-0.010443337847085848,-0.013513455595407148,0.013413263794137004,0.006496027686470376,-0.009604010971411529,0.006355993427513033,0.012362588965973916,-0.014312564365909781,-0.007153530796973711,-0.008768374613519323,-0.002983951717767164
-0.04165112059714809,-0.0211184728635163,-0.020048767738661568,-0.01776464909038045,0.007369625937036003,0.01111558242635605,0.03615599260609053,-0.03564858789390567,0.03323254872493808,-0.030334761495123007,0.005436596123779575,0.004019502788894631,0.01925000133763831,0.010004227737363407,0.00965173077048497,0.007961210028887116,0.012024061739794324,0.0172614391803406,-0.0018012012586051923,0.013087331881075536,-0.016904159163320994,0.005847893169998812,0.006214458104317929,-0.004052385892197678,0.0018708408197649481,-0.008250254421329524,0.008440177927950059,-0.013333215160453387,0.006200414194211785,0.008729117876966425,-0.006692616356827231,-0.017123413359139025,-0.005914146221478302,0.017905695480731225,0.0073321469578313155,-0.012105209048372858,-0.0237449087710634,0.02463154650396641,0.011019188775853886,0.011439979590024069,0.011115902347077176
-0.018793854308052912,-0.010387347788226038,-0.010479392984156951,-0.012810862865476716,0.0123832196269853,-0.022394070813688736,-0.04856052581853704,0.04525184937630823,-0.0483785693539881,0.0,-0.010619533399435487,-0.020017630007657983,-0.027471217633827257,-0.01774662804949254,-0.0333136444443769,-0.02111945324152513,-0.01921951520704672,-0.021040835164415246,-0.02834353776936693,-0.019630441691506104,-0.008546104261023606,-0.0016955376593382598,-0.04621459361851836,-0.005996079839362887,-0.006654226435133419,-0.032553885271011385,-0.030148507683975593,-0.02560456824145832,-0.0156280324198564,-0.007210145005350634,-0.020860705835786718,-0.014185460586307297,-0.035693961976995967,-0.016363168208197814,-0.011235360078310051,0.014917366744879671,0.03057679688003808,-0.03272013942366149,-0.020331156098493283,-0.009009074353498304,-0.010188473733224963
-0.032322586864319755,-0.01655207459330451,-0.03378702508258192,-0.028244357339369336,-0.03951809459770267,-0.03998357939980261,-0.004117464797627787,0.0,-0.004608849302061123,0.08665940113543373,-0.0010984349253263992,0.0008506876114609263,0.0025051415931080603,-0.004618877354014964,-0.002117155008796965,-0.020171832905296047,0.002550554503283973,0.001865034438174554,-0.004972052587236813,-0.0032385252493551536,-0.010718506413851771,0.0033004698844553413,-0.0027100985285796685,-0.015403570253687084,-0.0029880308005935637,-0.005494434244031649,-0.02232917563549381,-0.01815785429001629,-0.010456507145588448,-0.007334880140778138,-0.0021260031857219352,-0.02767871134127683,0.001686476269631576,-0.0058223251599031686,-0.003580668398955546,0.0005248975746941472,0.0006743531593545554,-0.0031892757585736016,0.003006867828162969,-0.009422681010405014,-0.00042950245011789316
-0.11340192386141786,-0.05090339323491901,-0.012493910875937313,-0.0031422350975996343,-0.04780559948844435,-0.032971584066342874,-0.08413462569784726,0.08353662624551388,-0.08081928190108466,0.010919987668019472,-0.026759601005220096,-0.03140616109074363,-0.04689848992142325,-0.036009373140058074,-0.038009105799128716,-0.026494887514107886,-0.027110840582954543,-0.04002762872589409,-0.041536414787131465,-0.038722344120757146,-0.010433582219207564,-0.00986833933277195,-0.028532551626755567,-0.056946136946609625,-0.02839118327266535,-0.03709561128861314,-0.09941785946190104,-0.028264138055671375,-0.018668377304774383,0.0042224945196563625,-0.014114525221992162,-0.04224036492743286,-0.03265633578440436,-0.020775300985471548,-0.02755166107116506,0.023084908467460984,0.053908384562481114,-0.05478489407415986,-0.026157647840188657,0.00576098610504402,-0.03006850462206004
0.0795631698695173,0.03035343295633957,0.01673859815516005,0.018124553044231138,-0.04156385450475373,-0.006729590239421336,-0.025931880510829158,0.018007877559552025,-0.0389254500884428,0.039607217113045115,-0.006402885876587407,0.0004698142101558047,-0.004497360159959033,0.0006594301727413768,-0.02289094351813852,-0.004413425795013686,-0.007210625805415816,-0.015907337708066852,-0.0048877016688386775,-0.03183092003635528,0.006082422290291914,-0.006133591170918494,-0.002238179526136052,0.0055296185297051366,0.002272891818470893,0.00273229100757495,-0.017178762743586318,0.000257473605809049,-0.0035896721067926454,0.0052558559863816676,0.022150244119443836,0.0028765696672305684,0.012165030145745092,-0.022917017750336582,-0.005666301715944046,0.009743682027388444,0.010869477785583238,-0.01353211671293746,-0.005944464138273795,0.004462495034384665,-0.011514773092655223
0.022042030094450923,0.011558387375216559,0.01062137141576302,0.007740019593600877,0.03606681059780857,0.04471552196095931,0.10702738632981837,-0.10171377809508828,0.11165808100356577,-0.07903024002693125,0.03449587325169845,0.032879260182509716,0.035610105221422265,0.03359653055174037,0.037227094685399635,0.033247211803607436,0.0343466819536419,0.03759479055548896,0.0255402909549844,0.036950832473026204,0.0265966950074315,0.032913543970175485,0.025512138295187173,0.032995987353926344,0.02915458350404313,0.02643039521102232,0.1128542935344955,0.03448292237115252,0.03710407371731049,0.013244838162190329,0.02484138425919458,0.0420646740051253,0.02554134156065986,0.033318627796992996,0.03592659869004166,-0.03199594385246863,-0.06641363820682718,0.0685065569553301,0.0336654360926495,0.013725926844717577,0.034946407971394075
0.03257059321525105,0.01862002583887331,0.019442993996920663,0.03302613835266243,0.15623718376875534,0.004323395426157721,0.1075845286502864,-0.102153759217152,0.11415943294160585,-0.08512823803877274,0.03334531057636022,0.030923336576664143,0.03156254703462049,0.034841860449648154,0.04857661402268725,0.026814302639361336,0.03618201464453154,0.04626453962786236,0.05555541957625498,0.041526514540044135,0.022556568720144686,0.027632326276867437,0.0677965176278557,0.04216367019492265,0.03210589025989173,0.06397661837090493,-0.018190069793867773,0.02039801106287713,0.044807076926968885,0.014792052123507125,0.05801966443927041,0.01834869281901612,0.06504514156695163,0.030335416535775556,0.03635498544606424,-0.03567692398531394,-0.0691057675990199,0.07354976496580301,0.0329974511178773,0.014194125647758791,0.03203470974553396
0.016623857283345003,0.008725046806234283,0.0036082240293495173,-0.011152360297559484,-0.032258049165241574,-0.026689692272073337,0.03946900991947139,-0.040438659033068335,0.0406513732412186,-0.06576973177147875,0.010283781973464148,0.007939890453104725,0.009452688376691823,0.002668994432233985,0.015638765430687557,-0.009052936658565991,0.012290137438893343,0.016694866346095846,0.0087720401210783,0.013739200343209784,0.0,0.009205545222939851,0.011264529047089241,0.0028609246573175194,0.0018296623211529058,0.00823383995308546,0.007874462998640003,-0.004388276157023668,0.012300654438358236,0.003389814851361478,-0.00048735327681802325,0.0,0.0071525261217625785,0.014412081205702369,0.0043848939358147425,-0.013057661459449938,-0.024563211612563987,0.025142517790189025,0.011201395646108578,0.0036117251800376116,0.013003272726522316
