Name,Riskiness R
AGG,[0.03992537]
AGGY,[0.03456816]
AGND,[0.08610937]
AGZD,[0.01753601]
BIV,[0.07636356]
BLV,[0.08976466]
BND,[0.04031654]
BNDX,[0.01491372]
BOND,[0.03060107]
BSV,[0.03453065]
BYLD,[0.02183126]
FBND,[0.02203404]
FCOR,[0.02722249]
FLTB,[0.01896818]
FTSD,[0.01251964]
FWDB,[0.02585357]
GBF,[0.05128444]
GVI,[0.04475173]
HOLD,[0.00359518]
ILTB,[0.0760077]
ISTB,[0.01133185]
IUSB,[0.02450115]
KCNY,[0.11087939]
LDUR,[0.0128511]
MINC,[0.0079852]
MINT,[0.00125337]
NEAR,[0.00213305]
RAVI,[0.00305852]
SAGG,[1.36846381e+11]
SCHZ,[0.03623503]
SPAB,[0.03928153]
TOTL,[0.02074461]
ULST,[0.00293237]
VBND,[0.12028589]
WYDE,[1.94749904e+12]
XMPT,[0.07004843]
