Name,Riskiness R
AGF,[1.20252349e+12]
AGQ,[5.16714212e+12]
BCM,[6.50775843e+12]
BDD,[0.70035827]
BNO,[1.6943808e+12]
BOIL,[299.41014666]
BOM,[1.08242732e+13]
BOS,[6.75547072e+11]
CANE,[1.48191858e+12]
CORN,[3.39267688e+12]
CPER,[2.47573773e+11]
DAG,[3.00439052e+12]
DBA,[7.79297827e+12]
DBB,[9.01317503e+11]
DBC,[8.45157745e+12]
DBE,[1.81233765e+12]
DBO,[6.62022498e+12]
DBP,[8.07965544e+11]
DBS,[4.47837784e+12]
DDP,[5.37287318]
DGAZ,[1.0574694]
DGL,[7.36477604e+11]
DGLD,[5.54219823e+12]
DGP,[1.40556285e+12]
DGZ,[3.33573202e+12]
DJCI,[1.00623456e+12]
DJP,[5.82784884e+12]
DSLV,[2.34291587e+12]
DTO,[10.38071505]
DYY,[4.82855406]
DZZ,[2.97340875e+12]
FTGC,[3.88881557e+12]
FUD,[4.81664736e+12]
FUE,[4.7028774e+11]
GCC,[4.04343632e+12]
GLD,[7.7551259e+11]
GLL,[2.9830792e+12]
GLTR,[1.84991124e+12]
GRU,[3.18928496e+12]
GSC,[3.24324487e+12]
GSG,[8.46734458e+12]
GSP,[4.2337292e+12]
IAU,[7.49786192e+11]
KOLD,[0.69090908]
LD,[0.67892614]
NIB,[5.09227564e+12]
OLEM,[5.25820278e+12]
OLO,[1.98772355e+12]
OUNZ,[8.11107302e+11]
PALL,[1.18964584]
PDBC,[3.39103005e+12]
PPLT,[8.34910231e+12]
RJA,[6.32298184e+12]
RJI,[2.34841747e+12]
RJN,[9.79103724e+12]
RJZ,[9.56797476e+11]
SCO,[53468.20196958]
SGOL,[2.23585135e+12]
SIVR,[1.7743697e+12]
SLV,[3.09803375e+12]
SOYB,[6.96527356e+11]
SZO,[3.22002673e+11]
TAGS,[1.64275634e+12]
UAG,[4.23577058e+12]
UBG,[4.87049152e+11]
UCI,[1.05312603e+12]
UCO,[2.2741689e+12]
UGA,[1.69162043e+12]
UGAZ,[3.23089807e+13]
UGL,[3.49914135e+12]
UGLD,[7.75215288e+11]
UNG,[2.13193622e+13]
UNL,[5.83631906e+12]
USCI,[3.66309876e+12]
USL,[1.44473096e+12]
USLV,[2142.92508535]
USO,[6.0773548e+12]
USV,[3.28170914e+12]
WEAT,[1.2851202e+13]
ZSL,[4.63254363e+12]
