AIRR,CGW,CHII,EXI,FIDU,FIW,FXR,IEV,ITA,IYJ,IYT,JETS,PHO,PIO,PPA,PSCI,RGI,SEA,SIJ,UXI,VIS,XAR,XTN,_PRN
0.09745433673884277,0.07272730971803558,0.07032969786590401,0.09078123630821236,0.0952401091595792,0.09678916222081199,0.07623960359189269,0.06105528965123053,0.08708849354201248,0.0950567263951351,0.04675047854377205,0.1055579922753616,0.11184271177632706,0.08317936549255872,0.09056065997401744,0.09998385208609784,0.08501005059404187,0.08048288690002324,-0.16507725679571206,0.2365675734678155,0.1032654527728852,0.08596184496774567,0.06909191334328894,0.08974352951907036
0.07243436074864472,0.014124290999403022,-0.07392211084857424,-0.01790583952351792,0.014038851199347991,0.03576153568344604,0.00576772024182473,-0.013971004091506182,0.014461943762060066,0.014068344019254107,-0.0013005674235694706,-0.038971156086841804,-0.029372936441324025,-0.010119619124761337,0.020699545608142446,0.028063926175051167,0.014690304964143844,-0.03603627602591435,-0.03299499357737845,0.030164230987387176,0.012300218000828615,0.011275379882636874,-0.002997233571772059,0.023425556584625487
-0.08145096449250712,-0.05501392809753357,-0.06504049494132283,-0.013710427895075546,-0.034078841640118256,-0.037403911894143466,-0.06451589790771364,-0.03674364709962594,-0.014422592565146056,-0.035245492588133705,-0.07649606014519761,0.010543470455520908,-0.02122872210770196,-0.02741646667690158,-0.02329423365540333,-0.07805503359934353,-0.03914748118690132,-0.1542054419769949,0.05695541173245507,-0.06884539858182513,-0.0333908374866377,-0.03344910442327737,-0.07987961070069892,-0.03735693381830889
-0.07744312036072665,-0.004392077304613642,-0.13957024018721972,-0.04294162275658267,-0.05809359935655061,-0.03660704943254835,-0.06554148942166198,-0.04815558410226055,-0.07268139784955438,-0.0548602285500816,-0.07830662038605789,-0.10281839202730043,-0.0591606103789319,-0.05255576913012895,-0.0583667302076867,-0.06294040976893757,-0.05489981139638099,-0.07529590748781045,0.11745713829053875,-0.12510978062483502,-0.05936242086877362,-0.0674870273120518,-0.0699528171709227,-0.058909036895564364
0.03884129551145718,-0.013544009892314815,-0.018867977739150263,0.020567283871437674,0.03684823229850722,0.050431723596009566,0.05351990073799224,-0.031085512449891856,0.02513247659908749,0.02932069938209065,0.06625183424701503,0.0819893745643802,0.008361991983615836,-0.01774837791372983,0.012608881427567031,0.02229360063231126,0.04970553283427207,-0.03530433069786865,-0.06733340242141184,0.09117300802132157,0.03872181721243941,0.025746609239578104,0.06654920641702537,0.006202159561128351
0.11343487953936665,0.07170105973046405,0.1471154481840509,0.07526702954452498,0.07448020366111215,0.08845772106328151,0.0847989317971827,0.06334979688032975,0.042078875329944684,0.07382155498970462,0.07910901247844171,0.050103442233924884,0.07121936835826838,0.08569924632932832,0.04713903250564882,0.08989615646556133,0.07041729703789325,0.0603842977755204,-0.15939956431497246,0.12858391637315394,0.07160324631775118,0.04578332408971012,0.08484984554526473,0.07230929958367974
0.03073409768293995,0.04163691677185593,-0.012573335207889088,0.007525140190053458,0.0197531083223826,0.06594774205875639,0.0263477744702354,0.030682759638840013,0.045405567420733255,0.01884084020387876,-0.007002921028381631,-0.06585174796062274,0.04553748285265123,0.03185946742704482,0.03258624618665616,-0.001682016506070436,0.014582340445495725,0.07758387439173735,-0.01247171010578792,0.03230321299917741,0.015569597833465674,0.04703463924862968,-0.011107708318894896,-0.004864083005926965
0.008338001663919825,0.009224555792212171,-0.0008489441353613204,-0.0018318131518962587,0.0017313412346382135,-0.003688821053535378,-0.001054044704395434,-0.008434704731407656,0.01772374893075969,0.00699432623676914,-0.008152275018538477,-0.029126173997622764,0.011759533636564472,0.0,0.015105855588551109,0.0256411528409447,0.008472702489355862,-0.02912607408684658,-0.02181388323653832,0.015997509970510287,0.000752274851506428,0.02536301715909236,-0.010152344242647991,0.0455453576050778
0.0018618894638219306,0.015233615975229016,-0.0220901225914768,-0.01934220966403708,0.0024195789637065147,0.0014240325654530164,-0.03622934888659353,-0.054540874223886385,0.007256268144056323,0.004569324078231454,-0.041309299331600206,-0.08000000714994382,0.01764960668098186,-0.0041474499352722105,0.012986729261553892,-0.010869656377216413,-0.01590679648855676,-0.08750023243784996,-0.02435453780614172,-0.0017589301524755727,-0.0014096012978731289,0.0007168948244360117,-0.027870639385055445,0.00892474113766216
0.05657295801588781,0.012670844088715362,0.04691576977982167,0.052740793660220414,0.04450025726163548,0.046620360624525035,0.05915397370909691,0.054830824653136885,0.03926690511110496,0.03648660677742683,0.053046402258003465,0.06474483103254418,0.03489214398693865,0.03767417105809958,0.03742908887366026,0.06080697452697344,0.0519157265848734,0.058720378949820025,-0.07789471835575804,0.0779797439168947,0.04309045449537088,0.03768920123849412,0.07198305955086501,0.05163350420991364
0.020175773424528292,-0.0016464078028852658,0.05145234171495399,0.014372519294098409,0.009953696564833999,0.013340685769528857,0.01104969812914036,0.004877929707920935,0.0054051044382878825,0.009510482682401698,0.006109505529483482,0.00044392209251665793,-0.0032719300479064203,-0.007633683419677862,0.006201193296656537,0.03030305529268681,0.011934437607165971,0.008888983164197454,-0.024135609783648683,0.014252354149655219,0.011508971868841332,0.01487376081883579,0.0002144035744188641,-0.0066226719252826215
